SOLD DATE,Street,CITY,Zipcode,PRICE,Bedroom_x,Bathroom_x,sqft_x,Latitude,Longitude,Address,Price,Bedroom_y,Bathroom_y,sqft_y,Sold,latitude,longitude,City
July-19-2021,420 Walton Ln Unit I36,Madison,37115.0,105000.0,1.0,1.0,652.0,36.2391885,-86.7290616,,,,,,,,,
July-19-2021,420 Walton Ln Unit I36,Madison,37115.0,105000.0,1.0,1.0,652.0,36.2391885,-86.7290616,,,,,,,,,
March-31-2021,3128 Richmond Hill Dr,Nashville,37207.0,243000.0,3.0,1.5,1450.0,36.2358586,-86.7789049,,,,,,,,,
March-31-2021,3128 Richmond Hill Dr,Nashville,37207.0,243000.0,3.0,1.5,1450.0,36.2358586,-86.7789049,,,,,,,,,
April-16-2021,312 Taylor St,Nashville,37208.0,543000.0,3.0,2.5,1690.0,36.178985,-86.788509,,,,,,,,,
April-16-2021,312 Taylor St,Nashville,37208.0,543000.0,3.0,2.5,1690.0,36.178985,-86.788509,,,,,,,,,
September-29-2021,37 Nickleby Down,Brentwood,37027.0,645000.0,4.0,2.5,4260.0,36.0362897,-86.7486695,,,,,,,,,
September-29-2021,37 Nickleby Down,Brentwood,37027.0,645000.0,4.0,2.5,4260.0,36.0362897,-86.7486695,,,,,,,,,
July-8-2021,5888 Woodlands Ave,Nashville,37211.0,380000.0,4.0,3.0,1910.0,36.0374938,-86.7234238,,,,,,,,,
July-8-2021,5888 Woodlands Ave,Nashville,37211.0,380000.0,4.0,3.0,1910.0,36.0374938,-86.7234238,,,,,,,,,
August-26-2021,921 Crownhill Dr,Nashville,37217.0,345000.0,3.0,2.0,1654.0,36.1278669,-86.7207118,,,,,,,,,
August-26-2021,921 Crownhill Dr,Nashville,37217.0,345000.0,3.0,2.0,1654.0,36.1278669,-86.7207118,,,,,,,,,
August-4-2021,210 Old Hickory Blvd #76,Nashville,37221.0,180000.0,2.0,1.5,1147.0,36.0803888,-86.9182389,,,,,,,,,
August-4-2021,210 Old Hickory Blvd #76,Nashville,37221.0,180000.0,2.0,1.5,1147.0,36.0803888,-86.9182389,,,,,,,,,
February-19-2021,239 5th Ave N #401,Nashville,37219.0,289000.0,1.0,1.0,635.0,36.1642156,-86.7810476,,,,,,,,,
February-19-2021,239 5th Ave N #401,Nashville,37219.0,289000.0,1.0,1.0,635.0,36.1642156,-86.7810476,,,,,,,,,
October-21-2021,114C Hillcrest Dr,Madison,37115.0,395000.0,4.0,4.0,3120.0,36.2628315,-86.6942201,,,,,,,,,
October-21-2021,114C Hillcrest Dr,Madison,37115.0,395000.0,4.0,4.0,3120.0,36.2628315,-86.6942201,,,,,,,,,
November-6-2021,1006 Maplewood Pl,Nashville,37216.0,590000.0,5.0,3.0,3693.0,36.2271388,-86.7281786,,,,,,,,,
November-6-2021,1006 Maplewood Pl,Nashville,37216.0,590000.0,5.0,3.0,3693.0,36.2271388,-86.7281786,,,,,,,,,
,101 Morton Mill Cir,Nashville,37221.0,365000.0,3.0,3.0,2818.0,36.065512,-86.9578049,,,,,,,,,
,101 Morton Mill Cir,Nashville,37221.0,365000.0,3.0,3.0,2818.0,36.065512,-86.9578049,,,,,,,,,
February-11-2021,296 Paragon Mills Rd,Nashville,37211.0,280600.0,3.0,2.0,1368.0,36.0876735,-86.7113729,,,,,,,,,
February-11-2021,296 Paragon Mills Rd,Nashville,37211.0,280600.0,3.0,2.0,1368.0,36.0876735,-86.7113729,,,,,,,,,
December-21-2020,8109 Poplarwood Ln,Nashville,37221.0,625000.0,4.0,3.0,3684.0,36.0550632,-86.9736319,,,,,,,,,
December-21-2020,8109 Poplarwood Ln,Nashville,37221.0,625000.0,4.0,3.0,3684.0,36.0550632,-86.9736319,,,,,,,,,
October-15-2021,629 Westboro Dr,Nashville,37209.0,349900.0,3.0,2.0,1092.0,36.1542391,-86.8784248,,,,,,,,,
October-15-2021,629 Westboro Dr,Nashville,37209.0,349900.0,3.0,2.0,1092.0,36.1542391,-86.8784248,,,,,,,,,
February-26-2021,2241 Seven Points Cir,Hermitage,37076.0,449900.0,4.0,3.5,3114.0,36.148627,-86.5746896,,,,,,,,,
February-26-2021,2241 Seven Points Cir,Hermitage,37076.0,449900.0,4.0,3.5,3114.0,36.148627,-86.5746896,,,,,,,,,
December-18-2020,1008 Patio Dr,Nashville,37214.0,190000.0,2.0,1.5,1020.0,36.1456302,-86.6404781,,,,,,,,,
December-18-2020,1008 Patio Dr,Nashville,37214.0,190000.0,2.0,1.5,1020.0,36.1456302,-86.6404781,,,,,,,,,
May-28-2021,1014A Burchwood,Nashville,37216.0,620000.0,3.0,2.5,2408.0,36.2015858,-86.742541,,,,,,,,,
May-28-2021,1014A Burchwood,Nashville,37216.0,620000.0,3.0,2.5,2408.0,36.2015858,-86.742541,,,,,,,,,
February-4-2021,4812 Medalist Cir,Hermitage,37076.0,487900.0,4.0,2.5,2752.0,36.1917245,-86.6368215,,,,,,,,,
February-4-2021,4812 Medalist Cir,Hermitage,37076.0,487900.0,4.0,2.5,2752.0,36.1917245,-86.6368215,,,,,,,,,
August-15-2021,1315 Litton Ave,Nashville,37216.0,580000.0,3.0,2.0,1861.0,36.2020674,-86.7334376,,,,,,,,,
August-15-2021,1315 Litton Ave,Nashville,37216.0,580000.0,3.0,2.0,1861.0,36.2020674,-86.7334376,,,,,,,,,
May-27-2021,205 Garner Ave,Madison,37115.0,305000.0,3.0,2.5,1550.0,36.270258,-86.7087786,,,,,,,,,
May-27-2021,205 Garner Ave,Madison,37115.0,305000.0,3.0,2.5,1550.0,36.270258,-86.7087786,,,,,,,,,
September-29-2021,1600B Knowles St,Nashville,37208.0,495000.0,3.0,2.5,2113.0,36.1734346,-86.8041251,,,,,,,,,
September-29-2021,1600B Knowles St,Nashville,37208.0,495000.0,3.0,2.5,2113.0,36.1734346,-86.8041251,,,,,,,,,
August-26-2021,101 Echo Hill Blvd,Goodlettsville,37072.0,426000.0,3.0,2.5,2546.0,36.2959011,-86.7393193,,,,,,,,,
August-26-2021,101 Echo Hill Blvd,Goodlettsville,37072.0,426000.0,3.0,2.5,2546.0,36.2959011,-86.7393193,,,,,,,,,
August-26-2021,513 Almonte Ct,Nashville,37215.0,810000.0,3.0,3.5,3194.0,36.0917619,-86.8292703,,,,,,,,,
August-26-2021,513 Almonte Ct,Nashville,37215.0,810000.0,3.0,3.5,3194.0,36.0917619,-86.8292703,,,,,,,,,
August-6-2021,605 Chesterfield Way,Nashville,37212.0,575000.0,3.0,3.5,2006.0,36.1318109,-86.8167918,,,,,,,,,
August-6-2021,605 Chesterfield Way,Nashville,37212.0,575000.0,3.0,3.5,2006.0,36.1318109,-86.8167918,,,,,,,,,
April-22-2021,500 Paragon Mills Rd Unit E2,Nashville,37211.0,175000.0,2.0,1.5,986.0,36.0888067,-86.7256639,,,,,,,,,
April-22-2021,500 Paragon Mills Rd Unit E2,Nashville,37211.0,175000.0,2.0,1.5,986.0,36.0888067,-86.7256639,,,,,,,,,
October-26-2021,2025 Woodmont Blvd #242,Nashville,37215.0,215550.0,1.0,1.0,623.0,36.1133465,-86.8103463,,,,,,,,,
October-26-2021,2025 Woodmont Blvd #242,Nashville,37215.0,215550.0,1.0,1.0,623.0,36.1133465,-86.8103463,,,,,,,,,
December-9-2020,710 Old Glenrose Ave,Nashville,37210.0,346750.0,3.0,2.0,1723.0,36.1196041,-86.7286901,,,,,,,,,
December-9-2020,710 Old Glenrose Ave,Nashville,37210.0,346750.0,3.0,2.0,1723.0,36.1196041,-86.7286901,,,,,,,,,
July-9-2021,2210 Lebanon Pike,Nashville,37214.0,499900.0,3.0,2.5,3159.0,36.1681441,-86.6933691,,,,,,,,,
July-9-2021,2210 Lebanon Pike,Nashville,37214.0,499900.0,3.0,2.5,3159.0,36.1681441,-86.6933691,,,,,,,,,
July-14-2021,8664 Gauphin Pl,Nashville,37211.0,308000.0,2.0,1.5,1404.0,36.023192,-86.7071969,,,,,,,,,
July-14-2021,8664 Gauphin Pl,Nashville,37211.0,308000.0,2.0,1.5,1404.0,36.023192,-86.7071969,,,,,,,,,
October-29-2021,214 Highland Villa Cir,Nashville,37211.0,286000.0,3.0,2.5,1624.0,36.0412726,-86.7381738,,,,,,,,,
October-29-2021,214 Highland Villa Cir,Nashville,37211.0,286000.0,3.0,2.5,1624.0,36.0412726,-86.7381738,,,,,,,,,
August-20-2021,2197 Nolensville Pike #316,Nashville,37211.0,210000.0,1.0,1.0,675.0,36.126547,-86.7540903,,,,,,,,,
August-20-2021,2197 Nolensville Pike #316,Nashville,37211.0,210000.0,1.0,1.0,675.0,36.126547,-86.7540903,,,,,,,,,
September-22-2021,6343 Clarksville Pike,Joelton,37080.0,262200.0,3.0,2.0,1446.0,36.3185983,-86.8923702,,,,,,,,,
September-22-2021,6343 Clarksville Pike,Joelton,37080.0,262200.0,3.0,2.0,1446.0,36.3185983,-86.8923702,,,,,,,,,
August-5-2021,118 Postwood Pl,Nashville,37205.0,760000.0,3.0,2.5,2760.0,36.1271468,-86.8511787,,,,,,,,,
August-5-2021,118 Postwood Pl,Nashville,37205.0,760000.0,3.0,2.5,2760.0,36.1271468,-86.8511787,,,,,,,,,
March-29-2021,3117 Barksdale Harbor Dr,Nashville,37214.0,293000.0,3.0,2.5,1425.0,36.2380866,-86.6966903,,,,,,,,,
March-29-2021,3117 Barksdale Harbor Dr,Nashville,37214.0,293000.0,3.0,2.5,1425.0,36.2380866,-86.6966903,,,,,,,,,
May-20-2021,1013 Patio Dr,Nashville,37214.0,195000.0,2.0,1.5,1048.0,36.1456267,-86.640934,,,,,,,,,
May-20-2021,1013 Patio Dr,Nashville,37214.0,195000.0,2.0,1.5,1048.0,36.1456267,-86.640934,,,,,,,,,
May-21-2021,6228 Henry Ford Dr,Nashville,37209.0,435000.0,3.0,2.0,1692.0,36.1525537,-86.8788166,,,,,,,,,
May-21-2021,6228 Henry Ford Dr,Nashville,37209.0,435000.0,3.0,2.0,1692.0,36.1525537,-86.8788166,,,,,,,,,
November-29-2021,906 Waggoner Ct E,Nashville,37214.0,216000.0,2.0,1.5,1048.0,36.1469598,-86.6398275,,,,,,,,,
November-29-2021,906 Waggoner Ct E,Nashville,37214.0,216000.0,2.0,1.5,1048.0,36.1469598,-86.6398275,,,,,,,,,
September-20-2021,767 Madison Blvd,Madison,37115.0,245000.0,3.0,1.0,925.0,36.2529629,-86.7073265,,,,,,,,,
September-20-2021,767 Madison Blvd,Madison,37115.0,245000.0,3.0,1.0,925.0,36.2529629,-86.7073265,,,,,,,,,
December-11-2020,439 Lemont Dr,Nashville,37216.0,230000.0,3.0,2.0,928.0,36.2272489,-86.7448,,,,,,,,,
December-11-2020,439 Lemont Dr,Nashville,37216.0,230000.0,3.0,2.0,928.0,36.2272489,-86.7448,,,,,,,,,
April-15-2021,5805 Mackie Pl,Nashville,37209.0,332500.0,3.0,2.0,1120.0,36.156381,-86.85983,,,,,,,,,
April-15-2021,5805 Mackie Pl,Nashville,37209.0,332500.0,3.0,2.0,1120.0,36.156381,-86.85983,,,,,,,,,
May-11-2021,223 Wynbrook Ct,Nashville,37221.0,265000.0,2.0,2.5,1422.0,36.071174,-86.92846,,,,,,,,,
May-11-2021,223 Wynbrook Ct,Nashville,37221.0,265000.0,2.0,2.5,1422.0,36.071174,-86.92846,,,,,,,,,
March-1-2021,2914 Susan Dr,Nashville,37214.0,264000.0,2.0,1.0,792.0,36.1595968,-86.6551761,,,,,,,,,
March-1-2021,2914 Susan Dr,Nashville,37214.0,264000.0,2.0,1.0,792.0,36.1595968,-86.6551761,,,,,,,,,
November-29-2021,2402 Selma Ave,Nashville,37214.0,447000.0,3.0,2.0,1700.0,36.175425,-86.6806315,,,,,,,,,
November-29-2021,2402 Selma Ave,Nashville,37214.0,447000.0,3.0,2.0,1700.0,36.175425,-86.6806315,,,,,,,,,
February-4-2021,1240 Bending Creek Dr,Antioch,37013.0,280000.0,3.0,2.5,1458.0,36.0191319,-86.6831018,,,,,,,,,
February-4-2021,1240 Bending Creek Dr,Antioch,37013.0,280000.0,3.0,2.5,1458.0,36.0191319,-86.6831018,,,,,,,,,
December-10-2020,515 N 17th St,Nashville,37206.0,425000.0,2.0,2.0,998.0,36.1821318,-86.7383174,,,,,,,,,
December-10-2020,515 N 17th St,Nashville,37206.0,425000.0,2.0,2.0,998.0,36.1821318,-86.7383174,,,,,,,,,
July-20-2021,6129 Hampton Hall Way,Hermitage,37076.0,380000.0,3.0,2.5,1824.0,36.1636222,-86.5831079,,,,,,,,,
July-20-2021,6129 Hampton Hall Way,Hermitage,37076.0,380000.0,3.0,2.5,1824.0,36.1636222,-86.5831079,,,,,,,,,
January-19-2021,113 Asbee Ct,Goodlettsville,37072.0,265000.0,3.0,2.0,1620.0,36.314135,-86.692271,,,,,,,,,
January-19-2021,113 Asbee Ct,Goodlettsville,37072.0,265000.0,3.0,2.0,1620.0,36.314135,-86.692271,,,,,,,,,
December-9-2020,2557 Oak Forest Dr,Antioch,37013.0,298000.0,4.0,2.5,2112.0,36.0790493,-86.6537742,,,,,,,,,
December-9-2020,2557 Oak Forest Dr,Antioch,37013.0,298000.0,4.0,2.5,2112.0,36.0790493,-86.6537742,,,,,,,,,
September-17-2021,1964 Waterford Dr,Old Hickory,37138.0,335000.0,3.0,2.0,1760.0,36.2485186,-86.6560512,,,,,,,,,
September-17-2021,1964 Waterford Dr,Old Hickory,37138.0,335000.0,3.0,2.0,1760.0,36.2485186,-86.6560512,,,,,,,,,
September-9-2021,6016 Baltic Dr,Hermitage,37076.0,285000.0,3.0,1.0,1325.0,36.1902932,-86.6197899,,,,,,,,,
September-9-2021,6016 Baltic Dr,Hermitage,37076.0,285000.0,3.0,1.0,1325.0,36.1902932,-86.6197899,,,,,,,,,
April-7-2021,104 Colbert Way,Nashville,37206.0,401600.0,3.0,2.5,1770.0,36.1908295,-86.7101807,,,,,,,,,
April-7-2021,104 Colbert Way,Nashville,37206.0,401600.0,3.0,2.5,1770.0,36.1908295,-86.7101807,,,,,,,,,
June-28-2021,6940 Stone Run Dr,Nashville,37211.0,470500.0,4.0,2.5,2632.0,36.0115386,-86.7224626,,,,,,,,,
June-28-2021,6940 Stone Run Dr,Nashville,37211.0,470500.0,4.0,2.5,2632.0,36.0115386,-86.7224626,,,,,,,,,
