id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
6422,Nashville Charm,12172,Michele,,District 6,36.17315,-86.73581,Private room,40,30,674,2020-03-03,4.62,1,204
25613,Room in Historic East Nashville Craftsman Home,95811,Nell,,District 6,36.17826,-86.74162,Private room,75,2,510,2020-03-14,3.81,1,125
39870,Close to Vanderbilt 2,171184,Evelyn,,District 18,36.12523,-86.81278,Private room,60,1,262,2020-10-25,4.68,2,152
258817,ButterflyRoom-private bath- open May 16,22296,Diana,,District 12,36.16249,-86.58988,Private room,29,30,96,2019-12-14,0.84,7,343
289242,"MorningstarHouse, monthly room- open may 1",22296,Diana,,District 12,36.16102,-86.59207,Private room,28,30,76,2019-01-12,0.67,7,357
319705,"SuperSweetSTUDIO, jacuzzi, monthly",22296,Diana,,District 12,36.16296,-86.59187,Private room,31,30,48,2020-07-03,0.43,7,356
340081,"MorningstarHouse, monthly single room- open soon!",22296,Diana,,District 12,36.16128,-86.58986,Private room,24,30,77,2020-08-31,0.69,7,362
395889,Contemporary-Mod Paradise w/ Private Bathroom,1547584,Kurt,,District 6,36.16492,-86.7501,Private room,89,1,236,2021-04-18,2.19,1,326
513664,Cozy and Convenient in Donelson!,2530554,Lori,,District 14,36.15478,-86.64912,Private room,90,2,27,2015-06-29,0.27,1,363
632636,Admire the Skyline from the Rooftop Terrace at a Chic Suite,1684051,Rick,,District 19,36.1723,-86.7925,Entire home/apt,142,1,320,2021-04-20,3.02,2,32
645985,Serenity Haven,1515903,Karen,,District 6,36.18565,-86.71511,Private room,27,30,47,2019-10-01,0.45,2,48
648088,Heart of Music Row  Private Suite (600 sq FT),3250769,Robyn,,District 19,36.1447,-86.79014,Private room,125,2,379,2020-10-19,3.61,1,322
674159,"A Clean, Quiet Suite in a Great Neighborhood!",3422455,John,,District 6,36.17242,-86.73742,Entire home/apt,142,2,269,2021-04-17,2.66,1,353
681880,Luxurious Rustic Cozy Guesthouse,3471162,Tiffany,,District 7,36.21628,-86.70935,Entire home/apt,89,2,560,2020-07-05,5.38,1,6
747429,Downtown Great Getaway,2066370,Lisa,,District 21,36.18276,-86.80296,Entire home/apt,249,2,58,2020-11-08,0.56,2,119
980344,Downstairs/Midweek only Designer Home n Music City,441439,Angela,,District 24,36.144,-86.82827,Private room,250,2,1,2018-03-21,0.03,4,46
1006989,Private Carriage House,1896384,John And Mike,,District 6,36.17509,-86.73581,Entire home/apt,92,2,455,2021-04-11,4.63,1,133
1009550,The Fab GuesT QuarTers Suite,5554006,Jacque,,District 7,36.21235,-86.70461,Entire home/apt,99,3,204,2021-04-21,2.08,1,5
1039298,Hotel-quality Two-bedroom Suite,5721539,Alyce,,District 7,36.2249,-86.72295,Entire home/apt,79,2,81,2020-03-23,1.64,1,0
1130166,Private Suite in University Area,6201847,Cally And  Ken,,District 17,36.122,-86.78844,Entire home/apt,86,2,392,2021-04-19,4.14,1,163
1209395,Music Row Apartment and/or Recording Studio!,6604593,Michael,,District 19,36.14883,-86.79629,Entire home/apt,86,3,170,2021-03-13,1.88,1,243
1300670,Valentino's Retreat,119023,Dana,,District 10,36.32114,-86.72644,Entire home/apt,135,2,49,2021-04-03,0.52,1,297
1300996,Bluebird Loft @ 5Points/Downtown  (CDC Clean),7073590,Brigitte,,District 6,36.1696,-86.7251,Entire home/apt,86,1,418,2021-04-18,4.42,15,35
1376970,East Nashville private duplex apt,387150,Kristina,,District 7,36.18945,-86.72531,Entire home/apt,89,30,138,2020-10-15,1.47,2,173
1428018,Take Time out by the Private Lake at Our Urban Oasis,7679962,Cathryne & David,,District 6,36.17574,-86.72014,Private room,107,2,264,2021-03-28,2.82,1,327
1468175,"Walk to Vandy, Downtown & Music Row - FREE SHUTTLE",7720839,Michelle,,District 19,36.14901,-86.78818,Private room,82,14,140,2018-05-20,1.50,4,0
1469884,Walk to The Gulch -FREE SHUTTLE BUS,7720839,Michelle,,District 17,36.14584,-86.78634,Private room,71,1,76,2017-11-12,0.82,4,0
1537921,Truly Central East Nashville Private Cozy Cottage,113637,Cynthia,,District 6,36.16794,-86.73759,Entire home/apt,99,2,201,2021-04-19,2.16,1,306
1546787,Guesthouse in 12 S Neighborhood❤️,6855810,UrbanNashville,,District 18,36.12903,-86.79336,Entire home/apt,93,2,351,2021-04-18,4.01,57,140
1557535,ULITIMATE GIRLS WEEKEND!!! 10 MIN. TO DOWNTOWN!!!!,8291189,,,District 7,36.22637,-86.70969,Entire home/apt,637,3,64,2021-04-11,0.71,1,276
1583339,Heart of Historic East Nashville,1567001,,,District 6,36.17833,-86.74426,Entire home/apt,350,2,46,2021-04-18,0.50,4,300
1583557,Entire Upstairs- 2 Bedrooms,1567001,,,District 6,36.17833,-86.74426,Entire home/apt,150,1,96,2020-10-11,1.04,4,253
1584280,Cheapestead Cottage East Nashville,8440705,Carolyn,,District 6,36.17649,-86.74237,Entire home/apt,90,2,328,2021-03-27,3.53,1,323
1587240,Charismatic room in East Nashville,1567001,,,District 6,36.17868,-86.74394,Private room,70,2,130,2021-01-31,1.41,4,201
1640655,Southern Hospitality - With 2 Rooms! Private Bath!,6154341,,,District 17,36.1254,-86.77825,Private room,90,4,149,2019-05-01,1.62,1,265
1661560,"East Nash tucked away, retro, killer porch, view!",8804227,Kelli,,District 6,36.17622,-86.73512,Entire home/apt,174,1,113,2021-04-12,1.25,1,176
1709396,"Convenient, Great Location!",9019156,Lee,,District 25,36.10774,-86.77698,Entire home/apt,417,2,21,2019-10-21,0.24,1,359
1786497,2BR Artsy Retro in East Nashville: Great Reviews!,7503893,Angie,,District 7,36.19506,-86.71568,Entire home/apt,75,30,100,2021-03-31,1.13,2,136
1793477,East Nashville Underground Apt.,7509912,Sarah & Steve,,District 7,36.1978,-86.70568,Entire home/apt,131,2,447,2021-04-11,4.94,1,345
1840652,A Downtown Great GetAway!,2066370,Lisa,,District 21,36.17642,-86.80902,Entire home/apt,252,2,121,2021-04-05,1.34,2,147
1844680,Private room in great location!,9637660,David And Becky,,District 7,36.21661,-86.7255,Private room,50,1,166,2020-02-15,1.88,3,0
1951714,Cheap Vandy / Downtown Nashville CrashPad,7720839,Michelle,,District 19,36.14721,-86.78759,Shared room,500,1,7,2017-09-11,0.08,4,90
1954040,Vintage style Eastside bungalow,8196681,Anita,,District 7,36.20443,-86.72778,Private room,68,1,245,2021-04-13,2.75,1,347
2022417,⭐️ East Nashville Loft ⭐️ Firepit Rain Shower iPad,9041798,Bryon,,District 7,36.21606,-86.72368,Entire home/apt,179,2,249,2021-03-28,2.87,1,39
2071080,Cheap Downtown Crashpad (Solo Travelers Only),7720839,Michelle,,District 19,36.14717,-86.78754,Shared room,104,1,3,2018-05-05,0.05,4,0
2071488,"Gr8 Spot in Happy House! Friendly, Chill Vibe : )",1790917,Jon,,District 16,36.11319,-86.73451,Private room,21,30,31,2020-08-07,0.35,1,109
2083878,"3min to DWTN!/2 bds, 1.5bths/Private Suite",10643952,Khira,,District 19,36.17074,-86.79057,Entire home/apt,117,1,470,2021-03-28,5.28,1,183
2138177,Rustic Designer Suite near City Center,6521193,Terry And Piper,,District 6,36.16137,-86.75327,Entire home/apt,132,2,360,2021-04-18,4.10,1,122
2170733,Charming East Nashville Home,6036692,Ruthie,,District 6,36.18854,-86.74452,Entire home/apt,164,2,54,2020-03-16,0.63,1,0
2172240,Close to Vanderbilt,171184,Evelyn,,District 25,36.12472,-86.81339,Private room,94,1,589,2020-11-01,6.65,2,178
2181743,Take It Easy at an Urban Cottage Professionally Cleaned,7073590,Brigitte,,District 6,36.16976,-86.73837,Entire home/apt,194,1,397,2021-04-11,4.72,15,286
2247632,Country in the city( NINE beds! East Nashville),2245687,Kyah,,District 6,36.1864,-86.71779,Entire home/apt,342,3,146,2021-04-20,1.67,1,288
2261942,Charming Room in Hip East Nashville,11550460,Jim,,District 5,36.18181,-86.7528,Private room,78,2,509,2020-10-12,5.96,1,82
2273933,Sylvan Park home 2 mi- downtown,441439,Angela,,District 24,36.14058,-86.82551,Entire home/apt,550,3,4,2017-09-24,0.05,4,359
2316288,❤︎ NEWLY RENOVATED 1930 Cottage❤︎ PRIME Location❤︎,7428690,Matt & Steph,,District 6,36.18719,-86.74243,Entire home/apt,194,2,242,2021-04-10,3.44,3,290
2372334,Charismatic room in East Nashville,1567001,,,District 6,36.17833,-86.74426,Private room,70,2,49,2021-01-02,0.57,4,200
2396505,Luxe Comfort in an Artistic & Historic Home,12098481,Bryan,,District 18,36.13549,-86.81257,Entire home/apt,618,3,55,2020-08-29,0.65,1,293
2473234,Room At Eastland - Your totally private room!,12649085,Val,,District 6,36.18218,-86.726,Private room,45,2,112,2020-03-12,1.30,1,174
2479230,2BR/1BA Long-Term FURNISHED Rental by Vandy,2800334,Kristin,,District 19,36.14454,-86.79452,Entire home/apt,90,30,91,2021-01-23,1.09,2,150
2521338,"BEAUTIFUL AFFORDABLE SPACE 
F Non smoker only plz",812128,Patricia And John,,District 12,36.1887,-86.59036,Private room,29,31,3,2016-08-10,0.04,8,89
2577619,NASHVILLE'S GEM LOCATION! MUSIC ROW & VANDERBILT,2275056,Debbie And Glenn,,District 18,36.14077,-86.81479,Entire home/apt,473,2,100,2020-03-09,1.22,6,316
2581896,"Live Like a Local in E. Nashville, 196 5* Reviews",13221453,Christy,,District 6,36.17061,-86.74256,Entire home/apt,150,3,215,2021-04-16,2.51,5,152
2666769,Cottage at West End/Vandy/Hillsboro,9551442,Debra,,District 21,36.14705,-86.81845,Entire home/apt,93,2,560,2021-04-15,6.93,6,217
2694882,"E. Nashville, 207 5* Reviews, Close to Everything",13221453,Christy,,District 6,36.17029,-86.74104,Entire home/apt,150,2,224,2019-11-18,2.61,5,51
2699594,"Broadway Penthouse, Walk to Live Music, Bars!",1099118,Cayla,,District 19,36.16223,-86.77752,Entire home/apt,209,2,157,2021-03-21,1.94,1,345
2710049,Affordable extended stays,558742,Sara Jane,,District 12,36.16162,-86.5911,Private room,29,30,9,2018-03-15,0.11,4,306
2726453,Luxury Living & Perfect Location Walk to Music Row,2275056,Debbie And Glenn,,District 18,36.14077,-86.81479,Entire home/apt,99,2,159,2020-06-11,1.90,6,0
2743820,"East Nashville, 2 Bedroom Bungalow",5443095,Brad,,District 7,36.21783,-86.71522,Entire home/apt,103,31,83,2020-05-31,0.98,1,272
2811765,Historic Bungalow - 3 BR & 2.5 Bath,5461408,Nancy,,District 17,36.13434,-86.77735,Entire home/apt,100,30,5,2018-01-01,0.06,1,0
2824336,"Modern Home, Gulch, Blocks from Downtown",14448697,Che,,District 19,36.14909,-86.78868,Entire home/apt,606,2,137,2020-11-09,1.65,4,99
2871526,Cozy 1920s Cottage in 12th South,2915436,Brad,,District 17,36.12834,-86.7861,Entire home/apt,350,2,30,2021-01-20,0.44,1,62
2874811,"Modern, Stylish,  5 ★ Cottage close to EVERYTHING!",3751912,Chaney,,District 6,36.16662,-86.7486,Entire home/apt,75,30,154,2021-03-28,1.84,2,28
2906844,Beautiful Loft Apt East Nashville,6117864,Sara,,District 6,36.17718,-86.74109,Entire home/apt,94,2,398,2021-04-17,4.72,1,120
2908364,"River View, Dock, Pool, Hot tub, CASR-201517041",14858294,Bill And Anne,,District 15,36.22014,-86.70626,Entire home/apt,662,3,24,2020-10-25,0.29,1,1
2931998,Light-filled Modern Bungalow at Musician's Hideaway,5151272,Carly,,District 6,36.17477,-86.73981,Entire home/apt,299,3,91,2020-03-02,1.19,1,0
2950152,"Nashville City, Broadway , Vanderbilt Pets Welcome",15060012,William And Vicki,,District 17,36.14225,-86.79286,Entire home/apt,202,1,534,2021-04-18,6.73,1,255
2958698,"4 BR Home, 10 min to Dwntwn",6653482,Jessica,,District 24,36.14579,-86.83957,Entire home/apt,300,2,26,2020-07-26,0.33,1,0
3005865,"Poodle Springs, Luxury Lodging",15318271,Bett & Rob,,District 34,36.05341,-86.84215,Private room,150,30,23,2018-11-12,0.28,1,364
3021231,12th S- WALK TO RESTAURANTS!! 3 MILES TO DOWNTOWN,15395208,Julie And Josh,,District 17,36.12133,-86.78245,Entire home/apt,384,3,176,2021-04-18,2.12,1,296
3043332,Loaded Vagabond Studio (Near Opry and Downtown),293488,Caitlin,,District 15,36.16429,-86.68384,Entire home/apt,60,2,282,2021-04-21,3.57,2,151
3052313,Beautiful Belmont Home Perfect for Family Fun!,15539580,Robert,,District 18,36.12228,-86.80152,Entire home/apt,400,2,9,2020-11-29,0.11,1,1
3056884,"Mulberry House, Upscale Guest Cottage in Nashville",13960682,Doug,,District 25,36.11481,-86.78929,Entire home/apt,300,2,5,2021-04-04,0.15,1,0
3072413,Cozy 2BR East Nashville suite,9637660,David And Becky,,District 7,36.21517,-86.72557,Private room,90,2,66,2020-03-10,0.80,3,0
3095791,Convenient Private Room in Midtown,3298595,Heidi,,District 21,36.15532,-86.8004,Private room,66,30,51,2019-10-11,0.61,2,149
3107569,DOWNTOWN 7000 sf Mansion 7 Min to Broadway!,15494980,Devon,,District 5,36.19976,-86.76057,Entire home/apt,657,3,114,2021-01-18,1.42,2,354
3116713,"Travelers SUNNY PARADISE ROOM 
Fml
Non Smoker  plz",812128,Patricia And John,,District 12,36.18737,-86.59015,Private room,30,31,8,2019-09-01,0.12,8,176
3121821,Charming private apt. in hip area,14083317,Merrilyn,,District 6,36.18774,-86.74115,Entire home/apt,95,1,752,2021-04-18,8.96,2,294
3123909,Spacious 4BR House near Downtown,7961115,Blake,,District 19,36.18161,-86.79086,Entire home/apt,364,2,109,2020-10-18,1.31,2,333
3158038,Welcome to 12 South comfort!,5611748,Melissa,,District 17,36.1348,-86.78514,Entire home/apt,476,2,17,2019-09-22,0.21,1,44
3231144,Private 1BD studio that sleeps 4,16353212,Brett,,District 18,36.12937,-86.79364,Entire home/apt,99,30,8,2018-03-28,0.10,1,18
3275310,Cozy Chic Cottage in Popular East Nashville,6233192,Michelle,,District 6,36.17942,-86.7308,Entire home/apt,600,3,64,2020-03-08,0.79,2,0
3288576,Belmont Modern Loft Guest House,2275056,Debbie And Glenn,,District 18,36.12465,-86.7947,Entire home/apt,138,1,117,2021-03-27,2.04,6,18
3328710,Hot West End Condo-walk to fun!,16805934,Rachael,,District 21,36.15247,-86.81884,Entire home/apt,200,30,6,2015-08-24,0.07,4,365
3379848,Casual Comfort at The Hotel Not California,17050462,Patrick & Janet,,District 16,36.12451,-86.71123,Entire home/apt,128,2,88,2021-04-18,1.97,1,345
3398939,!!DOWNTOWN CONDO WITH GREAT POOL AND VIEW!! 84,17145199,Brad,,District 19,36.17413,-86.7822,Entire home/apt,158,1,296,2020-03-02,3.58,8,111
3464176,Spacious Home in Cool East Nashville - #2019071966,17453866,Alex,,District 5,36.17866,-86.76967,Entire home/apt,396,2,42,2021-01-03,0.51,1,206
3498020,Convenient Room in Midtown by Vandy,3298595,Heidi,,District 21,36.15615,-86.80048,Private room,80,30,1,2016-06-01,0.02,2,179
3571432,Apartment on Broadway!,7894194,Heirbnb,,District 19,36.15117,-86.79539,Entire home/apt,78,1,657,2021-04-11,8.02,17,0
3578360,East Nashville & Easy Bike Downtown,11006332,Cp,,District 6,36.16369,-86.74046,Entire home/apt,107,2,90,2021-03-28,1.09,1,202
3595967,"New, Spacious, Clean, near Downtown",14103090,Gary,,District 17,36.13955,-86.76488,Entire home/apt,361,3,54,2021-03-29,0.66,1,146
3615228,Sylvan Park Guest Quarters,39713,Ellen,,District 24,36.1504,-86.84701,Entire home/apt,60,30,49,2019-01-01,1.14,1,365
3643239,Downtown Hostel - Private Dorm,16246720,Music City Guest House,,District 19,36.16428,-86.77653,Hotel room,114,1,181,2020-12-08,2.25,15,0
3648549,"Serene, Cozy Getaway; Lipscomb, Vanderbilt,12South",931636,Debby,,District 25,36.10373,-86.79625,Entire home/apt,102,2,113,2020-11-12,2.06,1,0
3686152,12th South Dream Retreat - Family Friendly!,15586733,Neal,,District 17,36.1269,-86.78371,Entire home/apt,453,2,206,2021-04-07,2.54,18,266
3696753,Restrung East Nashville Condo,18830581,Mike & Kate,,District 6,36.17069,-86.75593,Entire home/apt,159,3,269,2021-04-09,3.28,2,0
3703925,"Charming flat in heart of Nashville, Sylvan Park",441439,Angela,,District 24,36.14127,-86.82559,Entire home/apt,110,1,502,2021-04-11,6.17,4,145
3704256,Cozy Bungalow,3568608,Anna,,District 6,36.18188,-86.72623,Entire home/apt,194,2,113,2020-02-10,2.22,2,0
3710914,Cottage-Style East Nashville Home close to Downtown,225274317,Wendy,,District 5,36.18081,-86.77149,Entire home/apt,117,2,472,2021-04-22,5.76,3,242
3717911,Downtown Hostel (Coed Shared Dorm),16246720,Music City Guest House,,District 19,36.1647,-86.77615,Hotel room,40,1,643,2020-12-23,7.99,15,0
3742359,Five Star Buena Vista East Nashville Loft,13976860,Connie,,District 6,36.16937,-86.73648,Entire home/apt,129,2,271,2021-03-14,3.31,1,316
3760692,Love Nashville? Paradise Ridge,14171282,Susan And Fred,,District 1,36.28628,-86.89658,Private room,85,1,224,2021-04-18,2.76,1,344
3760928,Historic Suite in East Nashville,19112532,Angela,,District 6,36.19123,-86.74158,Private room,89,1,304,2020-11-29,3.76,1,112
3789558,Beautiful Home Very Close to Downtown,19451333,Narum,,District 23,36.13111,-86.8813,Entire home/apt,200,3,38,2021-04-12,0.47,4,51
3793659,Family Home Downtown Nashville,9633722,Molly,,District 19,36.17136,-86.79406,Entire home/apt,278,2,159,2021-04-06,2.22,3,320
3811909,Modern Cottage East Nashville,11543228,Jess,,District 6,36.18235,-86.72676,Entire home/apt,89,2,283,2021-04-18,3.49,1,44
3861690,Southern Charm on the Farm,19743617,Tom & Ann,,District 35,36.05274,-87.03498,Entire home/apt,98,2,160,2020-09-07,2.07,1,205
3867817,"Luxury ""Shabby Chic Dollhouse"" Home~BEST LOCATION!",19969236,Elizabeth,,District 24,36.1221,-86.8422,Entire home/apt,249,30,8,2019-10-31,0.10,2,281
3895594,Nature in Music City,20164535,Brian,,District 30,36.07588,-86.71173,Entire home/apt,105,30,0,,,1,233
3905148,Private Entry/1895 Victorian,19204818,"Tom And Wife, Mary",,District 6,36.17377,-86.74145,Private room,104,1,388,2021-04-18,4.79,1,350
3907104,Backyard Oasis ★ Steps from Dining & Shops ★ Mins to Downtown,593556,Alece,,District 6,36.17457,-86.75116,Entire home/apt,197,1,93,2021-03-21,1.15,10,249
3949381,"SWANKY PAD, KILLER LOCATION!!!",8025232,Dj,,District 18,36.12581,-86.80926,Entire home/apt,100,14,8,2021-03-05,0.10,1,264
3952633,Stylish Condo in Trendy 12South,7096686,Meredith,,District 17,36.12385,-86.77719,Entire home/apt,146,27,24,2019-05-27,0.30,2,240
4033107,Cozy Downtown Nashville Room,9081613,Sritha,,District 19,36.16185,-86.78039,Private room,132,1,85,2016-09-13,1.06,1,0
4033674,"Modern Condo & Pool,Downtown Close!",14657565,Daphne,,District 17,36.12644,-86.77843,Entire home/apt,82,1,674,2021-04-12,8.54,2,278
4047679,1BR/1BA Music Row Long-Term Executive Suite,2800334,Kristin,,District 17,36.14275,-86.79487,Entire home/apt,72,30,98,2021-04-11,1.22,2,152
4067086,Urban Art District Abode,9596278,Jacob,,District 17,36.14392,-86.76227,Entire home/apt,95,1,614,2021-04-19,7.63,4,262
4100639,!!RIVERFRONT CONDO WITH VIEW*  WALK TO BROADWAY!!,17145199,Brad,,District 19,36.17105,-86.78033,Entire home/apt,110,1,305,2021-04-20,4.00,8,240
4110237,"Trendy, Brand New Condo One Mile From Downtown.",16949507,Anastacia And Freddy,,District 21,36.15962,-86.80651,Entire home/apt,132,2,26,2021-04-07,1.75,1,61
4169295,Belmont 12th South DREAM HOUSE: Top rated home,2275056,Debbie And Glenn,,District 18,36.12465,-86.79689,Entire home/apt,1199,2,74,2021-04-04,0.97,6,342
4170603,8th Avenue Oasis,16831211,,,District 17,36.12609,-86.77792,Entire home/apt,75,3,278,2021-03-30,3.48,1,252
4178988,Award Winning Private Cottage NASHVILLE,9551442,Debra,,District 6,36.1748,-86.73808,Entire home/apt,94,1,596,2021-04-18,7.50,6,211
4197716,Scandinavian Style Apartment in Heart of East Nashville,12122804,Cass And Martin,,District 6,36.18111,-86.73229,Entire home/apt,129,1,514,2021-03-31,6.42,3,151
4227049,East Nashville Victorian Home,7153613,Tammi,,District 6,36.18729,-86.73623,Entire home/apt,295,2,65,2019-10-20,0.84,1,49
4252199,Big & Cozy East Nashville Retreat,22066344,Katie,,District 5,36.18327,-86.75205,Entire home/apt,304,2,332,2021-04-19,4.21,6,188
4266652,Stylish Condo Centrally Located,22149003,A.,,District 26,36.08643,-86.73305,Private room,68,2,21,2018-11-18,0.31,1,0
4275484,PERFECT Location ★ 3 BR/2 BA ★ 1.5 mi to Broadway,22196890,Donald,,District 17,36.13807,-86.76732,Entire home/apt,270,2,242,2021-01-31,3.34,1,333
4278005,"""Plan B"" Guest Suite",21259075,Jessica,,District 24,36.1484,-86.84671,Entire home/apt,45,30,106,2021-02-27,1.38,1,0
4278864,Heart of East Nashville,21984552,Helen Gaye And Earl,,District 6,36.17296,-86.75134,Private room,97,2,401,2020-03-14,5.04,1,323
4302855,Stay on the Vanderbilt Campus CLEAN & SANITIZED,6675690,Isabeau And Shaun,,District 18,36.13751,-86.81267,Entire home/apt,329,2,113,2020-11-28,1.88,56,312
4302984,Awesome Musician-friendly room!,22335489,Jan-Erik Börje,,District 16,36.11888,-86.73169,Private room,100,1,0,,,1,365
4303083,"Beautifully Chic Home on the East Side, Clean & Sanitized",6675690,Isabeau And Shaun,,District 6,36.17144,-86.74783,Entire home/apt,199,2,125,2021-04-18,2.14,56,266
4351066,Modern Studio in Hip Melrose,16587828,Cal,,District 17,36.12679,-86.77831,Entire home/apt,65,2,369,2021-04-12,4.65,4,317
4354794,Downtown Nashville Riverfront Condo with Pool,15892790,Mark,,District 19,36.17481,-86.78114,Entire home/apt,146,1,302,2020-02-16,3.93,2,152
4358798,East Nashville 1930's Cottage Unit B,16922948,,,District 7,36.19241,-86.72529,Entire home/apt,85,28,89,2021-02-15,1.24,2,285
4365735,East Nashville 1930'a Cottage Unit A,16922948,,,District 7,36.19229,-86.7253,Entire home/apt,178,28,78,2021-04-19,0.99,2,293
4387520,Cool East Nashville Cottage!,5137374,Amanda,,District 6,36.1723,-86.73499,Entire home/apt,125,2,119,2020-08-29,1.51,1,286
4404303,Private Loft Apt Vandy / Belmont,22862844,,,District 18,36.13361,-86.80678,Entire home/apt,100,2,290,2019-07-07,3.78,1,0
4436799,Midtown/Kristofferson's old Apt!,23029956,Ricky,,District 19,36.15259,-86.79593,Entire home/apt,98,1,589,2021-03-27,7.59,6,37
4438136,"Updated Historic Home, Vibrant Park, HVAC w/ UV L",10389445,Janet,,District 24,36.13354,-86.82565,Entire home/apt,278,31,164,2020-03-09,2.14,1,112
4474214,Cozy East Nash 12 mins to Downtown!,15586733,Neal,,District 6,36.18626,-86.72628,Entire home/apt,183,2,218,2021-04-18,2.84,18,1
4476315,"Charming Poppy House Villa, Walk to Music and More.",23224852,Jamie,,District 19,36.14555,-86.7896,Entire home/apt,193,2,321,2021-04-23,4.13,1,285
4485271,DOWNTOWN Riverfront Condo close to BROADWAY ACTION,23271865,Harry,,District 19,36.17332,-86.78052,Entire home/apt,122,2,151,2021-04-03,1.97,2,280
4490882,Great Condo in 12South,7096686,Meredith,,District 17,36.12529,-86.77814,Entire home/apt,146,28,25,2019-10-01,0.32,2,178
4491931,Mid-Century Modern East Nashville Craftsman in Five Points,23301240,Andy,,District 6,36.17614,-86.74306,Entire home/apt,139,2,205,2021-04-04,2.85,1,124
4494569,"Germantown 4bd, Hot tub&- 2 Miles from Bdwy",23314330,Sara,,District 19,36.1809,-86.79249,Entire home/apt,506,2,97,2021-03-31,1.24,4,203
4511965,Duplex- Inc Both Sides - in E. Nash 415 5* Reviews,13221453,Christy,,District 6,36.1711,-86.74227,Entire home/apt,300,2,15,2019-11-25,0.20,5,216
4531756,Southern Charm meets Old World Hospitality,23496125,Maria Davis,,District 25,36.08877,-86.79513,Entire home/apt,528,2,14,2019-10-20,0.29,1,350
4559286,The Green Menagerie,23636518,Elizabeth,,District 27,36.05031,-86.73662,Private room,77,1,149,2021-04-18,2.18,1,87
4582359,South Of Town Oasis,23752681,Lydia,,District 26,36.07836,-86.73331,Entire home/apt,102,1,368,2020-03-09,5.25,2,0
4604518,Gated community w/yard & parking✦Close to Downtown,8008453,Alyssa,,District 17,36.12443,-86.76344,Entire home/apt,309,2,229,2021-04-11,3.32,3,324
4621726,"Cute, Cozy Cottage in Nashville",17913438,Randa,,District 24,36.14653,-86.84341,Entire home/apt,115,2,98,2021-04-04,1.28,1,286
4625481,Downtown Nashville Condo on River,83323910,Rebecca,,District 19,36.17394,-86.77991,Entire home/apt,196,2,87,2020-03-03,1.24,2,243
4688417,Artistic Craftsman Home in East Nashville,9244640,Kate,,District 5,36.18992,-86.74922,Entire home/apt,245,2,25,2020-02-16,0.68,1,0
4688669,Luxurious Downtown Corner Views 2 bed 2bath-#211,24241984,Patsy,,District 19,36.15594,-86.76575,Entire home/apt,265,2,53,2021-04-19,0.69,13,217
4786007,East Nashville Loft-Style Apartment,4067187,Susan,,District 6,36.18464,-86.72886,Entire home/apt,55,31,173,2020-10-17,2.85,1,3
4787052,Nashville Carriage House,24675632,Bill And Debbie,,District 6,36.18504,-86.74595,Entire home/apt,88,1,387,2021-04-04,5.04,1,322
4796367,Greenway Golden Bnb - E. Nashville getaway,7267223,Chris & Daniella,,District 7,36.20229,-86.70199,Entire home/apt,149,1,77,2019-09-30,1.11,1,0
4803359,Spacious 1BD in Quiet Green Setting,19451333,Narum,,District 23,36.13062,-86.88099,Entire home/apt,113,30,5,2016-01-01,0.07,4,364
4806588,!!RIVERFRONT CONDO WITH VIEW*WALK TO BROADWAY!! 60,17145199,Brad,,District 19,36.17068,-86.77854,Entire home/apt,102,1,350,2021-04-16,4.66,8,321
4809998,East Nashville 3BR - Great location,24774248,Doy,,District 5,36.19208,-86.76113,Entire home/apt,153,2,105,2021-04-04,2.25,1,52
4810344,12 South Apartment for Rent,4983840,Nathan,,District 18,36.13279,-86.79113,Entire home/apt,68,1,238,2021-04-19,3.15,1,245
4857128,Cozy Green Hills apartment (1 mi from Lipscomb U.),24987037,Patrick,,District 25,36.09474,-86.79189,Entire home/apt,86,3,381,2021-04-13,5.19,1,127
4861360,Little Hollywood Gem East Nashville,25006117,Stephanie,,District 6,36.17808,-86.73524,Entire home/apt,190,2,54,2020-03-08,0.72,1,233
4878145,4BR/3.5BA Luxury home with pool,25092986,Reenie,,District 12,36.21325,-86.59431,Entire home/apt,521,3,19,2020-09-07,0.31,2,273
4917247,Entire Cozy Cottage/5 Points/E Nash,18167773,Emily,,District 6,36.17777,-86.74039,Entire home/apt,103,2,309,2021-04-05,4.04,3,280
4924659,Freshly Renovated Historic Suite,25366040,Todd,,District 24,36.1497,-86.84371,Entire home/apt,100,1,360,2021-04-18,4.69,1,298
4949787,4BDRM/7QUEEN Artist's Home*Deck*Gated w/a Park,25467486,Erin,,District 17,36.12334,-86.76343,Entire home/apt,212,3,153,2021-04-18,2.16,1,274
4958707,The Ruby at Music Row,9596278,Jacob,,District 19,36.14595,-86.7877,Entire home/apt,98,1,551,2021-04-22,7.19,4,258
5014393,Sweet cottage on Nashville farm!,6216127,,,District 34,36.04394,-86.83424,Entire home/apt,138,90,73,2016-07-31,0.98,1,358
5039858,PRIVATE bd/bth & house access,25350815,Alexander,,District 7,36.19762,-86.73347,Private room,85,1,81,2020-01-19,1.08,1,355
5061506,Well Appointed Craftsman Style Row Home in Nations,22933775,Lauren & Robert,,District 20,36.15814,-86.84145,Entire home/apt,273,2,153,2020-12-13,2.06,14,228
