id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
6422,Nashville Charm,12172,Michele,,District 6,36.17315,-86.73581,Private room,40,30,674,2020-03-02,6.79,1,244,0,
25613,Room in Historic East Nashville Craftsman Home,95811,Nell,,District 6,36.17826,-86.74162,Private room,75,2,510,2020-03-14,5.37,1,227,0,
65448,"Nashville Loft - Downtown, Walk to Honky-Tonks!",319913,Reservations,,District 19,36.16544,-86.77579,Entire home/apt,153,2,36,2020-01-02,0.53,31,164,0,
258817,ButterflyRoom-private bath- open sept 17,22296,Diana,,District 12,36.16249,-86.58988,Private room,29,30,96,2019-12-14,1.15,7,326,0,
289242,"MorningstarHouse, monthly room- open June 15",22296,Diana,,District 12,36.16102,-86.59207,Private room,28,30,76,2019-01-12,0.65,7,345,0,
319705,"SuperSweetSTUDIO, jacuzzi, monthly",22296,Diana,,District 12,36.16296,-86.59187,Private room,31,30,48,2020-07-03,0.41,7,326,0,
329997,A+ Cottage & private courtyard! 5 mins to Downtown,1684051,Rick,,District 19,36.1758,-86.7995,Entire home/apt,89,2,1080,2021-08-20,18.60,7,0,127,
340081,"MorningstarHouse, monthly single room- open soon!",22296,Diana,,District 12,36.16128,-86.58986,Private room,24,30,77,2018-05-23,0.67,7,317,1,
395889,Contemporary-Mod Paradise w/ Private Bathroom,1547584,Kurt,,District 6,36.16492,-86.7501,Private room,90,1,253,2021-08-06,6.36,1,292,24,
421290,Private Entry Studio Suite/King/Wetbar/DT 5 min,1684051,Rick,,District 19,36.1723,-86.7925,Entire home/apt,94,2,868,2021-08-18,8.99,7,18,87,
430052,"Private Vaulted Suite! King,Wet Bar,Bath/5 min DT!",1684051,Rick,,District 19,36.1723,-86.7925,Entire home/apt,90,2,860,2021-08-16,17.35,7,21,107,
431258,"5 MIN TO DT! 2 Bdrm, 2.5 Baths Hot tub & Patio!",1684051,Rick,,District 19,36.1758,-86.7995,Entire home/apt,255,2,434,2021-08-17,4.48,7,286,18,
513664,Cozy and Convenient in Donelson!,2530554,Lori,,District 14,36.15478,-86.64912,Private room,90,2,27,2015-06-29,0.27,1,22,0,
632636,Admire the Skyline from the Rooftop Terrace at a Chic Suite,1684051,Rick,,District 19,36.1723,-86.7925,Entire home/apt,144,2,343,2021-08-17,12.28,7,29,71,
645985,Serenity Haven,1515903,Karen,,District 6,36.18565,-86.71511,Private room,27,30,49,2021-06-01,0.53,2,169,2,
648088,Heart of Music Row  Private Suite (600 sq FT),3250769,Robyn,,District 19,36.1447,-86.79014,Private room,125,2,392,2021-08-09,6.69,1,321,14,
674159,"A Clean, Quiet Suite in a Great Neighborhood!",3422455,John,,District 6,36.17242,-86.73742,Entire home/apt,150,3,277,2021-08-09,2.68,1,291,24,
681880,Luxurious Rustic Cozy Guesthouse,3471162,Tiffany,,District 7,36.21628,-86.70935,Entire home/apt,89,2,560,2020-07-05,5.46,1,74,0,
747429,Downtown Great Getaway,2066370,Lisa,,District 21,36.18276,-86.80296,Entire home/apt,292,2,61,2021-06-21,0.95,2,197,5,
980344,Downstairs/Midweek only Designer Home n Music City,441439,Angela,,District 24,36.144,-86.82827,Private room,250,2,1,2018-03-21,0.02,4,59,0,
1006989,Private Carriage House,1896384,John And Mike,,District 6,36.17509,-86.73581,Entire home/apt,95,2,479,2021-08-17,8.06,1,121,57,
1009550,The Fab GuesT QuarTers Suite,5554006,Jacque,,District 7,36.21235,-86.70461,Entire home/apt,101,3,209,2021-08-09,3.24,1,14,10,
1039298,Hotel-quality Two-bedroom Suite,5721539,Alyce,,District 7,36.2249,-86.72295,Entire home/apt,79,2,81,2020-03-23,1.54,1,48,0,
1130166,Private Suite in University Area,6201847,Cally And  Ken,,District 17,36.122,-86.78844,Entire home/apt,89,2,405,2021-08-15,7.84,1,239,38,
1206512,Designer's Home in Belmont/12South,3759875,Alayna,,District 18,36.12609,-86.79663,Entire home/apt,600,4,24,2020-11-29,0.25,1,350,1,
1209395,Music Row Apartment and/or Recording Studio!,6604593,Michael,,District 19,36.14883,-86.79629,Entire home/apt,108,3,175,2021-08-02,8.36,1,286,10,
1300670,Valentino's Retreat,119023,Dana,,District 10,36.32114,-86.72644,Entire home/apt,135,2,57,2021-07-24,4.76,1,324,21,
1376970,East Nashville private duplex apt,387150,Kristina,,District 7,36.18945,-86.72531,Entire home/apt,89,30,138,2020-10-15,1.46,2,54,1,
1428018,Take Time out by the Private Lake at Our Urban Oasis,7679962,Cathryne & David,,District 6,36.17574,-86.72014,Private room,115,2,275,2021-08-15,3.20,1,314,17,
1468175,"Walk to Vandy, Downtown & Music Row - FREE SHUTTLE",7720839,Michelle,,District 19,36.14901,-86.78818,Private room,82,14,140,2018-05-20,3.43,4,0,0,
1469884,Walk to The Gulch -FREE SHUTTLE BUS,7720839,Michelle,,District 17,36.14584,-86.78634,Private room,72,1,76,2017-11-12,0.79,4,0,0,
1537921,Truly Central East Nashville Private Cozy Cottage,113637,Cynthia,,District 6,36.16794,-86.73759,Entire home/apt,113,2,219,2021-08-15,2.99,1,301,34,
1546787,Guesthouse in 12 S Neighborhood❤️,6855810,UrbanNashville,,District 18,36.12903,-86.79336,Entire home/apt,90,2,379,2021-08-17,4.49,57,115,40,
1550764,"Private Entry Studio! Wet Bar,King,Bath,5 mins DT!",1684051,Rick,,District 19,36.17231,-86.79252,Entire home/apt,89,2,659,2021-08-16,7.76,7,24,72,
1557535,ULITIMATE GIRLS WEEKEND!!! 10 MIN. TO DOWNTOWN!!!!,8291189,John,,District 7,36.22637,-86.70969,Entire home/apt,625,3,71,2021-08-22,0.86,1,0,12,
1583339,Heart of Historic East Nashville,1567001,Amy,,District 6,36.17833,-86.74426,Entire home/apt,350,2,54,2021-08-02,0.57,4,143,11,
1583557,Entire Upstairs-2 Bedroom Private/Owner downstairs,1567001,Amy,,District 6,36.17833,-86.74426,Entire home/apt,150,1,101,2021-06-20,1.36,4,105,7,
1584280,Cheapestead Cottage East Nashville,8440705,Carolyn,,District 6,36.17649,-86.74237,Entire home/apt,93,2,339,2021-08-08,4.40,1,300,18,
1587240,Charismatic room in East Nashville,1567001,Amy,,District 6,36.17868,-86.74394,Private room,70,2,135,2021-07-22,3.47,4,88,8,
1640655,Southern Hospitality - With 2 Rooms! Private Bath!,6154341,Ann,,District 17,36.1254,-86.77825,Private room,90,4,149,2019-05-01,2.27,1,234,0,
1661560,"East Nash tucked away, retro, killer porch, view!",8804227,Kelli,,District 6,36.17622,-86.73512,Entire home/apt,174,1,114,2021-07-18,1.32,1,174,8,
1714215,"TRAVELERS PL  Blue Room 
Female, NS Only plz",812128,Patricia And John,,District 12,36.18743,-86.59163,Private room,35,31,10,2020-03-17,0.13,8,178,0,
1786497,2BR Artsy Retro in East Nashville: Great Reviews!,7503893,Angie,,District 7,36.19506,-86.71568,Entire home/apt,79,30,102,2021-06-17,1.11,2,117,4,
1793477,East Nashville Underground Apt.,7509912,Sarah & Steve,,District 7,36.1978,-86.70568,Entire home/apt,135,2,463,2021-07-25,5.06,1,330,20,
1840652,A Downtown Great GetAway!,2066370,Lisa,,District 21,36.17642,-86.80902,Entire home/apt,319,2,129,2021-08-01,1.37,2,235,21,
1844680,Private room in great location!,9637660,David And Becky,,District 7,36.21661,-86.7255,Private room,50,1,166,2020-02-15,4.45,2,0,0,
1885504,"2 Master Suites, 30-day Rental 10 mins to downtown",9805687,Brent,,District 16,36.10963,-86.74195,Entire home/apt,116,2,160,2021-08-01,2.99,9,24,5,
1906253,"Heart of Downtown Nashville- Cool, Urban Loft",319913,Reservations,,District 19,36.16332,-86.77712,Entire home/apt,156,2,37,2020-03-15,0.90,31,167,0,
1951714,Cheap Vandy / Downtown Nashville CrashPad,7720839,Michelle,,District 19,36.14721,-86.78759,Shared room,500,1,7,2017-09-11,0.07,4,89,0,
1954040,Vintage style Eastside bungalow,8196681,Anita,,District 7,36.20443,-86.72778,Private room,69,1,271,2021-08-19,6.72,1,313,31,
2071080,Cheap Downtown Crashpad (Solo Travelers Only),7720839,Michelle,,District 19,36.14717,-86.78754,Shared room,104,1,2,2018-05-05,0.03,4,0,0,
2082627,Downtown Nashville Historic Loft,319913,Reservations,,District 19,36.16441,-86.77655,Entire home/apt,157,2,23,2019-10-05,0.35,31,24,0,
2083878,"3min to DWTN!/2 bds, 1.5bths/Private Suite",10643952,Khira,,District 19,36.17074,-86.79057,Entire home/apt,117,1,491,2021-08-01,6.58,1,65,37,
2138177,Rustic Designer Suite near City Center,6521193,Terry And Piper,,District 6,36.16137,-86.75327,Entire home/apt,133,2,385,2021-08-08,4.24,1,61,32,
2170733,Charming East Nashville Home,6036692,Ruthie,,District 6,36.18854,-86.74452,Entire home/apt,164,2,54,2020-03-16,0.64,1,0,0,
2181743,Take It Easy at an Urban Cottage in East Nashville/near Dt,7073590,Brigitte,,District 6,36.16976,-86.73837,Entire home/apt,236,1,421,2021-08-21,7.62,13,252,77,
2227650,"Heart of Downtown, Large 2 Story Loft",319913,Reservations,,District 19,36.16512,-86.77604,Entire home/apt,362,2,40,2020-12-21,0.65,31,338,3,
2247632,Country in the city( NINE beds! East Nashville),2245687,Kyah,,District 6,36.1864,-86.71779,Entire home/apt,393,3,153,2021-08-08,1.67,1,329,17,
2261942,Charming Room in Hip East Nashville,11550460,Jim,,District 5,36.18181,-86.7528,Private room,78,2,527,2021-08-14,6.18,1,112,19,
2273933,Sylvan Park home 2 mi- downtown,441439,Angela,,District 24,36.14058,-86.82551,Entire home/apt,550,3,6,2021-06-21,0.07,4,350,2,
2316288,❤︎ NEWLY RENOVATED 1930 Cottage❤︎ PRIME Location❤︎,7428690,Matt & Steph,,District 6,36.18719,-86.74243,Entire home/apt,262,2,262,2021-08-15,3.59,3,335,29,
2372334,Charismatic room in East Nashville,1567001,Amy,,District 6,36.17833,-86.74426,Private room,70,2,49,2021-01-02,1.30,4,88,3,
2396505,Luxe Comfort in an Artistic & Historic Home,12098481,Bryan,,District 18,36.13549,-86.81257,Entire home/apt,646,3,66,2021-08-15,1.67,1,259,12,
2400986,"Downtown Loft, Walk to Honky-Tonks!",319913,Reservations,,District 19,36.16441,-86.77655,Entire home/apt,187,2,23,2018-09-23,0.33,31,171,0,
2473234,Room At Eastland - Your totally private room!,12649085,Val,,District 6,36.18218,-86.726,Private room,46,2,114,2021-07-18,1.60,1,295,2,
2479230,2BR/1BA Long-Term FURNISHED Rental by Vandy,2800334,Kristin,,District 19,36.14454,-86.79452,Entire home/apt,90,30,92,2021-05-31,1.06,2,137,2,
2521338,"BEAUTIFUL AFFORDABLE SPACE 
F Non smoker only plz",812128,Patricia And John,,District 12,36.1887,-86.59036,Private room,30,31,3,2016-05-12,0.05,8,81,0,
2577619,NASHVILLE'S GEM LOCATION! MUSIC ROW & VANDERBILT,2275056,Debbie And Glenn,,District 18,36.140717,-86.815483,Entire home/apt,539,2,104,2021-08-22,1.22,6,267,4,
2581896,"Live Like a Local in E. Nashville, 196 5* Reviews",13221453,Christy,,District 6,36.17061,-86.74256,Entire home/apt,140,2,219,2021-08-14,2.52,5,204,5,
2590492,Purple Moon River House  Monthly Rentals Only,13262394,Dee,,District 15,36.2422,-86.70531,Entire home/apt,275,30,21,2018-07-30,0.23,1,365,0,
2666769,Cottage at West End/Vandy/Hillsboro,9551442,Debra,,District 21,36.14705,-86.81845,Entire home/apt,172,2,584,2021-08-15,7.76,6,261,71,
2694882,"E. Nashville, 207 5* Reviews, Close to Everything",13221453,Christy,,District 6,36.17029,-86.74104,Entire home/apt,150,2,226,2021-08-01,7.27,5,120,2,
2699594,"Broadway Penthouse, Walk to Live Music, Bars!",1099118,Cayla,,District 19,36.16223,-86.77752,Entire home/apt,336,2,161,2021-08-17,1.96,1,314,8,
2710049,Affordable extended stays,558742,Sara Jane,,District 12,36.16162,-86.5911,Private room,29,30,9,2018-03-15,0.17,1,294,0,
2726453,Luxury Living & Perfect Location Walk to Music Row,2275056,Debbie And Glenn,,District 18,36.14077,-86.81479,Entire home/apt,131,2,168,2021-08-18,2.51,6,33,9,
2743820,"East Nashville, 2 Bedroom Bungalow",5443095,Brad,,District 7,36.21783,-86.71522,Entire home/apt,110,31,85,2021-06-13,1.01,1,169,2,
2811765,Historic Bungalow - 3 BR & 2.5 Bath,5461408,Nancy,,District 17,36.13434,-86.77735,Entire home/apt,100,30,5,2018-01-01,0.06,1,0,0,
2824336,"Modern Home, Gulch, Blocks from Downtown",14448697,Che,,District 19,36.14909,-86.78868,Entire home/apt,599,2,141,2021-06-27,1.74,1,329,9,
2871526,Cozy 1920s Cottage in 12th South,2915436,Brad,,District 17,36.12834,-86.7861,Entire home/apt,475,4,33,2021-06-27,0.55,1,0,8,
2874811,"Modern, Stylish,  5 ★ Cottage close to EVERYTHING!",3751912,Chaney,,District 6,36.16662,-86.7486,Entire home/apt,75,30,155,2021-07-05,4.14,2,96,4,
2906844,Beautiful Loft Apt East Nashville,6117864,Sara,,District 6,36.17718,-86.74109,Entire home/apt,95,2,419,2021-08-07,8.42,1,120,38,
2908364,"River View, Dock, Pool, Hot tub, CASR-201517041",14858294,Bill And Anne,,District 15,36.22014,-86.70626,Entire home/apt,662,3,26,2021-07-25,0.46,1,263,3,
2931998,Light-filled Modern Bungalow at Musician's Hideaway,5151272,Carly,,District 6,36.17477,-86.73981,Entire home/apt,349,3,91,2020-03-02,1.24,1,0,0,
2950152,"Nashville City, Broadway , Vanderbilt Pets Welcome",15060012,William And Vicki,,District 17,36.14225,-86.79286,Entire home/apt,279,1,575,2021-08-17,10.13,1,258,123,
2958698,"4 BR Home, 10 min to Dwntwn",6653482,Jessica,,District 24,36.14579,-86.83957,Entire home/apt,300,2,26,2020-07-26,0.31,1,0,0,
3005865,"Poodle Springs, Luxury Lodging",15318271,Bett & Rob,,District 34,36.05341,-86.84215,Private room,150,30,23,2018-11-12,0.65,1,0,0,
3021231,12th S- WALK TO RESTAURANTS!! 3 MILES TO DOWNTOWN,15395208,Julie And Josh,,District 17,36.12133,-86.78245,Entire home/apt,405,3,193,2021-08-15,3.30,1,296,30,
3043332,Loaded Vagabond Studio (Near Opry and Downtown),293488,Caitlin,,District 15,36.16429,-86.68384,Entire home/apt,75,2,303,2021-08-22,3.85,2,147,28,
3052313,Beautiful Belmont Home Perfect for Family Fun!,15539580,Robert,,District 18,36.12228,-86.80152,Entire home/apt,400,2,10,2021-07-10,0.13,1,85,2,
3056884,"Mulberry House, Upscale Guest Cottage in Nashville",13960682,Doug,,District 25,36.11481,-86.78929,Entire home/apt,300,2,7,2021-07-11,0.19,1,279,3,
3072413,Cozy 2BR East Nashville suite,9637660,David And Becky,,District 7,36.21517,-86.72557,Private room,90,2,66,2020-03-10,0.88,2,0,0,
3095791,Convenient Private Room in Midtown,3298595,Heidi,,District 21,36.15532,-86.8004,Private room,66,30,51,2019-10-11,0.97,2,174,0,
3107569,DOWNTOWN 7000 sf Mansion 7 Min to Broadway!,15494980,Devon,,District 5,36.19976,-86.76057,Entire home/apt,786,3,118,2021-07-25,2.21,3,350,10,
3116713,"Travelers SUNNY PARADISE RM
Female 
Non Smkr  plz",812128,Patricia And John,,District 12,36.18737,-86.59015,Private room,35,31,9,2021-04-24,0.34,8,86,1,
3121821,Charming private apt. in hip area,14083317,Merrilyn,,District 6,36.18774,-86.74115,Entire home/apt,95,1,804,2021-08-18,32.12,2,275,98,
3123909,Spacious 4BR House near Downtown,7961115,Blake,,District 19,36.18161,-86.79086,Entire home/apt,499,2,113,2021-08-01,1.66,2,315,5,
3158038,Welcome to 12 South comfort!,5611748,Melissa,,District 17,36.1348,-86.78514,Entire home/apt,495,2,23,2021-08-15,0.27,1,37,6,
3231144,Private 1BD studio that sleeps 4,16353212,Brett,,District 18,36.12937,-86.79364,Entire home/apt,99,30,8,2018-03-28,0.09,1,27,0,
3275310,Cozy Chic Cottage in Popular East Nashville,6233192,Michelle,,District 6,36.17942,-86.7308,Entire home/apt,224,3,64,2020-03-08,0.84,2,0,0,
3288576,Belmont Modern Loft Guest House,2275056,Debbie And Glenn,,District 18,36.12465,-86.7947,Entire home/apt,180,1,128,2021-08-09,3.23,6,41,28,
3328710,Hot West End Condo-walk to fun!,16805934,Rachael,,District 21,36.15247,-86.81884,Entire home/apt,200,30,6,2015-08-24,0.07,4,365,0,
3379848,Casual Comfort at The Hotel Not California,17050462,Patrick & Janet,,District 16,36.12451,-86.71123,Entire home/apt,134,2,104,2021-08-08,2.58,1,322,20,
3464176,Spacious Home in Cool East Nashville - #2019071966,17453866,Alex,,District 5,36.17866,-86.76967,Entire home/apt,382,2,49,2021-08-08,1.22,1,266,10,
3498020,Convenient Room in Midtown by Vandy,3298595,Heidi,,District 21,36.15615,-86.80048,Private room,80,30,1,2016-06-01,0.02,2,174,0,
3571432,Apartment on Broadway!,7894194,Heirbnb,,District 19,36.15117,-86.79539,Entire home/apt,107,1,689,2021-08-05,8.28,18,322,68,
3578360,East Nashville & Easy Bike Downtown,11006332,Cp,,District 6,36.16369,-86.74046,Entire home/apt,163,2,95,2021-07-01,1.10,1,249,31,
3595967,"New, Spacious, Clean, near Downtown",14103090,Gary,,District 17,36.13955,-86.76488,Entire home/apt,396,3,63,2021-06-20,0.74,1,179,15,
3615228,Sylvan Park Guest Quarters,39713,Ellen,,District 24,36.1504,-86.84701,Entire home/apt,65,30,50,2021-06-20,1.06,1,338,1,
3643239,Downtown Hostel - Private Dorm,16246720,Music City Guest House,,District 19,36.16428,-86.77653,Hotel room,108,1,181,2020-12-08,6.25,15,0,25,
3648549,"Serene, Cozy Getaway; Lipscomb, Vanderbilt,12South",931636,Debby,,District 25,36.10373,-86.79625,Entire home/apt,117,2,113,2020-11-12,2.24,1,0,5,
3686152,12th South Dream Retreat - Family Friendly!,15586733,Neal,,District 17,36.1269,-86.78371,Entire home/apt,490,2,206,2021-04-07,2.44,18,263,13,
3696753,Restrung East Nashville Condo,18830581,Mike & Kate,,District 6,36.17069,-86.75593,Entire home/apt,225,3,283,2021-08-09,7.05,2,107,41,
3703925,"Charming flat in heart of Nashville, Sylvan Park",441439,Angela,,District 24,36.14127,-86.82559,Entire home/apt,110,1,539,2021-08-08,16.01,4,0,84,
3704256,Cozy Bungalow,3568608,Anna,,District 6,36.18188,-86.72623,Entire home/apt,60,2,113,2020-02-10,2.13,2,0,0,
3710914,Cottage-Style East Nashville Home close to Downtown,225274317,Wendy,,District 5,36.18081,-86.77149,Entire home/apt,163,2,519,2021-08-18,13.10,3,249,124,
3717911,Downtown Hostel (Coed Shared Dorm),16246720,Music City Guest House,,District 19,36.1647,-86.77615,Hotel room,36,1,643,2020-12-23,17.81,15,0,51,
3742359,Five Star Buena Vista East Nashville Loft,13976860,Connie,,District 6,36.16937,-86.73648,Entire home/apt,159,2,290,2021-08-16,7.17,1,215,28,
3760928,Historic Suite in East Nashville,19112532,Angela,,District 6,36.19123,-86.74158,Private room,109,1,304,2020-11-29,4.34,1,22,1,
3789558,Beautiful Home Very Close to Downtown,19451333,Narum,,District 23,36.13111,-86.8813,Entire home/apt,257,3,43,2021-08-01,0.56,4,49,10,
3793659,Family Home Downtown Nashville,9633722,Molly,,District 19,36.17136,-86.79406,Entire home/apt,394,2,173,2021-08-15,4.34,2,295,31,
3811909,Modern Cottage East Nashville,11543228,Jess,,District 6,36.18235,-86.72676,Entire home/apt,91,2,295,2021-08-07,3.79,1,34,33,
3861690,Southern Charm on the Farm,19743617,Tom & Ann,,District 35,36.05274,-87.03498,Entire home/apt,135,2,163,2021-08-14,5.58,1,87,4,
3867817,"Luxury ""Shabby Chic Dollhouse"" Home~BEST LOCATION!",19969236,Elizabeth,,District 24,36.1221,-86.8422,Entire home/apt,263,30,8,2019-10-31,0.10,2,357,0,
3895594,Nature in Music City,20164535,Brian,,District 30,36.07588,-86.71173,Entire home/apt,105,30,0,,,1,234,0,
3905148,Private Entry/1895 Victorian,19204818,"Tom And Wife, Mary",,District 6,36.17377,-86.74145,Private room,104,1,414,2021-08-21,10.19,1,332,42,
3907104,"Restored Historic Home, Steps from Dining & Shops",593556,Alece,,District 6,36.17457,-86.75116,Entire home/apt,190,1,109,2021-08-13,1.29,10,304,35,
3949381,"SWANKY PAD, KILLER LOCATION!!!",8025232,Dj,,District 18,36.12581,-86.80926,Entire home/apt,100,14,11,2021-07-24,0.13,1,275,4,
3952633,Stylish Condo in Trendy 12South,7096686,Meredith,,District 17,36.12385,-86.77719,Entire home/apt,106,27,24,2019-05-27,0.28,2,153,0,
4033107,Cozy Downtown Nashville Room,9081613,Sritha,,District 19,36.16185,-86.78039,Private room,132,1,85,2016-09-13,1.10,1,0,0,
4033674,"Modern Condo & Pool,Downtown Close!",14657565,Daphne,,District 17,36.12644,-86.77843,Entire home/apt,82,1,698,2021-08-02,9.68,3,244,74,
4047679,1BR/1BA Music Row Long-Term Executive Suite,2800334,Kristin,,District 17,36.14275,-86.79487,Entire home/apt,72,30,99,2021-05-23,2.73,2,122,2,
4067086,Urban Art District Abode,9596278,Jacob,,District 17,36.14392,-86.76227,Entire home/apt,113,1,642,2021-08-03,10.51,4,276,78,
4100639,!!RIVERFRONT CONDO WITH VIEW*  WALK TO BROADWAY!!,17145199,Brad,,District 19,36.17105,-86.78033,Entire home/apt,174,1,328,2021-08-12,4.15,4,243,67,
4110237,"Trendy, Brand New Condo One Mile From Downtown.",16949507,Anastacia And Freddy,,District 21,36.15962,-86.80651,Entire home/apt,173,2,46,2021-08-15,21.90,1,147,38,
4169295,Belmont 12th South DREAM HOUSE: Top rated home,2275056,Debbie And Glenn,,District 18,36.12465,-86.79689,Entire home/apt,1089,2,77,2021-08-16,1.07,6,319,10,
4170603,8th Ave. Near 12 South and Downtown,16831211,Chris,,District 17,36.12609,-86.77792,Entire home/apt,98,3,300,2021-08-14,11.83,1,255,38,
4178988,Award Winning Private Cottage NASHVILLE,9551442,Debra,,District 6,36.1748,-86.73808,Entire home/apt,129,1,634,2021-08-18,15.24,6,239,62,
4197716,Scandinavian Style Apartment in Heart of East Nashville,12122804,Cass And Martin,,District 6,36.18111,-86.73229,Entire home/apt,142,1,529,2021-08-21,7.44,3,158,36,
4227049,East Nashville Victorian Home,7153613,Tammi,,District 6,36.18729,-86.73623,Entire home/apt,325,2,66,2021-07-11,1.38,1,2,1,
4252199,Big & Cozy East Nashville Retreat,22066344,Katie,,District 5,36.18327,-86.75205,Entire home/apt,335,2,344,2021-08-01,4.19,5,209,24,
4266652,Stylish Condo Centrally Located,22149003,A.,,District 26,36.08643,-86.73305,Private room,68,2,21,2018-11-18,0.32,1,0,0,
4275484,PERFECT Location ★ 3 BR/2 BA ★ 1.5 mi to Broadway,22196890,Donald,,District 17,36.13807,-86.76732,Entire home/apt,239,2,246,2021-08-06,3.27,1,297,23,
4278005,"""Plan B"" Guest Suite",21259075,Jessica,,District 24,36.1484,-86.84671,Entire home/apt,45,30,106,2021-02-27,1.44,1,0,2,
4302855,The Commodore - 3 Bedrooms ON the Vanderbilt Campus!,6675690,Isabeau And Shaun,,District 18,36.13751,-86.81267,Entire home/apt,266,2,120,2021-08-08,2.69,66,339,13,
4302984,Awesome Musician-friendly room!,22335489,Jan-Erik Börje,,District 16,36.11888,-86.73169,Private room,100,1,0,,,1,351,0,
4303083,"Beautifully Chic Home on the East Side, Clean & Sanitized",6675690,Isabeau And Shaun,,District 6,36.17144,-86.74783,Entire home/apt,279,2,138,2021-08-15,2.48,66,347,22,
4351066,Modern Studio in Hip Melrose,16587828,Cal,,District 17,36.12679,-86.77831,Entire home/apt,77,2,392,2021-08-04,4.97,3,308,59,
4358798,East Nashville 1930's Cottage Unit B,16922948,Meagan,,District 7,36.19241,-86.72529,Entire home/apt,85,28,89,2021-02-15,3.13,2,265,6,
4365735,East Nashville 1930'a Cottage Unit A,16922948,Meagan,,District 7,36.19229,-86.7253,Entire home/apt,195,28,83,2021-07-30,1.04,2,325,8,
4404303,Private Loft Apt Vandy / Belmont,22862844,Olivia,,District 18,36.13361,-86.80678,Entire home/apt,99,2,290,2019-07-07,3.92,1,0,0,
4436799,Midtown/Kristofferson's old Apt!,23029956,Ricky,,District 19,36.15259,-86.79593,Entire home/apt,161,1,620,2021-07-25,7.92,5,22,76,
4438136,"Updated Historic Home, Vibrant Park, HVAC w/ UV L",10389445,Janet,,District 24,36.13354,-86.82565,Entire home/apt,257,2,169,2021-08-15,4.64,1,125,5,
4476315,"Charming Poppy House Villa, Walk to Music and More.",23224852,Jamie,,District 19,36.14555,-86.7896,Entire home/apt,233,2,347,2021-08-17,6.91,1,299,62,
4485271,DOWNTOWN Riverfront Condo close to BROADWAY ACTION,23271865,Harry,,District 19,36.17332,-86.78052,Entire home/apt,115,2,158,2021-08-21,2.04,2,250,21,
4490882,Great Condo in 12South,7096686,Meredith,,District 17,36.12529,-86.77814,Entire home/apt,146,27,25,2019-10-01,0.30,2,175,0,
4491931,Mid-Century Modern East Nashville Craftsman in Five Points,23301240,Andy,,District 6,36.17614,-86.74306,Entire home/apt,146,2,221,2021-08-06,2.93,1,149,30,
4494569,"Germantown 4bd, Hot tub&- 2 Miles from Bdwy",23314330,Sara,,District 19,36.1809,-86.79249,Entire home/apt,515,2,108,2021-08-15,2.27,4,293,19,
4511965,Duplex- Inc Both Sides - in E. Nash 415 5* Reviews,13221453,Christy,,District 6,36.1711,-86.74227,Entire home/apt,300,2,15,2019-11-25,0.19,5,288,0,
4531756,Southern Charm meets Old World Hospitality,23496125,Maria Davis,,District 25,36.08877,-86.79513,Entire home/apt,628,3,19,2021-08-01,0.53,1,357,5,
4559286,The Green Menagerie,23636518,Elizabeth,,District 27,36.05031,-86.73662,Private room,86,1,168,2021-08-19,3.20,1,81,25,
4582359,South Of Town Oasis,23752681,Lydia,,District 26,36.07836,-86.73331,Entire home/apt,102,1,368,2020-03-09,7.43,2,48,0,
4604518,Gated community w/yard & parking✦Close to Downtown,8008453,Alyssa,,District 17,36.12443,-86.76344,Entire home/apt,357,2,247,2021-08-07,3.44,3,327,40,
4621726,"Cute, Cozy Cottage in Nashville",17913438,Randa,,District 24,36.14653,-86.84341,Entire home/apt,139,2,112,2021-08-16,1.41,1,310,15,
4625481,Downtown Nashville Condo on River,83323910,Rebecca,,District 19,36.17394,-86.77991,Entire home/apt,196,2,87,2020-03-03,1.18,2,294,0,
4688417,Artistic Craftsman Home in East Nashville,9244640,Kate,,District 5,36.18992,-86.74922,Entire home/apt,245,2,25,2020-02-16,0.61,1,0,0,
4688669,Luxurious Downtown Corner Views 2 bed 2bath-#211,24241984,Patsy,,District 19,36.15594,-86.76575,Entire home/apt,261,2,55,2021-08-05,0.94,13,188,11,
4786007,East Nashville Loft-Style Apartment,4067187,Susan,,District 6,36.18464,-86.72886,Entire home/apt,60,31,173,2020-10-17,6.62,1,108,1,
4787052,Nashville Carriage House,24675632,Bill And Debbie,,District 6,36.18504,-86.74595,Entire home/apt,109,1,427,2021-08-21,7.05,1,306,70,
4796367,Greenway Golden Bnb - E. Nashville getaway,7267223,Chris & Daniella,,District 7,36.20229,-86.70199,Entire home/apt,149,1,77,2019-09-30,1.08,1,0,0,
4803359,Spacious 1BD in Quiet Green Setting,19451333,Narum,,District 23,36.13062,-86.88099,Entire home/apt,113,30,5,2016-01-01,0.07,4,348,0,
4806588,!!RIVERFRONT CONDO WITH VIEW*WALK TO BROADWAY!! 60,17145199,Brad,,District 19,36.17068,-86.77854,Entire home/apt,188,1,374,2021-08-15,7.58,4,264,72,
4809998,East Nashville 3BR - Great location,24774248,Doy,,District 5,36.19208,-86.76113,Entire home/apt,158,2,119,2021-08-08,2.34,1,24,22,
