Address,Price,Bedroom,Bathroom,sqft,list-card-variable-text
"4650 Clarksville Pike, Nashville, TN 37218","$300,000",4,2,"2,396",Sold 08/12/2021
"2021 Westchester Dr, Nashville, TN 37207","$333,775",4,3,"1,903",Sold 08/03/2021
"1404 Cass St, Nashville, TN 37208","$150,000",2,1,"1,114",Sold 08/03/2021
"2211 Terrace Ave, Nashville, TN 37218","$250,000",--,--,"3,137",Sold 08/03/2021
"McKinley St, Nashville, TN 37207","$4,500",--,--,--,Sold 08/02/2021
"4183 Farmview Dr, Nashville, TN 37218","$290,000",3,2,"1,051",Sold 08/02/2021
"1723 4th Ave N, Nashville, TN 37208","$700,000",3,3,"2,315",Sold 08/02/2021
"3226 Lagrange Dr, Nashville, TN 37218","$264,000",3,1,952,Sold 08/02/2021
"3120 Ewingdale Dr, Nashville, TN 37207","$135,000",4,2,"1,323",Sold 08/02/2021
"3336 Hospital Ln, Nashville, TN 37218","$265,000",3,1,"1,100",Sold 07/31/2021
"3660 Alessio Rd, Whites Creek, TN 37189","$240,000",2,1,"1,746",Sold 07/23/2021
"5070 Clarksville Hwy, Whites Creek, TN 37189","$524,900",3,2,"1,826",Sold 07/23/2021
"104 Old Trail Ct, Nashville, TN 37207","$220,000",4,2,"1,537",Sold 07/23/2021
"974 Youngs Ln, Nashville, TN 37207","$699,000",4,4,"1,920",Sold 07/23/2021
"3817 Ashland City Hwy, Nashville, TN 37218","$145,000",3,1,851,Sold 07/23/2021
"20651 Westchester Dr, Nashville, TN 37207","$340,825",4,3,"1,903",Sold 07/22/2021
"233 Haynes Park Dr, Nashville, TN 37218","$289,000",3,2,"1,056",Sold 07/22/2021
"3117 Greggwood Dr, Nashville, TN 37207","$330,000",4,3,"2,640",Sold 07/22/2021
"3004 Gwynnwood Dr, Nashville, TN 37207","$250,000",4,2,"1,301",Sold 07/22/2021
"537 Ewing Dr, Nashville, TN 37207","$350,000",4,2.5,"2,296",Sold 07/15/2021
"3845 Knight Dr, Whites Creek, TN 37189","$915,000",2,3,"4,074",Sold 07/14/2021
"615 Lane Dr, Nashville, TN 37207","$123,000",3,1,"1,044",Sold 07/14/2021
"2700 Cato Ridge Dr, Nashville, TN 37218","$350,000",4,3,"1,890",Sold 07/14/2021
"1900 Salem Mason Dr, Nashville, TN 37208","$123,500",3,1,875,Sold 07/14/2021
"3516 Standing Stone Dr, Nashville, TN 37207","$291,000",3,2,"1,104",Sold 07/13/2021
"1320 Baptist World Center Dr, Nashville, TN 37207","$211,775",2,1,"1,400",Sold 07/13/2021
"1400 Rosa L Parks Blvd APT 406, Nashville, TN 37208","$735,000",2,2,"1,996",Sold 07/13/2021
"2010 26th Ave N, Nashville, TN 37208","$240,000",2,1,875,Sold 07/13/2021
"3791 Willow Creek Rd, Nashville, TN 37207","$325,000",3,2,"1,467",Sold 07/02/2021
"3601 Fairmeade Dr, Nashville, TN 37218","$270,000",4,3,"2,078",Sold 07/01/2021
"4329 Cato Rd, Nashville, TN 37218","$415,000",2,1,"1,000",Sold 07/01/2021
"2521 Gardner Ln, Nashville, TN 37207","$289,000",3,3,"2,447",Sold 07/01/2021
"518 Garfield St, Nashville, TN 37208","$659,900",3,3.5,"2,087",Sold 06/30/2021
"622 Lane Dr, Nashville, TN 37207","$225,000",3,1,"1,125",Sold 06/30/2021
"2312 Alpine Ave, Nashville, TN 37218","$523,000",3,3,"2,211",Sold 06/30/2021
"3237 Doverside Dr, Nashville, TN 37207","$311,000",4,2.5,"2,208",Sold 06/30/2021
"1808 Cephas St, Nashville, TN 37208","$185,000",3,1,848,Sold 06/30/2021
"920 Bordeaux Pl, Nashville, TN 37207","$536,000",5,4,"2,930",Sold 06/22/2021
"120 Grady Pl, Whites Creek, TN 37189","$620,000",4,3,"3,660",Sold 06/21/2021
"1901B 14th Ave N, Nashville, TN 37208","$454,818",3,3,"1,013",Sold 06/21/2021
"1827 Cephas St, Nashville, TN 37208","$460,000",3,2,"1,779",Sold 06/21/2021
"1807 10th Ave N, Nashville, TN 37208","$210,000",3,1,825,Sold 06/21/2021
"3112 Greggwood Dr, Nashville, TN 37207","$365,000",3,3,"1,554",Sold 06/21/2021
"114 Fern Ave, Nashville, TN 37207","$900,000",3,3,"3,400",Sold 06/21/2021
"2020 14th Ave N #A, Nashville, TN 37208","$429,900",3,3,"1,600",Sold 06/21/2021
"1629 7th Ave N, Nashville, TN 37208","$790,000",3,4,"2,292",Sold 06/20/2021
"2992 Claymille Blvd, Nashville, TN 37207","$340,000",3,2,"1,707",Sold 06/10/2021
"1825B 16th Ave N, Nashville, TN 37208","$303,580",2,2,"1,132",Sold 06/10/2021
"2413 Lacy St, Nashville, TN 37208","$300,000",3,2,"1,250",Sold 06/10/2021
"3100 Richmond Hill Dr, Nashville, TN 37207","$290,000",3,1,"1,114",Sold 06/10/2021
"573 Mill Station Dr, Nashville, TN 37207","$287,000",3,2,"1,982",Sold 06/10/2021
"726 Ringgold Dr, Nashville, TN 37207","$324,000",3,3,"1,800",Sold 06/10/2021
"1608B 7th Ave N, Nashville, TN 37208","$420,000",--,--,--,Sold 06/09/2021
"3829 Crouch Dr, Nashville, TN 37207","$143,041",3,1,"1,430",Sold 06/09/2021
"3200 Briarwick Dr, Nashville, TN 37218","$185,000",3,1,957,Sold 06/09/2021
"3013 Vistavalley Ct, Nashville, TN 37218","$258,150",3,2,"1,100",Sold 06/02/2021
"4217 Home Haven Dr, Nashville, TN 37218","$287,000",3,2,"1,611",Sold 06/01/2021
"212 Solness Ave, Nashville, TN 37218","$325,000",3,2,"1,674",Sold 06/01/2021
"1211-1211B 5th Ave N, Nashville, TN 37208","$560,000",2,2,"1,119",Sold 06/01/2021
"1901 12th Ave N, Nashville, TN 37208","$539,900",3,3,"2,105",Sold 05/31/2021
"2314 Alpine Ave, Nashville, TN 37218","$505,000",3,3,"2,211",Sold 05/30/2021
"213 Taylor St #5, Nashville, TN 37208","$794,900",3,4,"2,141",Sold 05/30/2021
"213 Taylor St #2, Nashville, TN 37208","$778,209",3,4,"2,141",Sold 05/30/2021
"708 Vanderhorst Dr, Nashville, TN 37207","$260,000",3,1,"1,250",Sold 05/29/2021
"949 Ashland Place Dr, Nashville, TN 37218","$303,450",3,3,"1,482",Sold 05/25/2021
"2525 Santi Ave, Nashville, TN 37208","$330,000",2,1,"1,255",Sold 05/24/2021
"1814-1814A Seminary St, Nashville, TN 37207","$349,900",4,2,"1,430",Sold 05/24/2021
"725-725B N 28th Ave, Nashville, TN 37208","$205,000",3,1,972,Sold 05/24/2021
"941 Ashland Place Dr, Nashville, TN 37218","$306,250",3,3,"1,482",Sold 05/24/2021
"2935 Winterberry Dr #MI4F8I, Nashville, TN 37207","$272,660",--,--,--,Sold 05/22/2021
"1720 Arthur Ave, Nashville, TN 37208","$859,900",3,1,740,Sold 05/21/2021
"972 Youngs Ln UNIT 9, Nashville, TN 37207","$550,000",4,4,"1,772",Sold 05/21/2021
"2532 Old Matthews Rd, Nashville, TN 37207","$250,000",3,2,"1,117",Sold 05/21/2021
"1713 Cass St, Nashville, TN 37208","$234,900",3,1,"1,230",Sold 05/12/2021
"4623 Whites Creek Pike, Whites Creek, TN 37189","$535,000",4,2,"2,325",Sold 05/11/2021
"425 Ewing Dr, Nashville, TN 37207","$363,000",3,2,"1,608",Sold 05/11/2021
"329 Parmley Ln, Nashville, TN 37207","$390,000",3,3,"1,982",Sold 05/11/2021
"4927 Buena Vista Pike, Nashville, TN 37218","$885,000",--,--,--,Sold 05/10/2021
"978 Youngs Ln UNIT 6, Nashville, TN 37207","$650,000",4,4,"1,772",Sold 05/10/2021
"1713-1713B Nubell St, Nashville, TN 37208","$392,000",3,3,"1,708",Sold 05/10/2021
"2527 Delk Ave, Nashville, TN 37208","$175,000",2,1,720,Sold 05/10/2021
"(undisclosed Address), Nashville, TN 37208","$350,000",3,2,"1,439",Sold 05/10/2021
"1903-1903A 11th Ave N, Nashville, TN 37208","$478,697",4,3,"2,022",Sold 04/29/2021
"6975 Old Hickory Blvd, Whites Creek, TN 37189","$502,500",4,3,"2,583",Sold 04/29/2021
"3216 Curtis St, Nashville, TN 37218","$420,000",3,3,"1,626",Sold 04/29/2021
"1734 24th Ave N, Nashville, TN 37208","$322,500",3,2,"1,333",Sold 04/29/2021
"1922 12th Ave N, Nashville, TN 37208","$549,900",4,5,"2,214",Sold 04/29/2021
"3540 Pewitt Rd, Nashville, TN 37218","$189,500",2,1,924,Sold 04/29/2021
"2407 18th Ave N, Nashville, TN 37208","$232,000",3,2,"1,000",Sold 04/29/2021
"2077 Westchester Dr, Nashville, TN 37207","$336,125",4,3,"1,903",Sold 04/28/2021
"3113 Cliff Dr, Nashville, TN 37218","$600,000",2,1,"2,536",Sold 04/27/2021
