Address,Price,Bedroom,Bathroom,sqft,list-card-variable-text
"5109-5109B Michigan Ave, Nashville, TN 37209","$472,000",2,3,"1,456",Sold 12/02/2021
"1500 Woodmont Blvd, Nashville, TN 37215","$960,000",5,4,"3,556",Sold 12/02/2021
"932 Benton Ave, Nashville, TN 37204","$885,000",3,2,"2,214",Sold 12/02/2021
"2215 Lindell Ave, Nashville, TN 37204","$561,500",3,2,"1,597",Sold 12/02/2021
"2325 Elliston Pl APT 408, Nashville, TN 37203","$272,000",2,2,750,Sold 12/02/2021
"510 Sloan Rd, Nashville, TN 37209","$385,000",2,2,"1,148",Sold 12/02/2021
"5307-5307B Michigan Ave, Nashville, TN 37209","$740,000",4,3,"2,405",Sold 12/01/2021
"5813 Couch Dr, Nashville, TN 37209","$315,000",3,2,"1,216",Sold 12/01/2021
"1212 Laurel St APT 1603, Nashville, TN 37203","$850,000",2,2,"1,079",Sold 11/30/2021
"3000 Poston Ave APT 302, Nashville, TN 37203",$1.00M,3,3,"1,730",Sold 11/30/2021
"700 James Ave APT 16, Nashville, TN 37209","$416,000",2,3,"1,175",Sold 11/30/2021
"920 South St UNIT 209, Nashville, TN 37203","$580,000",1,1,798,Sold 11/30/2021
"1320 Hildreth Dr, Nashville, TN 37215","$975,000",4,4,"2,966",Sold 11/30/2021
"415 Church St APT 1112, Nashville, TN 37219","$35,400",2,2,"1,083",Sold 11/29/2021
"1700 Belcourt Ave #305, Nashville, TN 37212","$492,093",2,2,"1,044",Sold 11/29/2021
"1700 Belcourt Ave APT 101, Nashville, TN 37212","$439,293",2,2,"1,076",Sold 11/29/2021
"1700 Belcourt Ave APT 102, Nashville, TN 37212","$417,893",2,2,979,Sold 11/29/2021
"1312 Hildreth Dr, Nashville, TN 37215","$970,200",4,3,"2,427",Sold 11/23/2021
"515 Basswood Ave #113, Nashville, TN 37209","$165,000",1,1,758,Sold 11/23/2021
"515 Church St UNIT 3806, Nashville, TN 37219","$900,000",2,2,"1,190",Sold 11/23/2021
"511-511A River Rouge Dr, Nashville, TN 37209","$615,000",3,3,"2,380",Sold 11/22/2021
"1204 Tremont St, Nashville, TN 37212","$750,000",4,3,"2,307",Sold 11/22/2021
"1638 54th Ave N #311, Nashville, TN 37209","$305,000",1,1,877,Sold 11/22/2021
"2600 Hillsboro Pike APT 453, Nashville, TN 37212","$409,900",2,2,"1,300",Sold 11/22/2021
"305 37th Ave N, Nashville, TN 37209","$440,000",3,1,"1,373",Sold 11/22/2021
"6730 Pennywell Dr, Nashville, TN 37205","$729,900",3,2,"2,719",Sold 11/22/2021
"1900 Richard Jones Rd APT A209, Nashville, TN 37215","$195,000",1,1,625,Sold 11/19/2021
"3415 W End Ave APT 808, Nashville, TN 37212","$298,650",2,2,"1,103",Sold 11/19/2021
"3425 33rd Ave S, Nashville, TN 37212","$735,000",3,3,"1,890",Sold 11/19/2021
"1818 7th Ave N, Nashville, TN 37208","$604,000",3,3,"1,976",Sold 11/19/2021
"239 White Bridge Pike SUITE 4, Nashville, TN 37209","$560,123",3,4,"2,148",Sold 11/19/2021
"1125 10th Ave N #303, Nashville, TN 37208","$359,900",1,1,784,Sold 11/19/2021
"219 Orlando Ave, Nashville, TN 37209","$355,000",2,1,"1,064",Sold 11/18/2021
"920 South St APT 215, Nashville, TN 37203","$466,555",1,1,732,Sold 11/18/2021
"1630 S Observatory Dr, Nashville, TN 37215","$770,000",4,2,"2,115",Sold 11/18/2021
"1202 Watts Ter, Nashville, TN 37209","$439,999",3,4,"2,000",Sold 11/15/2021
"4602-4602B Illinois Ave, Nashville, TN 37209","$570,000",3,3,"1,938",Sold 11/15/2021
"2201-2201B 24th Ave N, Nashville, TN 37208","$407,000",3,3,"1,500",Sold 11/15/2021
"753-753A 23rd St, Nashville, TN 37209","$375,000",3,2,"1,128",Sold 11/15/2021
"806 Olympic St #212, Nashville, TN 37203","$370,000",1,1,743,Sold 11/15/2021
"1200 Watts Ter, Nashville, TN 37209","$448,499",3,4,"2,000",Sold 11/15/2021
"1808 24th Ave S SUITE 104, Nashville, TN 37212","$520,000",2,2,"1,455",Sold 11/15/2021
"6308 Freedom Dr, Nashville, TN 37209","$440,000",3,2,"1,329",Sold 11/15/2021
"1004 Paris Ave, Nashville, TN 37204","$935,000",--,--,"3,272",Sold 11/15/2021
"6207 California Ave #B, Nashville, TN 37209","$600,000",3,3,"1,868",Sold 11/10/2021
"762 1st Ave N UNIT 762, Nashville, TN 37201","$398,000",1,1,630,Sold 11/10/2021
"121 Hillsboro Pl #E121, Nashville, TN 37215","$370,000",3,2,"1,530",Sold 11/10/2021
"4908-4908B Indiana Ave, Nashville, TN 37209","$599,900",3,3,"1,971",Sold 11/10/2021
"6006 California Ave, Nashville, TN 37209","$342,000",3,1,814,Sold 11/10/2021
"6666 Brookmont Ter APT 611, Nashville, TN 37205","$426,500",3,3,"1,850",Sold 11/10/2021
"806 18th Ave S APT 207, Nashville, TN 37203","$275,000",1,1,600,Sold 11/10/2021
"415 Church St APT 2306, Nashville, TN 37219","$395,000",1,1,741,Sold 11/10/2021
"702 Wedgewood Park APT 505, Nashville, TN 37203","$390,000",2,2,"1,272",Sold 11/10/2021
"4908 Delaware Ave #A, Nashville, TN 37209","$560,000",3,3,"1,306",Sold 11/05/2021
"119 Mason Ave #206, Nashville, TN 37203","$475,000",1,1,791,Sold 11/05/2021
"629-629D James Ave, Nashville, TN 37209","$575,000",4,3,"2,187",Sold 11/05/2021
"1725 26th Ave N, Nashville, TN 37208","$310,500",3,1,816,Sold 11/05/2021
"5107 Indiana Ave, Nashville, TN 37209","$650,000",3,2,"1,700",Sold 11/05/2021
"626 Timber Ln, Nashville, TN 37215","$600,000",2,3,"2,116",Sold 11/05/2021
"819 Summerly Dr, Nashville, TN 37209","$760,000",3,3,"1,755",Sold 11/05/2021
"1204 Alfred Dr, Nashville, TN 37205","$550,000",3,3,"1,860",Sold 11/05/2021
"724 Sweet Cherry Ct, Nashville, TN 37215","$800,000",4,3,"2,800",Sold 11/05/2021
"721 Brook Hollow Rd, Nashville, TN 37205","$585,000",3,2,"1,685",Sold 11/02/2021
"3807 Dartmouth Ave, Nashville, TN 37215","$805,000",3,3,"2,114",Sold 11/02/2021
"600 Chelmsford Pl, Nashville, TN 37215","$978,000",4,4,"4,621",Sold 11/02/2021
"201 Acklen Park Dr APT 33, Nashville, TN 37203","$200,000",1,1,615,Sold 11/02/2021
"2118 Elliott Ave APT 7, Nashville, TN 37204","$660,000",3,4,"2,016",Sold 11/02/2021
"1900 12th Ave S APT 404, Nashville, TN 37203","$306,860",1,1,759,Sold 11/02/2021
"602 Inverness Ave, Nashville, TN 37204","$650,000",3,2,"2,240",Sold 11/01/2021
"1611-1611A Stokes Ln, Nashville, TN 37215","$400,000",2,2,"1,377",Sold 11/01/2021
"231 Rep John Lewis Way N #407, Nashville, TN 37219","$450,000",2,3,"1,283",Sold 11/01/2021
"3901 W End Ave APT 704, Nashville, TN 37205","$538,000",2,3,"1,378",Sold 10/29/2021
"415 Church St APT 1404, Nashville, TN 37219","$371,500",1,1,732,Sold 10/29/2021
"415 Church St APT 2105, Nashville, TN 37219","$355,000",1,1,718,Sold 10/29/2021
"1726 16th Ave N, Nashville, TN 37208","$494,670",4,3,"2,069",Sold 10/29/2021
"301 Demonbreun St UNIT 1903, Nashville, TN 37201","$868,000",2,2,"1,080",Sold 10/29/2021
"700 Church St APT 904, Nashville, TN 37203","$290,000",1,1,786,Sold 10/29/2021
"555 Church St APT 2202, Nashville, TN 37219","$590,000",2,2,"1,184",Sold 10/29/2021
"700 1st Ave N #405, Nashville, TN 37201","$820,000",2,2,"1,074",Sold 10/29/2021
"5413 Michigan Ave, Nashville, TN 37209","$560,000",3,3,"1,938",Sold 10/29/2021
"6505 Premier Dr, Nashville, TN 37209","$365,000",3,1,975,Sold 10/27/2021
"940 1st Ave N, Nashville, TN 37201","$561,000",2,2,996,Sold 10/27/2021
"711 44th Ave N, Nashville, TN 37209","$580,000",3,3,"1,905",Sold 10/27/2021
"3919 Westlawn Pl, Nashville, TN 37209","$285,000",2,2,"1,065",Sold 10/27/2021
"1042 1st Ave N, Nashville, TN 37201","$427,000",1,1,630,Sold 10/27/2021
"707 26th Ave N #1, Nashville, TN 37208","$442,500",2,3,"1,055",Sold 10/27/2021
"500-500B Acklen Park Dr, Nashville, TN 37205","$799,900",3,4,"2,296",Sold 10/26/2021
"231 5th Ave N APT 306, Nashville, TN 37219","$415,000",2,2,"1,184",Sold 10/26/2021
"5513-5513A Winn Ave, Nashville, TN 37209","$529,990",3,3,"2,068",Sold 10/26/2021
"515 Church St UNIT 4306, Nashville, TN 37219","$965,000",2,2,"1,190",Sold 10/22/2021
"700 1st Ave N #304, Nashville, TN 37201","$684,000",2,2,"1,074",Sold 10/21/2021
"1523 21st Ave N #B, Nashville, TN 37208","$480,000",3,3,"1,835",Sold 10/21/2021
"4603-4603B Illinois Ave, Nashville, TN 37209","$607,000",3,3,"2,037",Sold 10/21/2021
"1523 21st Ave N #A, Nashville, TN 37208","$481,578",3,3,"1,835",Sold 10/21/2021
"809 Watts Cir #3, Nashville, TN 37209","$439,999",3,4,"2,000",Sold 10/21/2021
"809 Watts Cir #1, Nashville, TN 37209","$448,499",3,4,"2,000",Sold 10/21/2021
"3640 Mayflower Pl, Nashville, TN 37204","$996,100",4,3,"2,876",Sold 10/21/2021
"809 Watts Cir #2, Nashville, TN 37209","$429,999",3,4,"2,000",Sold 10/21/2021
"3234 Lagrange Dr, Nashville, TN 37218","$264,000",3,1,"1,200",Sold 10/19/2021
"1017 Treaty Oaks Dr, Nashville, TN 37209","$466,000",3,3,"1,560",Sold 10/19/2021
"119 Mason Ave #202, Nashville, TN 37203","$649,900",2,2,"1,225",Sold 10/18/2021
"1116 11th Ave N, Nashville, TN 37208","$675,000",3,4,"1,924",Sold 10/18/2021
"1016 Treaty Oaks Dr UNIT 13, Nashville, TN 37209","$450,000",3,2,"1,404",Sold 10/18/2021
"1125 10th Ave N #408, Nashville, TN 37208","$269,900",Studio,1,545,Sold 10/18/2021
"803 Watts Ln, Nashville, TN 37209","$438,499",3,3,"1,750",Sold 10/18/2021
"3316 Belmont Blvd, Nashville, TN 37215","$410,000",2,3,"1,344",Sold 10/18/2021
"900 Halcyon Ave, Nashville, TN 37204","$987,000",3,3,"2,342",Sold 10/18/2021
"1900 Richard Jones Rd APT A103, Nashville, TN 37215","$195,000",1,1,625,Sold 10/14/2021
"416 Siena Dr, Nashville, TN 37205","$450,000",3,2,"1,593",Sold 10/14/2021
"2609 Alameda St, Nashville, TN 37208","$490,000",3,3,"2,000",Sold 10/14/2021
"1510 Demonbreun St APT 1406, Nashville, TN 37203","$365,000",1,1,785,Sold 10/14/2021
"303 Criddle St APT 112, Nashville, TN 37219","$336,000",1,1,"1,100",Sold 10/14/2021
"1350 Rosa L Parks Blvd APT 419, Nashville, TN 37208","$680,000",2,3,"1,360",Sold 10/13/2021
"2402 Booker St, Nashville, TN 37208","$543,000",3,3,"1,660",Sold 10/13/2021
"2123 Ashwood Ave, Nashville, TN 37212","$925,000",3,2,"2,137",Sold 10/13/2021
"6350 Columbia Ave, Nashville, TN 37209","$389,900",3,2,"1,845",Sold 10/13/2021
