Address,Price,Bedroom,Bathroom,sqft,list-card-variable-text
"1313 Donelson Ave, Old Hickory, TN 37138","$359,900",3,2,"1,319",Sold 11/15/2021
"1305 Sunnymeade Dr, Nashville, TN 37216","$360,000",2,1,"1,102",Sold 11/15/2021
"2156 Bayport Ave, Old Hickory, TN 37138","$290,475",3,3,"1,609",Sold 11/10/2021
"1308 Montgomery Ave #5, Nashville, TN 37207","$584,071",4,4,"1,703",Sold 11/10/2021
"823 Neelys Chase Dr, Madison, TN 37115","$329,250",3,2,"1,346",Sold 11/10/2021
"2919 Davis Ave, Nashville, TN 37216","$780,000",2,1,"1,295",Sold 11/10/2021
"1828 Merritt St, Old Hickory, TN 37138","$402,000",3,2,"1,455",Sold 11/10/2021
"335 Duling Ave, Madison, TN 37115","$380,000",3,3,"1,530",Sold 11/10/2021
"1310 Shelby Ave, Nashville, TN 37206","$500,000",3,1,"1,223",Sold 11/10/2021
"301 Farris Ave, Madison, TN 37115","$260,000",3,2,"1,547",Sold 11/10/2021
"1214 Pennock Ave, Nashville, TN 37207","$386,550",--,--,"1,625",Sold 11/10/2021
"1530 Saunders Ave, Madison, TN 37115","$539,000",4,4,"2,989",Sold 11/05/2021
"412 Lockland Dr, Nashville, TN 37206","$700,000",4,2,"2,079",Sold 11/05/2021
"149 Cumberland Trce, Nashville, TN 37214","$293,500",2,2,"1,404",Sold 11/05/2021
"1022-1022B Cahal Ave, Nashville, TN 37206","$585,000",3,3,"1,940",Sold 11/05/2021
"217 Gentry Ave, Nashville, TN 37206","$550,000",3,3,"1,646",Sold 11/05/2021
"2810 Eastland Ave, Nashville, TN 37206","$614,244",4,4,"2,379",Sold 11/05/2021
"2181 Freeman Ln, Madison, TN 37115","$350,000",3,2,"1,517",Sold 11/05/2021
"1308 Montgomery Ave #8, Nashville, TN 37207","$584,072",4,4,"1,703",Sold 11/04/2021
"1137 Sioux Ter NE, Madison, TN 37115","$310,000",3,2,"1,085",Sold 11/04/2021
"1423 Litton Ave, Nashville, TN 37216","$659,000",4,3,"2,745",Sold 10/29/2021
"825 Delmas Ave, Nashville, TN 37216","$400,000",3,2,"1,406",Sold 10/29/2021
"1516 Preston Dr, Nashville, TN 37206","$420,000",2,1,"1,281",Sold 10/29/2021
"925 Lemont Dr, Nashville, TN 37216","$360,000",2,2,"1,179",Sold 10/29/2021
"1711 Eastside Ave, Nashville, TN 37206","$462,000",2,2,"1,008",Sold 10/29/2021
"1605 Woodland St, Nashville, TN 37206","$925,000",4,3,"2,900",Sold 10/29/2021
"1534 Hudson Rd, Madison, TN 37115","$555,000",4,3,"3,293",Sold 10/29/2021
"251 Riverside Dr, Nashville, TN 37206","$655,000",3,3,"2,309",Sold 10/29/2021
"628 Hadley Village Blvd, Old Hickory, TN 37138","$235,150",2,3,"1,278",Sold 10/29/2021
"923 W Eastland Ave, Nashville, TN 37206","$525,000",3,2,"1,530",Sold 10/26/2021
"420 Walton Ln APT J37, Madison, TN 37115","$110,000",1,1,652,Sold 10/26/2021
"1613 Essex Ave, Nashville, TN 37216","$356,000",2,1,732,Sold 10/25/2021
"216 Walker Ter, Madison, TN 37115","$301,100",3,2,"1,900",Sold 10/25/2021
"915 Beechmont Pl, Nashville, TN 37206","$415,000",3,1,"1,365",Sold 10/25/2021
"1015 Pennock Ave, Nashville, TN 37207","$805,467",4,3,"2,607",Sold 10/22/2021
"443 Lemont Dr, Nashville, TN 37216","$245,000",2,2,871,Sold 10/22/2021
"1219 N 2nd St, Nashville, TN 37207","$740,000",4,3,"2,520",Sold 10/22/2021
"418 Barbara Dr, Madison, TN 37115","$425,000",3,2,"1,381",Sold 10/22/2021
"812 Delmas Ave, Nashville, TN 37216","$598,000",3,3,"1,950",Sold 10/18/2021
"2438 Fairbrook Dr, Nashville, TN 37214","$204,926",2,2,898,Sold 10/18/2021
"3321 Hawkwood Ln, Nashville, TN 37207","$244,000",3,2,"1,081",Sold 10/17/2021
"709 Neelys Bend Rd, Madison, TN 37115","$190,000",3,2,"1,064",Sold 10/15/2021
"2303 Brittany Dr, Nashville, TN 37206","$649,900",4,4,"2,513",Sold 10/15/2021
"211 Queen Ave, Nashville, TN 37207","$320,000",3,2,971,Sold 10/15/2021
"2715-2715B Gear Ave, Nashville, TN 37216","$316,900",2,2,"1,332",Sold 10/15/2021
"1808 Sherwood Ln, Nashville, TN 37216","$415,000",3,1,"1,360",Sold 10/15/2021
"609 S 13th St, Nashville, TN 37206","$950,000",5,4,"3,080",Sold 10/15/2021
"1100 Matthews Pl #A, Nashville, TN 37206","$640,000",3,3,"2,376",Sold 10/13/2021
"3917 Patton Hill Rd N, Nashville, TN 37207","$317,000",3,2,"2,203",Sold 10/12/2021
"1510 Wendell Ave #B, Nashville, TN 37206","$700,000",3,4,"2,558",Sold 10/12/2021
"622 Hadley Village Blvd #622, Old Hickory, TN 37138","$239,900",2,3,"1,278",Sold 10/12/2021
"1146 Harmony Way, Nashville, TN 37207","$595,000",4,4,"2,087",Sold 10/12/2021
"900 Matthews Ave, Nashville, TN 37216","$289,900",2,1,850,Sold 10/12/2021
"2306 Modena Dr, Nashville, TN 37214","$332,000",3,2,"1,189",Sold 10/12/2021
"508 Lawrence St, Old Hickory, TN 37138","$215,500",2,1,926,Sold 10/12/2021
"908 Solley Dr, Nashville, TN 37216","$450,000",3,2,"2,480",Sold 10/12/2021
"2341 Patrick Ave, Old Hickory, TN 37138","$239,050",2,3,"1,177",Sold 10/06/2021
"2711 Donna Hill Dr, Nashville, TN 37214","$529,900",4,3,"1,745",Sold 10/06/2021
"704 N 9th St, Nashville, TN 37206","$254,000",3,1,744,Sold 10/06/2021
"890 Idlewild Dr, Madison, TN 37115","$340,000",3,2,"1,876",Sold 10/06/2021
"1514 Ordway Pl, Nashville, TN 37206","$467,500",3,3,"2,139",Sold 10/06/2021
"200 Bermuda Dr, Nashville, TN 37214","$384,000",3,2,"2,471",Sold 10/06/2021
"2753 Windemere Dr, Nashville, TN 37214","$625,000",4,3,"3,232",Sold 10/06/2021
"113 Gordon Ter, Nashville, TN 37207","$425,000",2,1,"1,144",Sold 10/06/2021
"1216 Joseph Ave, Nashville, TN 37207","$422,000",2,1,897,Sold 10/06/2021
"310 S 7th St, Nashville, TN 37206","$711,000",4,3,"1,806",Sold 10/01/2021
"711 Idlewild Dr, Madison, TN 37115","$365,000",3,3,"1,942",Sold 10/01/2021
"403 Williams Ave, Madison, TN 37115","$285,000",--,--,"1,920",Sold 10/01/2021
"307 Lovell St, Madison, TN 37115","$240,000",--,--,"1,299",Sold 10/01/2021
"309 Lovell St, Madison, TN 37115","$240,000",--,--,"1,299",Sold 10/01/2021
"120 Minnette Ct, Nashville, TN 37207","$355,000",3,2,"1,160",Sold 10/01/2021
"1126 Richmond Dr, Nashville, TN 37216","$536,500",3,2,"1,650",Sold 10/01/2021
"1314 Riverwood Dr, Nashville, TN 37216","$775,000",5,3,"2,313",Sold 10/01/2021
"710 Strickland Dr, Nashville, TN 37206","$430,000",2,3,"1,814",Sold 10/01/2021
"106 N 8th St #3, Nashville, TN 37206","$599,900",3,4,"1,793",Sold 09/30/2021
"636 Hadley Village Blvd, Old Hickory, TN 37138","$225,900",2,3,"1,278",Sold 09/30/2021
"2330 Countess Aly, Nashville, TN 37207","$346,000",3,2,"1,535",Sold 09/30/2021
"2810 Hody Dr N, Nashville, TN 37206","$426,000",3,2,"2,200",Sold 09/29/2021
"1130 Kirkland Ave, Nashville, TN 37216","$547,333",4,2,"2,553",Sold 09/29/2021
"1135 Alandee St, Nashville, TN 37214","$250,500",2,1,808,Sold 09/29/2021
"620 Forest Park Ct, Madison, TN 37115","$285,000",3,2,"1,062",Sold 09/29/2021
"706 Cleves St, Old Hickory, TN 37138","$275,000",3,1,979,Sold 09/29/2021
"3851 Saunders Ave, Nashville, TN 37216","$389,000",3,1,"1,540",Sold 09/29/2021
"850 Rose Park Dr, Nashville, TN 37206","$385,000",2,1,"1,000",Sold 09/24/2021
"1015 Due West Ave N, Madison, TN 37115","$302,000",--,--,"1,764",Sold 09/24/2021
"334 Marshall St, Nashville, TN 37207","$385,000",2,1,917,Sold 09/24/2021
"1620 Porter Ave, Nashville, TN 37206","$385,000",3,2,"1,108",Sold 09/24/2021
"3808 Hutson Ave, Nashville, TN 37216","$475,000",2,3,"1,600",Sold 09/24/2021
"1324 Coreland Dr, Madison, TN 37115","$286,900",3,2,"1,507",Sold 09/23/2021
"632 Hadley Village Blvd, Old Hickory, TN 37138","$218,500",2,3,"1,278",Sold 09/23/2021
"1334 Havenbrook Dr, Nashville, TN 37207","$280,000",3,3,"1,220",Sold 09/23/2021
"3008 Hillhurst Dr, Nashville, TN 37207","$260,000",3,1,"1,558",Sold 09/23/2021
"570 Hidden Acres Dr, Madison, TN 37115","$950,000",3,2,"2,195",Sold 09/20/2021
"119 Porter Ter, Nashville, TN 37206","$319,300",2,3,"1,134",Sold 09/20/2021
"1813 McEwen Ave, Nashville, TN 37206","$725,000",3,3,"2,518",Sold 09/20/2021
"213 N 9th St #A, Nashville, TN 37206","$300,000",1,1,728,Sold 09/20/2021
"1112 McGavock Pike #B, Nashville, TN 37216","$546,450",3,4,"2,118",Sold 09/18/2021
"2909 Branch Ct, Nashville, TN 37216","$375,000",2,1,900,Sold 09/18/2021
"3700 Kennedy Ave, Nashville, TN 37216","$150,000",--,--,--,Sold 09/17/2021
"422 E Palestine Ave, Madison, TN 37115","$207,500",4,4,"1,920",Sold 09/17/2021
"902 Spain Ave, Nashville, TN 37216","$603,618",3,3,"2,214",Sold 09/17/2021
"1333 McAlpine Ave, Nashville, TN 37216","$281,100",2,2,"1,107",Sold 09/16/2021
"146 Piedmont Ave, Nashville, TN 37216","$430,000",2,2,"1,152",Sold 09/16/2021
"905 Spain Ave, Nashville, TN 37216","$250,000",2,1,924,Sold 09/16/2021
"2170B Rock City St, Nashville, TN 37216","$363,000",3,3,"1,500",Sold 09/15/2021
"1718 Ordway Pl, Nashville, TN 37206","$400,000",2,1,832,Sold 09/15/2021
"1560 Joe Pyron Dr, Madison, TN 37115","$256,000",3,2.5,"2,302",Sold 09/15/2021
"2104 Geneiva Dr, Nashville, TN 37216","$369,900",2,1,"1,000",Sold 09/15/2021
"422 E Palestine Ave #A, Madison, TN 37115","$207,500",2,2,960,Sold 09/15/2021
"422 E Palestine Ave #B, Madison, TN 37115","$199,900",2,2,960,Sold 09/15/2021
