Address,Price,Bedroom,Bathroom,sqft,list-card-variable-text
"1026 Fairwin Ave, Nashville, TN 37216","$315,000",5,2,"1,995",Sold 09/25/2020
"507 32nd Ave S, Nashville, TN 37212","$850,000",4,3,"2,135",Sold 04/01/2021
"840 Woodmont Blvd, Nashville, TN 37204","$924,000",5,4,"3,825",Sold 01/11/2021
"408 Caledonian Ct, Nashville, TN 37211","$730,000",4,3,"3,428",Sold 12/13/2021
"1006 Southside Pl, Nashville, TN 37203","$975,000",3,4,"2,540",Sold 12/15/2021
"803 General George Patton Rd, Nashville, TN 37221","$269,000",3,3,"1,794",Sold 10/05/2021
"657 Granwood Blvd, Old Hickory, TN 37138","$348,000",3,2,"1,439",Sold 12/16/2021
"3056 Lebanon Pike, Nashville, TN 37214","$300,000",3,2,"2,418",Sold 06/28/2019
"1221 Pennock Ave, Nashville, TN 37207","$460,000",3,2,"1,500",Sold 10/15/2021
"3834 Dewain Dr, Nashville, TN 37211","$330,100",4,2,"1,794",Sold 08/20/2021
"6245 Del Sol Dr, Whites Creek, TN 37189","$449,900",3,3,"1,778",Sold 12/15/2021
"1008 Meridian St, Nashville, TN 37207","$511,000",4,2,"1,596",Sold 12/16/2021
"1023 Woods Lake Dr, Madison, TN 37115","$255,000",4,3,"1,578",Sold 09/22/2021
"933 Caldwell Ln, Nashville, TN 37204",$1.10M,4,4,"5,093",Sold 05/11/2021
"129 Clearlake Dr E, Nashville, TN 37217","$343,500",4,3,"2,039",Sold 12/16/2021
"253 Warrior Rd, Madison, TN 37115","$220,000",4,2,"1,500",Sold 09/28/2021
"2312 Dennywood Dr, Nashville, TN 37214","$305,000",--,--,"1,325",Sold 12/14/2021
"103 Lewis St, Nashville, TN 37210","$470,000",3,3,"1,856",Sold 12/16/2021
"1412 Laurel Oak Dr, Antioch, TN 37013","$299,000",3,2,"1,105",Sold 12/16/2021
"5026 Franklin Pike, Nashville, TN 37220",$6.75M,6,13,"14,021",Sold 06/01/2021
"1725 Haleys Hope Ct, Nashville, TN 37209","$485,000",4,3,"2,650",Sold 12/13/2021
"4309 Gallatin Pike #H, Nashville, TN 37216","$515,000",2,3,"1,146",Sold 12/16/2021
"4309 Gallatin Pike #L, Nashville, TN 37216","$499,900",2,3,"1,146",Sold 12/14/2021
"3613 Doge Ct, Nashville, TN 37204","$525,000",3,2,"1,557",Sold 12/15/2021
"1429 Ocoee Trl, Madison, TN 37115","$315,000",3,2,"1,182",Sold 12/16/2021
"1606 16th Ave N, Nashville, TN 37208","$481,000",--,--,"2,505",Sold 12/16/2021
"1424-1424B Electric Ave, Nashville, TN 37206","$775,000",4,3,"2,257",Sold 12/15/2021
"1308 Montgomery Ave #2, Nashville, TN 37207","$606,983",4,4,"1,703",Sold 12/10/2021
"1308 Montgomery Ave #4, Nashville, TN 37207","$616,983",4,4,"1,703",Sold 12/10/2021
"1308 Montgomery Ave #3, Nashville, TN 37207","$606,983",4,4,"1,703",Sold 12/08/2021
"2528 Highland Trace Dr, Nashville, TN 37207","$250,000",--,--,"1,566",Sold 12/15/2021
"231 Bell Rd, Nashville, TN 37217","$281,900",3,2,"1,574",Sold 06/30/2021
"19 Shepard St, Nashville, TN 37210","$389,900",3,2.5,"1,629",Sold 11/19/2020
"2522 Sonar St, Nashville, TN 37214","$290,000",3,2,"1,000",Sold 12/16/2021
"7025 Oak Brook Ter, Brentwood, TN 37027","$474,900",3,2,"2,064",Sold 09/10/2021
"640 Vinson Dr, Nashville, TN 37217","$305,000",4,2,"1,953",Sold 07/27/2021
"4309 Gallatin Pike #D, Nashville, TN 37216","$750,000",4,4,"2,103",Sold 12/14/2021
"528 Meade Ave, Nashville, TN 37207","$549,900",3,3,"1,816",Sold 12/15/2021
"530 Meade Ave, Nashville, TN 37207","$549,900",3,3,"1,816",Sold 12/15/2021
"338 Duke St, Nashville, TN 37207","$540,000",3,3,"1,613",Sold 12/01/2021
"4112 Tree Haven Pl, Antioch, TN 37013","$350,940",4,3,"2,548",Sold 12/15/2021
"4116 Tree Haven Pl, Antioch, TN 37013","$329,335",4,3,"2,099",Sold 12/15/2021
"309 Tillman Ln, Nashville, TN 37206","$280,000",3,1,"1,274",Sold 12/14/2021
"1260 Beech Hollow Dr, Nashville, TN 37211","$775,000",4,4,"4,178",Sold 12/15/2021
"4006 Clifton Ave, Nashville, TN 37209","$205,000",3,3,"2,008",Sold 11/09/2020
"683 Harpeth Trace Dr, Nashville, TN 37221","$340,000",2,3,"1,730",Sold 12/06/2021
"1720 Nubell St, Nashville, TN 37208","$220,000",--,--,--,Sold 01/11/2021
"1241 Beech Hollow Dr, Nashville, TN 37211","$567,000",4,3,"3,423",Sold 08/16/2021
"1821 Fox Chase Dr, Goodlettsville, TN 37072","$466,000",3,3,"2,802",Sold 09/07/2021
"8227 Rossi Rd, Brentwood, TN 37027","$329,900",3,3,"1,574",Sold 12/14/2021
"919 Joseph Ave, Nashville, TN 37207","$496,500",3,3,"2,587",Sold 03/05/2019
"3104 Lake Park Dr, Nashville, TN 37211","$335,000",3,2,"1,600",Sold 08/24/2021
"3356 Towneship Rd, Antioch, TN 37013","$219,000",3,3,"1,800",Sold 06/13/2019
"809 Kestenbaum Ct, Antioch, TN 37013","$422,000",3,3,"2,139",Sold 12/15/2021
"1434 12th Ave S, Nashville, TN 37203","$810,000",4,4,"1,804",Sold 12/10/2021
"4309 Gallatin Pike, Nashville, TN 37216","$499,900",2,3,"1,146",Sold 12/13/2021
"1737 Pecan St #6, Nashville, TN 37208","$389,000",3,4,"1,878",Sold 08/09/2019
"524 Ceret Aly, Nashville, TN 37211","$489,900",3,3,"2,660",Sold 05/07/2020
"5786 Stone Brook Dr, Brentwood, TN 37027","$280,000",2,2,"1,116",Sold 12/03/2021
"421 Clearwater Dr, Nashville, TN 37217","$335,000",3,2,"1,850",Sold 12/13/2021
"2154 Brookview Dr, Nashville, TN 37214","$429,900",3,3,"2,164",Sold 12/10/2021
"738 James Ave, Nashville, TN 37209","$425,000",3,3,"2,080",Sold 03/03/2021
"5879 Fredricksburg Dr, Nashville, TN 37215",$5.25M,5,8,"9,814",Sold 12/13/2021
"4704 Reischa Dr, Nashville, TN 37211","$40,000",--,--,--,Sold 09/19/2019
"934 Sharpe Ave, Nashville, TN 37206","$250,000",2,1,726,Sold 03/14/2019
"3250 Cloverwood Dr, Nashville, TN 37214","$226,500",3,2,"1,554",Sold 06/19/2020
"3000 Vanderbilt Pl APT 114, Nashville, TN 37212","$360,000",1,1,704,Sold 12/13/2021
"517 Albany Dr, Hermitage, TN 37076","$420,000",5,3,"2,583",Sold 12/13/2021
"737 Rowan Dr, Nashville, TN 37207","$284,000",3,2,"1,525",Sold 12/10/2021
"2610 Woodberry Dr, Nashville, TN 37214","$365,000",3,1,"1,299",Sold 12/13/2021
"4908 Delaware Ave #G, Nashville, TN 37209","$565,000",3,3,"1,306",Sold 12/07/2021
"2204 Belle Creek Way, Nashville, TN 37221","$415,000",3,3,"1,487",Sold 12/13/2021
"5007 Nevada Ave, Nashville, TN 37209","$700,000",5,4,"2,361",Sold 09/04/2021
"6100 Cane Springs Rd, Antioch, TN 37013","$289,000",3,2,"1,896",Sold 07/08/2019
"105 Timber Ridge Dr, Nashville, TN 37217","$334,000",3,2,"1,482",Sold 12/10/2021
"92 Maury St, Nashville, TN 37210","$449,900",3,3,"1,900",Sold 08/12/2021
"4605 Churchwood Dr, Nashville, TN 37220","$650,000",3,1,"1,706",Sold 02/02/2021
"1213 Shawnee Rd, Madison, TN 37115","$326,800",3,2,"1,837",Sold 11/15/2021
"316 Garrett Dr, Nashville, TN 37211","$320,000",3,1,"2,774",Sold 08/26/2021
"304 Nawakwa Trl, Madison, TN 37115","$475,000",4,4,"3,192",Sold 12/10/2021
"612 21st Ave N APT 213, Nashville, TN 37203","$393,200",2,1,923,Sold 01/14/2020
"325 Duke St #A, Nashville, TN 37207","$535,000",4,3,"1,900",Sold 12/13/2021
"1232 Twin Circle Dr, Nashville, TN 37217","$376,000",3,3,"1,978",Sold 12/10/2021
"916 Due West Ave N, Madison, TN 37115","$350,000",2,1,"1,298",Sold 07/26/2021
"238 Barker Rd, Nashville, TN 37214","$389,000",3,2,"1,525",Sold 12/10/2021
"735 Tulip Grove Rd APT 100, Hermitage, TN 37076","$337,500",3,3,"2,030",Sold 12/10/2021
"640 Pippin Dr, Antioch, TN 37013","$184,000",2,3,"1,288",Sold 07/31/2019
"570 Green Ln, Whites Creek, TN 37189","$435,000",3,3,"2,260",Sold 12/10/2021
"876 Carter St, Nashville, TN 37206","$210,000",3,1,883,Sold 01/24/2019
"2025 Woodmont Blvd APT 234, Nashville, TN 37215","$265,000",2,1,941,Sold 12/10/2021
"415 Church St APT 2401, Nashville, TN 37219",$1.02M,2,2,"1,465",Sold 12/10/2021
"905 Creekedge Ct, Antioch, TN 37013","$465,000",5,3,"3,091",Sold 12/07/2021
"912 Tower Pl, Nashville, TN 37204","$804,000",3,2,"2,319",Sold 05/19/2021
"3276 Hamilton Church Rd, Antioch, TN 37013","$216,000",3,1,"1,536",Sold 03/26/2021
"1026 Treaty Oaks Dr, Nashville, TN 37209","$440,000",3,3,"1,564",Sold 05/20/2021
"1433 Electric Ave, Nashville, TN 37206","$819,900",4,4,"2,888",Sold 04/15/2019
"366 Dade Dr, Nashville, TN 37211","$335,000",3,1,"1,250",Sold 12/10/2021
"705 Ashfield Ct, Nashville, TN 37211","$405,000",3,3,"1,688",Sold 12/10/2021
"613 Big River Run, Antioch, TN 37013","$308,000",3,2,"1,330",Sold 09/10/2021
"3612 Butler Rd, Nashville, TN 37217",$1.06M,4,2.5,"2,183",Sold 11/08/2019
"1903 Valley Park Dr, Nashville, TN 37216","$315,000",3,2,"1,364",Sold 04/05/2019
"1622-1622B Cahal Ave, Nashville, TN 37206","$645,000",4,3,"2,363",Sold 12/10/2021
"5170 Hickory Hollow Pkwy UNIT 905, Antioch, TN 37013","$260,000",2,3,"1,518",Sold 12/10/2021
"404 Chessington Ct, Nashville, TN 37221","$587,500",4,3,"2,736",Sold 12/10/2021
"2604 Lawncrest Dr, Nashville, TN 37210","$550,000",5,4,"3,290",Sold 12/06/2021
"2311 Dalebrook Ct, Nashville, TN 37206","$515,000",3,3,"1,712",Sold 12/10/2021
"209 Willow Ln, Nashville, TN 37211","$415,000",5,2,"2,100",Sold 12/10/2021
"1911 Dahlia Dr, Nashville, TN 37210","$170,000",2,1,827,Sold 12/30/2019
"1436 Tempany Ct, Nashville, TN 37207","$306,500",3,2,"1,192",Sold 08/05/2021
"175 Sophie Dr, Antioch, TN 37013","$366,800",3,4,"2,450",Sold 07/15/2021
"1077 E Trinity Ln APT 405, Nashville, TN 37216","$277,000",1,1,760,Sold 12/06/2021
"205 Dellrose Dr, Nashville, TN 37214","$424,500",5,2,"2,036",Sold 12/06/2021
"313 Ocala Ct S, Nashville, TN 37211","$399,000",3,3,"2,129",Sold 12/01/2021
"2923 Dunmore Dr, Nashville, TN 37214","$272,500",3,1,"1,172",Sold 12/10/2021
"536 Cold Stream Pl, Nashville, TN 37221","$540,000",3,3,"2,301",Sold 12/03/2021
"801 Winthorne Ct, Nashville, TN 37217","$420,000",3,3,"1,800",Sold 12/09/2021
"4309 Gallatin Pike #G, Nashville, TN 37216","$499,900",2,3,"1,146",Sold 12/08/2021
"6218 Deal Ave, Nashville, TN 37209","$268,000",2,2,"1,087",Sold 12/09/2021
"1507 Corder Dr #B, Nashville, TN 37206","$719,900",4,3,"2,634",Sold 12/09/2021
"1400 Rosa L Parks Blvd APT 330, Nashville, TN 37208","$509,000",2,2,"1,370",Sold 06/25/2020
"322 Pullen Ave, Nashville, TN 37207","$480,000",3,2,"1,361",Sold 12/06/2021
"1003 Granada Ave, Nashville, TN 37206","$475,000",3,2,"1,020",Sold 12/09/2021
"806 18th Ave S APT 102, Nashville, TN 37203","$260,000",1,1,600,Sold 12/09/2021
"806 18th Ave S APT 107, Nashville, TN 37203","$265,000",1,1,600,Sold 12/09/2021
"806 18th Ave S APT 108, Nashville, TN 37203","$265,000",1,1,600,Sold 12/09/2021
"411 High St, Nashville, TN 37211","$545,000",3,3,"2,104",Sold 12/09/2021
"3269 New Towne Rd, Antioch, TN 37013","$225,000",3,1,"1,015",Sold 12/08/2021
"237 Colt Dr, Nashville, TN 37221","$292,000",3,1,"1,000",Sold 12/07/2021
"4134 Farmview Dr, Nashville, TN 37218","$290,000",4,2,"1,600",Sold 12/08/2021
"7252 Highway 70 S APT 303, Nashville, TN 37221","$372,000",2,4,"1,899",Sold 12/08/2021
"642 James Ave, Nashville, TN 37209","$355,000",3,1,850,Sold 12/09/2021
"4314 Ashland City Hwy, Nashville, TN 37218","$260,000",4,2,"2,091",Sold 12/09/2021
"700 Copper Branch Rd, Hermitage, TN 37076","$489,990",3,3,"2,120",Sold 12/07/2021
"816 Redfern Ct, Madison, TN 37115","$350,000",3,2,"1,605",Sold 10/26/2021
"8469 Lawson Dr, Antioch, TN 37013","$337,000",3,2,"1,237",Sold 11/06/2021
"3909 Whitland Ave APT 102, Nashville, TN 37205","$240,000",2,1,832,Sold 12/08/2021
"108 Towne Village Ct, Antioch, TN 37013","$252,000",3,2,"1,196",Sold 06/10/2021
"1420 Ocoee Trl, Madison, TN 37115","$245,000",2,1,870,Sold 12/08/2021
"937 31st Ave N, Nashville, TN 37209","$180,000",1,1,607,Sold 06/11/2021
"510 Basswood Ave APT 13, Nashville, TN 37209","$229,900",2,2,"1,154",Sold 12/07/2021
"3728 Hillbrook Dr, Nashville, TN 37211","$320,000",3,2,"1,434",Sold 12/02/2021
"709 32nd Ave N, Nashville, TN 37209","$100,000",3,1,914,Sold 08/23/2021
"2168 Bayport Ave, Old Hickory, TN 37138","$329,900",3,3,"1,609",Sold 12/08/2021
"2166 Bayport Ave, Old Hickory, TN 37138","$320,800",3,3,"1,609",Sold 12/08/2021
