"address/city","address/community","address/neighborhood","address/state","address/streetAddress","address/subdivision","address/zipcode","bathrooms","bedrooms","currency","description","homeStatus","latitude","livingArea","longitude","photos/0","photos/1","photos/2","photos/3","photos/4","photos/5","photos/6","photos/7","photos/8","photos/9","photos/10","photos/11","photos/12","photos/13","photos/14","photos/15","photos/16","photos/17","photos/18","photos/19","photos/20","photos/21","photos/22","photos/23","photos/24","photos/25","photos/26","photos/27","photos/28","photos/29","photos/30","photos/31","photos/32","photos/33","photos/34","photos/35","photos/36","photos/37","photos/38","photos/39","photos/40","photos/41","photos/42","photos/43","photos/44","photos/45","photos/46","photos/47","photos/48","photos/49","photos/50","photos/51","photos/52","photos/53","photos/54","photos/55","photos/56","photos/57","photos/58","photos/59","photos/60","price","url","yearBuilt"
"Nashville",,,"TN","2000 Manchester Ave",,"37218","4","3","USD","Priceless downtown Nashville skyline views! Manchester Heights is a private 8 home enclave with easy Interstate access. Convenient to downtown. Quality new construction. Two car garage! Chef's kitchen with stainless appliances. Quartz, Custom Cabinets, and hardwoods throughout. Gas range. Open floor plan. Luxurious Master Suite.","FOR_SALE","36.193897","1752","-86.83558","https://photos.zillowstatic.com/fp/7e6fc3449ad61634fb007e075c1d952a-p_f.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"550000","https://www.zillow.com/homedetails/2000-Manchester-Ave-Nashville-TN-37218/2067070950_zpid/","2021"
"Nashville",,,"TN","2825 Lake Forest Dr",,"37217","2","3","USD","Close to Priest Lake and Nashboro Village. Brand New AC nit, electrical panel, laminate flooring and tile flooring in the bathroom. Enjoy the cold winter night with some hot cocoa close to the wood-burning fireplace. Conventional or cash. AS-IS                      This won't last long. More photos coming soon.","FOR_SALE","36.09093","1240","-86.61261","https://photos.zillowstatic.com/fp/1947a9d1e4722f7f3f5e88250f2b7022-p_f.jpg","https://photos.zillowstatic.com/fp/1b4e8483420a2f4fdc34c5fd47d4e396-p_f.jpg","https://photos.zillowstatic.com/fp/224beff8db853c46612722e0346086a4-p_f.jpg","https://photos.zillowstatic.com/fp/c434939a5823d74928c572eb045e1199-p_f.jpg","https://photos.zillowstatic.com/fp/90f65ec7ec49e838ca3d7d509f8937a5-p_f.jpg","https://photos.zillowstatic.com/fp/34d7eff658a5d929f11a73e8a82ec7c2-p_f.jpg","https://photos.zillowstatic.com/fp/e690b647f0a5783171207b7925fb3373-p_f.jpg","https://photos.zillowstatic.com/fp/359fa76f89066ac1ae013272bfbf6828-p_f.jpg","https://photos.zillowstatic.com/fp/fe1659f9b9497e390753c6db2c283c0f-p_f.jpg","https://photos.zillowstatic.com/fp/eeaae128a32a408284d2be8aad329bfb-p_f.jpg","https://photos.zillowstatic.com/fp/3fa439451007ea66da64973f3730c973-p_f.jpg","https://photos.zillowstatic.com/fp/0b488c4d845f29f7637acb0b7290b0cc-p_f.jpg","https://photos.zillowstatic.com/fp/d507cf836b4fbda060ea6a84abd9d49f-p_f.jpg","https://photos.zillowstatic.com/fp/dbe2270f6bb220b6e6ea3072372345ef-p_f.jpg","https://photos.zillowstatic.com/fp/52a59cec061c8f9429ad6f3ed783c194-p_f.jpg","https://photos.zillowstatic.com/fp/71601b72d350c31bf105efac40e8bd8f-p_f.jpg","https://photos.zillowstatic.com/fp/bcd0f5a242653f4f58cd99bd837ee162-p_f.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"199900","https://www.zillow.com/homedetails/2825-Lake-Forest-Dr-Nashville-TN-37217/41166788_zpid/","1982"
"Nashville",,,"TN","2006 Manchester Ave",,"37218","4","3","USD","Priceless downtown Nashville skyline views! Manchester Heights is a private 8 home enclave with easy Interstate access. Convenient to downtown. Quality new construction. Two car garage! Chef's kitchen with stainless appliances. Quartz, Custom Cabinets, and hardwoods throughout. Gas range. Open floor plan. Luxurious Master Suite.","FOR_SALE","36.194427","1752","-86.83497","https://photos.zillowstatic.com/fp/7e6fc3449ad61634fb007e075c1d952a-p_f.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"550000","https://www.zillow.com/homedetails/2006-Manchester-Ave-Nashville-TN-37218/2067070926_zpid/","2021"
"Madison",,,"TN","553 Singer Dr",,"37115","2","4","USD","BEAUTIFUL RENOVATION! NEW EVERYTHING! HUGE KITCHEN WITH ISLAND, STAINLESS AND BACKSPLASH. EAT-IN AREA WITH OPEN FLOORPLAN. MASTER ON MAIN LEVEL. HUGE FINISHED BASEMENT WITH FULL BATH AND LAUNDRY ROOM.GARAGE. NEW PAINT, FLOORING, AND PAINT. GREAT NEIGHBORHOOD 15 MINUTES TO NASHVILLE!","RECENTLY_SOLD","36.270317","1700","-86.69745","https://photos.zillowstatic.com/fp/3b6067a0172dea96fc9aec1a20a0aff0-p_f.jpg","https://photos.zillowstatic.com/fp/ca2e98c8bc75d0c808b5a0750b64e099-p_f.jpg","https://photos.zillowstatic.com/fp/cacd4792ba3e6e76543ae0a3c2e4a02d-p_f.jpg","https://photos.zillowstatic.com/fp/ef47b5c4f0f00106e7d65c24d228dd4d-p_f.jpg","https://photos.zillowstatic.com/fp/e46dc5e98c7abb4cbc80442dd382302c-p_f.jpg","https://photos.zillowstatic.com/fp/ef174b677c511a5ba822bd5f8c940ee7-p_f.jpg","https://photos.zillowstatic.com/fp/6718769dbf1fb6e06699daddb80b5720-p_f.jpg","https://photos.zillowstatic.com/fp/1ca6859557306a53d46276666b2c0e53-p_f.jpg","https://photos.zillowstatic.com/fp/1a7b261cf346fee3427dfe8f4ddcfa31-p_f.jpg","https://photos.zillowstatic.com/fp/58852ed790cb12a905cf415d7fe63c00-p_f.jpg","https://photos.zillowstatic.com/fp/d500b5d94781f3743ca6315593ac5fc7-p_f.jpg","https://photos.zillowstatic.com/fp/8325998563089b8cb5975b10c4cc20e8-p_f.jpg","https://photos.zillowstatic.com/fp/c3057c2d3789566d30be40350d23a5b8-p_f.jpg","https://photos.zillowstatic.com/fp/fdf08ccaec76169cd817e1f71f9f6f4d-p_f.jpg","https://photos.zillowstatic.com/fp/b91ec054aeaad85c77de00b8ff119f2d-p_f.jpg","https://photos.zillowstatic.com/fp/47df59cd9b7fc978b433451fe470ad9d-p_f.jpg","https://photos.zillowstatic.com/fp/54a6c38acb6d85492181f208b85fe6fb-p_f.jpg","https://photos.zillowstatic.com/fp/a418f51337c71c3e77254cca1a1622d8-p_f.jpg","https://photos.zillowstatic.com/fp/08c8252a155dc1903016c32c82bc6601-p_f.jpg","https://photos.zillowstatic.com/fp/2ced73b8496fe6c85dc2f4d337dae2ab-p_f.jpg","https://photos.zillowstatic.com/fp/3f2e9c6b767e9acd52464994986b74d5-p_f.jpg","https://photos.zillowstatic.com/fp/c44ef00584c255a7ea5a9bcbdc26e87d-p_f.jpg","https://photos.zillowstatic.com/fp/268d39d3c3ce768d2797e22c00661122-p_f.jpg","https://photos.zillowstatic.com/fp/80be0ca4d18e0d3e9ada24bb52ac6388-p_f.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"364500","https://www.zillow.com/homedetails/553-Singer-Dr-Madison-TN-37115/41059225_zpid/","1971"
"Old Hickory",,,"TN","3044 Lakeshore Dr",,"37138","4","4","USD","Beautiful New Build on Flat Lot within Walking Distance to Lake.","RECENTLY_SOLD","36.24317","3712","-86.630844","https://photos.zillowstatic.com/fp/ba8ed6163cb2a0fd8b51808161a5504b-p_f.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"748150","https://www.zillow.com/homedetails/3044-Lakeshore-Dr-Old-Hickory-TN-37138/41069204_zpid/","2021"
"Nashville",,,"TN","900 19th Ave S APT 1002",,"37212","1","1","USD","Wonderful Midtown/Music Row condo close to Vanderbilt and Belmont University, many shops and restaurants. Desired end unit. Major 2016 remodel included new lighting, new kitchen cabinets, granite countertops/tile backsplash, stainless steel appliances, under cabinet lighting, new flooring, new tub, sink & countertop in bathroom, HVAC.  Water heater replaced in 2019.  Unit has been freshly painted.  1 assigned covered parking spot. Onsite Pool, fitness room, laundry facility and security.  Monthly HOA is $281 which covers water, sewer, trash, exterior maintenance.  Long term rentals allowed.","FOR_SALE","36.148727","550","-86.79583","https://photos.zillowstatic.com/fp/140a5fee0437ef01f13ef41911a9e51f-p_f.jpg","https://photos.zillowstatic.com/fp/623d304d4d0f298545d3bb124a6f385e-p_f.jpg","https://photos.zillowstatic.com/fp/c3428ae6f6117be9eb1de04d939a88e1-p_f.jpg","https://photos.zillowstatic.com/fp/91cecad7321b6f2c4632c4b924f1e908-p_f.jpg","https://photos.zillowstatic.com/fp/bfa710e58ccd1a2eb1689c88cd52ec0d-p_f.jpg","https://photos.zillowstatic.com/fp/9e8b21c0b4a88a455acccf8655bceee9-p_f.jpg","https://photos.zillowstatic.com/fp/7b7a9e5549a8e8f15ee04ad91f0992d3-p_f.jpg","https://photos.zillowstatic.com/fp/7043432f8fe447930f34dde51160fa3f-p_f.jpg","https://photos.zillowstatic.com/fp/eb989e59ebc67f1307f20731d87ff56c-p_f.jpg","https://photos.zillowstatic.com/fp/94cbf54ea662bced3b820f737d9cf617-p_f.jpg","https://photos.zillowstatic.com/fp/e92f50be472ddee1bf18641a5a7646dd-p_f.jpg","https://photos.zillowstatic.com/fp/ed6e3d5985c05b0f8138fc49382bfb8c-p_f.jpg","https://photos.zillowstatic.com/fp/796467ab9bcc7aaec5f2663dc697b8b5-p_f.jpg","https://photos.zillowstatic.com/fp/8ea9aec6cf0d5a2bf243c14e4b1e327b-p_f.jpg","https://photos.zillowstatic.com/fp/d9907eefc874f4f2ec7b05393523d282-p_f.jpg","https://photos.zillowstatic.com/fp/0dbf712165433df86a96d3502cb00493-p_f.jpg","https://photos.zillowstatic.com/fp/c3c02b84458f879cf98d1528a46cff1a-p_f.jpg","https://photos.zillowstatic.com/fp/6684c6673250adaff539489258c290d5-p_f.jpg","https://photos.zillowstatic.com/fp/453c3444a3e19db9ae82c898340996e5-p_f.jpg","https://photos.zillowstatic.com/fp/4038380ec4ac95d8c8c9a5315f81f951-p_f.jpg","https://photos.zillowstatic.com/fp/4527a4624122f7a87549bcffdc92aaf1-p_f.jpg","https://photos.zillowstatic.com/fp/ce8098032021f7c822436d61ea3aa051-p_f.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"235000","https://www.zillow.com/homedetails/900-19th-Ave-S-APT-1002-Nashville-TN-37212/59886599_zpid/","1986"
"Nashville",,,"TN","2200 Pennington Ave",,"37216","4","3","USD","Charming New Construction in popular East Nashville neighborhood.  Stunning entry foyer with mud/drop zone adjacent a side entry two car garage. Yep... TWO CAR GARAGE.  This bright and open floor plan is complimented with sleek black cabinetry and gold accents. Electric fireplace in den. SS appliances. Quartz countertops. Large Standing Shower in Master. Jack and Jill style bathroom with 1/2 BA access to 2nd & 3rd BR's. Corner lot. Back patio with privacy fence. This one really does have it all!","RECENTLY_SOLD","36.198772","2050","-86.73036","https://photos.zillowstatic.com/fp/b56f52cc35aee7d1e1ca598519392a79-p_f.jpg","https://photos.zillowstatic.com/fp/4f684e943c6403676621df1ba3766a98-p_f.jpg","https://photos.zillowstatic.com/fp/6133cb935c4b05f1f4002458609b51a5-p_f.jpg","https://photos.zillowstatic.com/fp/e5e1fb428fbd71b37303aa67e450fa5b-p_f.jpg","https://photos.zillowstatic.com/fp/c5769ad4dcf4c841c5a6da3efd2503b6-p_f.jpg","https://photos.zillowstatic.com/fp/c184a52a6400ecc16b285a6e1fd95d8e-p_f.jpg","https://photos.zillowstatic.com/fp/ac77fa8ac0617e9a0b4bd6c0eb22913d-p_f.jpg","https://photos.zillowstatic.com/fp/8f8cba80c681b64e170b5cf36ed5eebd-p_f.jpg","https://photos.zillowstatic.com/fp/bf6b90e353dc760d749091a7af4ba1ac-p_f.jpg","https://photos.zillowstatic.com/fp/ae8fba19af40fa9a34a3398f6c864024-p_f.jpg","https://photos.zillowstatic.com/fp/a61b2a8531d521a26c87cbcfab5f3319-p_f.jpg","https://photos.zillowstatic.com/fp/934c1bff5e8dd7dda4d231d7f24e5508-p_f.jpg","https://photos.zillowstatic.com/fp/623dd2eb4e1526a9f30a96de44fd0ea6-p_f.jpg","https://photos.zillowstatic.com/fp/39c885d932aa9005b00cc9aae37a8cfb-p_f.jpg","https://photos.zillowstatic.com/fp/27bb1d84a08b6cc8422518dd0af54891-p_f.jpg","https://photos.zillowstatic.com/fp/e5c57c1f217166a390efe43d20fcc76a-p_f.jpg","https://photos.zillowstatic.com/fp/5241ae759000eaf7519d24080d2446cf-p_f.jpg","https://photos.zillowstatic.com/fp/fd664459e15a36a8f8a599bd4c38524f-p_f.jpg","https://photos.zillowstatic.com/fp/eb96c904e2a6147a0f5ac761daaa79a4-p_f.jpg","https://photos.zillowstatic.com/fp/edb2fdae19f710eabdbabea3434ea7ee-p_f.jpg","https://photos.zillowstatic.com/fp/c0aa8870fc091bf1d03eb070c3b402be-p_f.jpg","https://photos.zillowstatic.com/fp/f9bd4906d329910efa43ac5daccf8064-p_f.jpg","https://photos.zillowstatic.com/fp/7f788fcd09cd24be496489a4275151cc-p_f.jpg","https://photos.zillowstatic.com/fp/88c13110d8ebe0f3bf64f08485f0fe71-p_f.jpg","https://photos.zillowstatic.com/fp/d0e35673a2ab1318e744ad151e4fdcfb-p_f.jpg","https://photos.zillowstatic.com/fp/e5eb4560073ed97565a2a0f5c6c024a9-p_f.jpg","https://photos.zillowstatic.com/fp/ee02e895c8aa87ea5d08e8c89a15d028-p_f.jpg","https://photos.zillowstatic.com/fp/cf21ad117cff439ef2bc172d32faa2a6-p_f.jpg","https://photos.zillowstatic.com/fp/a9efff27bc348d6ba80c023d1e7cfffa-p_f.jpg","https://photos.zillowstatic.com/fp/c6e3b59f023f4fd57400015940e99067-p_f.jpg","https://photos.zillowstatic.com/fp/598c4c64b5d71c5ac14b90c202f0049a-p_f.jpg","https://photos.zillowstatic.com/fp/f096b739fe0481fb2653619de9cb4421-p_f.jpg","https://photos.zillowstatic.com/fp/a7979bd3b5d89f98127bd81729a0bd61-p_f.jpg","https://photos.zillowstatic.com/fp/8d132a83f47df1acd10b0f09cf5c35bb-p_f.jpg","https://photos.zillowstatic.com/fp/cee000565d96eda52e08b98584b7aa39-p_f.jpg","https://photos.zillowstatic.com/fp/8463d8a1d72aabff8517ee53e7c97803-p_f.jpg","https://photos.zillowstatic.com/fp/1d1c4636daed1c34c2b088ec291b94d6-p_f.jpg","https://photos.zillowstatic.com/fp/e0296bdbf6c39bba98238117cf2d1989-p_f.jpg",,,,,,,,,,,,,,,,,,,,,,,,"619900","https://www.zillow.com/homedetails/2200-Pennington-Ave-Nashville-TN-37216/2067665007_zpid/","2021"
"Antioch",,,"TN","4613 Billingsgate Rd",,"37013","4","4","USD","Fabulous renovated home just minutes from BNA and major highways. New: electrical, front porch, fireplace, some flooring, windows in the living room, humidity ventilation with 5yr warranty, termite inspection, 1 of 3 HVAC units, paint throughout, exterior light fixtures, doorbell, and 4yr new 25yr roof 25yr warranty and new duct work throughout entire house was done in 2016. 1 year Cinch home warranty, HVAC covered! New plastic sealed crawl space, as well! Lots to be excited about for this one!!","FOR_SALE","36.07771","2636","-86.66921","https://photos.zillowstatic.com/fp/0bb6ef7b2a9c76556041bb7c96ba759e-p_f.jpg","https://photos.zillowstatic.com/fp/5f43ec0fb186f2dfbce39e1d3624dde4-p_f.jpg","https://photos.zillowstatic.com/fp/45368c3d1a95a246a42f2d9988a840ec-p_f.jpg","https://photos.zillowstatic.com/fp/c43163ed33565c25bc91c0fb3cf2f2aa-p_f.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"425000","https://www.zillow.com/homedetails/4613-Billingsgate-Rd-Antioch-TN-37013/41182137_zpid/","1987"
"Hermitage",,,"TN","703 N Chestnut Ct",,"37076","3","3","USD","Beautiful colonial home in the heart of Hermitage! Custom built-ins in 2nd bedroom, large versatile bonus space over garage. You must see the gorgeous, secluded courtyard and patio area to appreciate!! Custom lighting makes it perfect for entertaining day or night! Spacious fenced-in back yard!  Wonderful neighbors in quiet sought after community!  Shoe shelves do not remain.","FOR_SALE","36.225536","2117","-86.59899","https://photos.zillowstatic.com/fp/a0a0bccb7677928301c6a123887216d9-p_f.jpg","https://photos.zillowstatic.com/fp/d0b2c80fea3e499994bc0c5bc6df9375-p_f.jpg","https://photos.zillowstatic.com/fp/4029fc83ff911efe7b95d743dedb8f27-p_f.jpg","https://photos.zillowstatic.com/fp/661fec2c3cef479c48b305499c4f4ba2-p_f.jpg","https://photos.zillowstatic.com/fp/fef399a3b4aac500b06b319f7cf826bd-p_f.jpg","https://photos.zillowstatic.com/fp/5d60786e120c0023697181c24895a7c8-p_f.jpg","https://photos.zillowstatic.com/fp/adaff6e5288034fc70b266d8add5d379-p_f.jpg","https://photos.zillowstatic.com/fp/342fc4df2c3bf4545231ffbc6768b8c8-p_f.jpg","https://photos.zillowstatic.com/fp/14d6731748e676f0e38a2daa66a027fb-p_f.jpg","https://photos.zillowstatic.com/fp/67c5db846c6acb4412735d3134c2111e-p_f.jpg","https://photos.zillowstatic.com/fp/421e2ac642441e694f312e75a7a0725a-p_f.jpg","https://photos.zillowstatic.com/fp/8d89e00518f0203c2d421c6260a04326-p_f.jpg","https://photos.zillowstatic.com/fp/85a1a6bf2c5e8def5c9786af51ba93ff-p_f.jpg","https://photos.zillowstatic.com/fp/4636728ab1d38c409e223d27db5aaafd-p_f.jpg","https://photos.zillowstatic.com/fp/1937f602a4e9e432202cc5e8a1a3c562-p_f.jpg","https://photos.zillowstatic.com/fp/26cb3ae05d83add8fe2b50e5e74bc151-p_f.jpg","https://photos.zillowstatic.com/fp/c97dc3f76012a8aafd5ee163497f1d54-p_f.jpg","https://photos.zillowstatic.com/fp/ea7b7be70ad4cfbcde73493d61d7282f-p_f.jpg","https://photos.zillowstatic.com/fp/97b45e9f03e12f0850ea6655b68894fb-p_f.jpg","https://photos.zillowstatic.com/fp/f692f2a5d2dcbfdec48626965408d864-p_f.jpg","https://photos.zillowstatic.com/fp/2bfc1e52b0f32f8fed5e9e744ed7dbac-p_f.jpg","https://photos.zillowstatic.com/fp/20d45721c233851e65bb38ab00acf348-p_f.jpg","https://photos.zillowstatic.com/fp/8e4125fdc3c1b3052f1e7b9bd441651c-p_f.jpg","https://photos.zillowstatic.com/fp/40ce1fca7b666ee749d1702ab313646d-p_f.jpg","https://photos.zillowstatic.com/fp/1f019dfb1c021e50de2e5431251936c0-p_f.jpg","https://photos.zillowstatic.com/fp/8c4048f067834731311c57047566a418-p_f.jpg","https://photos.zillowstatic.com/fp/998ff78222201fa755db3d22f7e81363-p_f.jpg","https://photos.zillowstatic.com/fp/d51668958f9cf41aa6371a16791ae9d4-p_f.jpg","https://photos.zillowstatic.com/fp/d35950175e02f8433d986847c872938b-p_f.jpg","https://photos.zillowstatic.com/fp/7bfa9be7940a42ab160720cd824c268f-p_f.jpg","https://photos.zillowstatic.com/fp/4bdaf0550c7979834538f12d0610a33b-p_f.jpg","https://photos.zillowstatic.com/fp/689b383411b0349256a57231f59a2b8e-p_f.jpg","https://photos.zillowstatic.com/fp/8097e093c9eb2440b6fd49279172fac8-p_f.jpg","https://photos.zillowstatic.com/fp/08ca886b5b586e075c1f31c6b1b80a3e-p_f.jpg","https://photos.zillowstatic.com/fp/84730b088fc0e117112237aa2a89f4ef-p_f.jpg","https://photos.zillowstatic.com/fp/fdd6e877afc6c5b10d29aa7b973625ab-p_f.jpg","https://photos.zillowstatic.com/fp/6b8719c97980b4c11d2a536a638f31a5-p_f.jpg","https://photos.zillowstatic.com/fp/9f6f06276e6fb106a8617abab45306e7-p_f.jpg","https://photos.zillowstatic.com/fp/a6a86077c9a4245d1cc351d286a023e9-p_f.jpg","https://photos.zillowstatic.com/fp/e3994e502e8c034a75546a6691c16ab5-p_f.jpg","https://photos.zillowstatic.com/fp/882aade55bb887327f861e59dec52e43-p_f.jpg","https://photos.zillowstatic.com/fp/f19d6c5aee76cd0fd778960f44ca9688-p_f.jpg","https://photos.zillowstatic.com/fp/5c1921e5e68e6f7024dfaec045962a6d-p_f.jpg","https://photos.zillowstatic.com/fp/35cf94f617c5a2bf4a8fe359f7b88ae3-p_f.jpg","https://photos.zillowstatic.com/fp/3337f33fcafd66118b507e258780aedf-p_f.jpg","https://photos.zillowstatic.com/fp/77cf1ddf3e5adf75752bc35d70ba2007-p_f.jpg","https://photos.zillowstatic.com/fp/1ca3afb5881a8c371a378c3fa260d8ce-p_f.jpg","https://photos.zillowstatic.com/fp/cc5780b56504cef322961e17a59b6af8-p_f.jpg","https://photos.zillowstatic.com/fp/5fd8ed83d01137d3f302af7d09a1342c-p_f.jpg","https://photos.zillowstatic.com/fp/be79b4852e8167eba8ab759d8b3c2906-p_f.jpg","https://photos.zillowstatic.com/fp/4fe53171653058790c732fbba710c45b-p_f.jpg","https://photos.zillowstatic.com/fp/af4a1c605609466b66eac4cc5f8f29d8-p_f.jpg","https://photos.zillowstatic.com/fp/4c7ba57f9d1c737a22b459446bddc06d-p_f.jpg","https://photos.zillowstatic.com/fp/3042238a8e57bf313950835c334d0ba6-p_f.jpg","https://photos.zillowstatic.com/fp/e8437e827729a1f47063378e11f9e4e2-p_f.jpg","https://photos.zillowstatic.com/fp/20109f8148c2b741c9f8e3167ca29b11-p_f.jpg","https://photos.zillowstatic.com/fp/2bd3caae2de2444d7447ae7e123bfb7c-p_f.jpg","https://photos.zillowstatic.com/fp/487d65703d29719ee46661a0fb3e4ad6-p_f.jpg","https://photos.zillowstatic.com/fp/92ab21538f28cee964aac56372ba993c-p_f.jpg","https://photos.zillowstatic.com/fp/6146ec0c7635aad50ecb25236247e5d8-p_f.jpg","https://photos.zillowstatic.com/fp/34b57515b91c1cb9b8c8d49ad8d7a3fe-p_f.jpg","399999","https://www.zillow.com/homedetails/703-N-Chestnut-Ct-Hermitage-TN-37076/41079718_zpid/","1986"
"Old Hickory",,,"TN","426 Hadleys Bend Blvd",,"37138","2","3","USD","Cute one level home tucked away in Old Hickory!  This home features a zoned 3 bedroom package with 2 full bathrooms.  The galley style kitchen opens up into the dining room and there is plenty of room in the back yard for all of your outdoor needs.  With a little TLC, this home is just waiting to shine!","RECENTLY_SOLD","36.229904","1114","-86.63404","https://photos.zillowstatic.com/fp/58c7d921e8d4c6ebde6a46744337a395-p_f.jpg","https://photos.zillowstatic.com/fp/03b96a740ec43028bc54849c6bc5da42-p_f.jpg","https://photos.zillowstatic.com/fp/e45114da3993e5a2dc490bd9b912a895-p_f.jpg","https://photos.zillowstatic.com/fp/ada718f63c9ed2ce0d2109f7b3eece51-p_f.jpg","https://photos.zillowstatic.com/fp/b2b4d1926fd02af26c65724d3475e994-p_f.jpg","https://photos.zillowstatic.com/fp/0281b6452d9a89f7bf47903ea1956095-p_f.jpg","https://photos.zillowstatic.com/fp/b889c520cc0607793f8e606f611f61cc-p_f.jpg","https://photos.zillowstatic.com/fp/888a545a8b7be306935bed918c6b80c9-p_f.jpg","https://photos.zillowstatic.com/fp/1d218687a8c20180eeb0861c20c194cd-p_f.jpg","https://photos.zillowstatic.com/fp/7e3b76fe13529eb5c7b4dc8d69bf1c2f-p_f.jpg","https://photos.zillowstatic.com/fp/b0c426fd2520ac8298c65cf18680a73c-p_f.jpg","https://photos.zillowstatic.com/fp/6792064a4ac420105d114af4419a48b9-p_f.jpg","https://photos.zillowstatic.com/fp/4cc82fa3ddf4562ada1cf0ebf1244f23-p_f.jpg","https://photos.zillowstatic.com/fp/b6f669e9e0d9eb8df70eac0cce5ed2a5-p_f.jpg","https://photos.zillowstatic.com/fp/0b43ea5818d59611dca7ca478db5dfeb-p_f.jpg","https://photos.zillowstatic.com/fp/0442aa00d4bcc73573e9084615211934-p_f.jpg","https://photos.zillowstatic.com/fp/f7205ad1121ebefe131aef1efee258b8-p_f.jpg","https://photos.zillowstatic.com/fp/cc9bed597f893a7779ba84a1d1e26c84-p_f.jpg","https://photos.zillowstatic.com/fp/272ff573cf36bd071477231075cb9ee2-p_f.jpg","https://photos.zillowstatic.com/fp/0e71978674270007067eb9c974f20453-p_f.jpg","https://photos.zillowstatic.com/fp/ff9228168b6361132fb2b66a8e8b6a5e-p_f.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"240000","https://www.zillow.com/homedetails/426-Hadleys-Bend-Blvd-Old-Hickory-TN-37138/41078331_zpid/","2006"
