SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,August-31-2020,Single Family Residential,5325 Overton Rd,Nashville,TN,37220,551900,4,2.5,Haileywood Estates,2415,21780,1969,,229,,Sold,,,https://www.redfin.com/TN/Nashville/5325-Overton-Rd-37220/home/103663031,REALTRACS,2165041,N,Y,36.0570569,-86.7632806
PAST SALE,July-24-2020,Single Family Residential,3034 Ewingdale Dr,Nashville,TN,37207,243900,3,2.5,Brookview,2033,6534,2005,,120,18,Sold,,,https://www.redfin.com/TN/Nashville/3034-Ewingdale-Dr-37207/home/108014966,REALTRACS,2158062,N,Y,36.2345668,-86.7932941
PAST SALE,February-26-2021,Single Family Residential,106 Spero Rd,Goodlettsville,TN,37072,260000,3,2.0,Blair Manor,1700,41382,1963,,153,,Sold,,,https://www.redfin.com/TN/Goodlettsville/106-Spero-Rd-37072/home/108052162,REALTRACS,2213084,N,Y,36.2894108,-86.7270395
PAST SALE,August-26-2021,Townhouse,513 Almonte Ct,Nashville,TN,37215,810000,3,3.5,The Hillsborough,3194,1742,1986,,254,488,Sold,,,https://www.redfin.com/TN/Nashville/513-Almonte-Ct-37215/home/60659120,REALTRACS,2274756,N,Y,36.0917619,-86.8292703
PAST SALE,October-11-2019,Single Family Residential,512 Cody Hill Ct,Nashville,TN,37211,309000,3,2.5,Bradford Hills,2584,,1993,,120,10,Sold,,,https://www.redfin.com/TN/Nashville/512-Cody-Hill-Ct-37211/home/108012542,REALTRACS,2072025,N,Y,36.025157,-86.721592
PAST SALE,June-29-2020,Single Family Residential,2521 Jones Ave,Nashville,TN,37207,330000,3,2.0,Joywood Heights,1360,13068,1955,,243,,Sold,,,https://www.redfin.com/TN/Nashville/2521-Jones-Ave-37207/home/60802089,REALTRACS,2154022,N,Y,36.2119541,-86.7562898
PAST SALE,January-15-2021,Single Family Residential,889 Pin Oak Dr,Antioch,TN,37013,265000,3,2.0,Hallmark,1515,5227,2018,,175,,Sold,,,https://www.redfin.com/TN/Antioch/889-Pin-Oak-Dr-37013/unit-187/home/144425702,REALTRACS,2214575,N,Y,36.0510904,-86.5897606
PAST SALE,March-1-2021,Single Family Residential,2914 Susan Dr,Nashville,TN,37214,264000,2,1.0,Cloverhill,792,10890,1953,,333,,Sold,,,https://www.redfin.com/TN/Nashville/2914-Susan-Dr-37214/home/108124975,REALTRACS,2216281,N,Y,36.1595968,-86.6551761
PAST SALE,September-11-2020,Single Family Residential,7516 Old Harding Pike,Nashville,TN,37221,360000,3,2.0,River Plantation,2034,13939,1988,,177,35,Sold,,,https://www.redfin.com/TN/Nashville/7516-Old-Harding-Pike-37221/home/108090209,REALTRACS,2175217,N,Y,36.062685,-86.9428154
PAST SALE,November-1-2019,Single Family Residential,5232 Almadale Cir,Brentwood,TN,37027,492500,5,3.5,Brownstone,3229,11325,2001,,153,30,Sold,,,https://www.redfin.com/TN/Brentwood/5232-Almadale-Cir-37027/home/105524178,REALTRACS,2074022,N,Y,36.0351535,-86.754542
PAST SALE,December-20-2019,Single Family Residential,1314 Greenwood Ave,Nashville,TN,37206,481150,4,2.0,Grissim & Blackman,1906,9583,1940,,252,,Sold,,,https://www.redfin.com/TN/Nashville/1314-Greenwood-Ave-37206/home/60809867,REALTRACS,2094341,N,Y,36.189797,-86.742452
PAST SALE,May-8-2020,Single Family Residential,2050 Elliott Ave,Nashville,TN,37204,415000,2,2.5,Waverly Place II Townhomes,1333,435,2005,,311,195,Sold,,,https://www.redfin.com/TN/Nashville/2050-Elliott-Ave-37204/home/108017028,REALTRACS,2133853,N,Y,36.1308716,-86.7804881
PAST SALE,May-14-2021,Condo/Co-op,850 Kirkwood Ave Unit B,Nashville,TN,37204,289900,2,1.0,Kirkwood Glen,864,871,1959,,336,220,Sold,,,https://www.redfin.com/TN/Nashville/850-Kirkwood-Ave-37204/unit-B/home/101643885,REALTRACS,2242674,N,Y,36.120882,-86.78221
PAST SALE,May-7-2020,Single Family Residential,709 Hayling Ct,Hermitage,TN,37076,237900,3,2.0,Wembley Downs,1332,3920,1992,,179,19,Sold,,,https://www.redfin.com/TN/Hermitage/709-Hayling-Ct-37076/home/104202443,REALTRACS,2137238,N,Y,36.2209045,-86.5999354
PAST SALE,June-3-2021,Single Family Residential,2076 Stanford Village Dr,Antioch,TN,37013,336000,3,2.5,Stanford Village,1641,9147,2001,,205,25,Sold,,,https://www.redfin.com/TN/Antioch/2076-Stanford-Village-Dr-37013/home/108098604,REALTRACS,2249303,N,Y,36.0215742,-86.6890057
PAST SALE,June-26-2020,Single Family Residential,2624 Avery Park Dr,Nashville,TN,37211,285000,3,2.5,Lenox Village,1544,2613,2008,,185,138,Sold,,,https://www.redfin.com/TN/Nashville/2624-Avery-Park-Dr-37211/home/108108010,REALTRACS,2153418,N,Y,36.0195087,-86.7017787
PAST SALE,May-4-2020,Condo/Co-op,2506 Vaulx Ln,Nashville,TN,37204,690000,3,2.5,Townhomes At 2504 Vaulx Av,2135,1742,2012,,323,,Sold,,,https://www.redfin.com/TN/Nashville/2506-Vaulx-Ln-37204/home/108112824,REALTRACS,2135844,N,Y,36.1245514,-86.7812323
PAST SALE,May-22-2020,Townhouse,227B Orlando Ave,Nashville,TN,37209,325000,2,2.5,Orlando Place,1340,,2002,,243,151,Sold,,,https://www.redfin.com/TN/Nashville/227B-Orlando-Ave-37209/home/105435761,REALTRACS,2142555,N,Y,36.14716,-86.856827
PAST SALE,September-15-2021,Multi-Family (2-4 Unit),2504 Mcginnis Dr,Nashville,TN,37216,375000,4,2.0,Moss Rose Estates,1920,10454,1979,,195,,Sold,,,https://www.redfin.com/TN/Nashville/2504-McGinnis-Dr-37216/home/108078390,REALTRACS,2279515,N,Y,36.2005087,-86.7012057
PAST SALE,September-28-2021,Townhouse,8207 Sawyer Brown Rd Unit G2,Nashville,TN,37221,245000,2,1.5,River Plantation,1152,435,1972,,213,260,Sold,,,https://www.redfin.com/TN/Nashville/8207-Sawyer-Brown-Rd-37221/unit-G2/home/108114788,REALTRACS,2284075,N,Y,36.0750471,-86.9479915
PAST SALE,August-27-2021,Single Family Residential,702 Ries Ave,Nashville,TN,37209,325000,3,1.0,Moss Wood,912,8276,1960,,356,,Sold,,,https://www.redfin.com/TN/Nashville/702-Ries-Ave-37209/home/101096944,REALTRACS,2277242,N,Y,36.1602809,-86.8727828
PAST SALE,February-26-2021,Single Family Residential,598 Hill Creek Dr,Nashville,TN,37211,345000,4,2.0,Candlestick Farms,1799,19602,1965,,192,,Sold,,,https://www.redfin.com/TN/Nashville/598-Hill-Creek-Dr-37211/home/60845692,REALTRACS,2211213,N,Y,36.0628772,-86.7360385
PAST SALE,January-10-2020,Condo/Co-op,1505B 61st Ave N,Nashville,TN,37209,399900,3,3.0,1505 61st Avenue North Hom,1984,,2018,,202,,Sold,,,https://www.redfin.com/TN/Nashville/1505B-61st-Ave-N-37209/home/144920723,REALTRACS,2089148,N,Y,36.1661646,-86.8603854
PAST SALE,December-16-2019,Single Family Residential,7125 Riverfront Dr,Nashville,TN,37221,305000,3,2.5,Riverwalk,1735,6969,2006,,176,67,Sold,,,https://www.redfin.com/TN/Nashville/7125-Riverfront-Dr-37221/home/83874312,REALTRACS,2097296,N,Y,36.0913512,-87.0069148
PAST SALE,February-13-2020,Single Family Residential,2921 Lera Jones Dr,Antioch,TN,37013,227000,3,2.0,West Lake,1473,11325,1993,,154,,Sold,,,https://www.redfin.com/TN/Antioch/2921-Lera-Jones-Dr-37013/home/108099592,REALTRACS,2116726,N,Y,36.0748948,-86.6151422
PAST SALE,March-29-2021,Single Family Residential,3117 Barksdale Harbor Dr,Nashville,TN,37214,293000,3,2.5,River Trace Estates,1425,10018,2001,,206,10,Sold,,,https://www.redfin.com/TN/Nashville/3117-Barksdale-Harbor-Dr-37214/home/104491788,REALTRACS,2233429,N,Y,36.2380866,-86.6966903
PAST SALE,December-13-2018,Single Family Residential,6520 Chessington Dr,Nashville,TN,37221,365000,4,2.5,Poplar Creek Estates,2993,7405,2002,,122,17,Sold,,,https://www.redfin.com/TN/Nashville/6520-Chessington-Dr-37221/home/68774280,REALTRACS,1983317,N,Y,36.0483796,-86.9606589
PAST SALE,August-5-2021,Single Family Residential,118 Postwood Pl,Nashville,TN,37205,760000,3,2.5,Postwood,2760,5662,1984,,275,100,Sold,,,https://www.redfin.com/TN/Nashville/118-Postwood-Pl-37205/home/108035667,REALTRACS,2256939,N,Y,36.1271468,-86.8511787
PAST SALE,July-17-2020,Single Family Residential,313 Cleveland St,Nashville,TN,37207,436000,2,2.0,J M Eatherly,1506,8276,1920,,290,,Sold,,,https://www.redfin.com/TN/Nashville/313-Cleveland-St-37207/home/60854649,REALTRACS,2161156,N,Y,36.1872212,-86.7667167
PAST SALE,December-16-2019,Single Family Residential,1837 Kaylee Meadow Ln,Hermitage,TN,37076,420000,5,3.5,Meadows Of Seven Points,3435,15681,2005,,122,17,Sold,,,https://www.redfin.com/TN/Hermitage/1837-Kaylee-Meadow-Ln-37076/home/108106852,REALTRACS,2077579,N,Y,36.1538367,-86.5765448
PAST SALE,June-3-2019,Single Family Residential,1501 Porter Rd,Nashville,TN,37206,430000,4,3.5,1501 Porter Rd & 94 McKenn,2396,1306,2018,,179,,Sold,,,https://www.redfin.com/TN/Nashville/1501-Porter-Rd-37206/home/144497771,REALTRACS,2024927,N,Y,36.1933208,-86.7260177
PAST SALE,October-15-2020,Single Family Residential,420 Barkley Ct,Antioch,TN,37013,272000,3,2.0,Oak Highlands,1593,6098,1988,,171,15,Sold,,,https://www.redfin.com/TN/Antioch/420-Barkley-Ct-37013/home/108014145,REALTRACS,2179630,N,Y,36.0366041,-86.6785977
PAST SALE,September-25-2020,Single Family Residential,7338 Harper Rd,Joelton,TN,37080,172000,2,1.0,Joelton,1128,60548,1947,,152,,Sold,,,https://www.redfin.com/TN/Joelton/7338-Harper-Rd-37080/home/87817606,REALTRACS,2178170,N,Y,36.3397946,-86.9119008
PAST SALE,October-22-2019,Single Family Residential,502 Landmark Ct,Nashville,TN,37211,263000,2,2.5,Landmark Townhomes,1669,871,2009,,158,124,Sold,,,https://www.redfin.com/TN/Nashville/502-Landmark-Ct-37211/home/108131544,REALTRACS,2076249,N,Y,36.0678238,-86.7244456
PAST SALE,July-30-2020,Single Family Residential,481 Summit Oaks Dr,Nashville,TN,37221,459900,4,3.0,Summit Oaks,2810,7840,2007,,164,30,Sold,,,https://www.redfin.com/TN/Nashville/481-Summit-Oaks-Dr-37221/home/108019560,REALTRACS,2160475,N,Y,36.0785287,-86.9216778
PAST SALE,September-22-2020,Single Family Residential,3821 Grant Ridge Ln,Antioch,TN,37013,290000,3,2.0,Hidden Creek,1895,6969,2005,,153,21,Sold,,,https://www.redfin.com/TN/Antioch/3821-Grant-Ridge-Ln-37013/home/60859445,REALTRACS,2174994,N,Y,36.0213741,-86.6728145
PAST SALE,October-10-2019,Single Family Residential,2547 Val Marie Dr,Madison,TN,37115,300000,3,2.5,Enclave At Twin Hills,1878,2178,2016,,160,17,Sold,,,https://www.redfin.com/TN/Madison/2547-Val-Marie-Dr-37115/home/101365468,REALTRACS,2064673,N,Y,36.2934241,-86.6834473
PAST SALE,June-21-2021,Single Family Residential,1827 Cephas St,Nashville,TN,37208,460000,3,2.0,Cephas Woodard,1779,5662,2017,,259,,Sold,,,https://www.redfin.com/TN/Nashville/1827-Cephas-St-37208/home/87804189,REALTRACS,2253455,N,Y,36.1820588,-86.8065578
PAST SALE,July-30-2020,Single Family Residential,1057 Beech Tree Ln,Brentwood,TN,37027,549900,4,3.5,Cottonport Plantation,3715,12632,1990,,148,59,Sold,,,https://www.redfin.com/TN/Brentwood/1057-Beech-Tree-Ln-37027/home/60759335,REALTRACS,2162549,N,Y,36.0255814,-86.7553668
PAST SALE,January-19-2021,Single Family Residential,113 Asbee Ct,Goodlettsville,TN,37072,265000,3,2.0,Windsor Green,1620,5662,1985,,164,25,Sold,,,https://www.redfin.com/TN/Goodlettsville/113-Asbee-Ct-37072/home/108072861,REALTRACS,2207573,N,Y,36.314135,-86.692271
PAST SALE,January-25-2019,Single Family Residential,800 Bloomdale Trce,Hermitage,TN,37076,298000,3,3.0,Tulip Grove Pointe,1885,7405,2016,,158,30,Sold,,,https://www.redfin.com/TN/Hermitage/800-Bloomdale-Trce-37076/home/96096780,REALTRACS,1991116,N,Y,36.1822882,-86.5986403
PAST SALE,January-19-2021,Townhouse,855 S Douglas Ave,Nashville,TN,37204,367000,2,2.5,Waverly Place II Townhomes,1116,435,2005,,329,189,Sold,,,https://www.redfin.com/TN/Nashville/855-S-Douglas-Ave-37204/home/108029211,REALTRACS,2201135,N,Y,36.130903,-86.779889
PAST SALE,December-10-2020,Single Family Residential,515 N 17th St,Nashville,TN,37206,425000,2,2.0,W L Horns Spout Spring,998,4791,1925,,426,,Sold,,,https://www.redfin.com/TN/Nashville/515-N-17th-St-37206/home/87815254,REALTRACS,2197557,N,Y,36.1821318,-86.7383174
PAST SALE,,Single Family Residential,518 E Maple St,Madison,TN,37115,184830,2,1.0,,757,9148,1935,,244,,,,,https://www.redfin.com/TN/Madison/518-E-Maple-St-37115/home/60735994,,,N,Y,36.26124,-86.7020859
PAST SALE,February-23-2021,Townhouse,1023 Treaty Oaks Dr,Nashville,TN,37209,405000,3,3.0,Treaty Oaks Cottages,1500,871,2017,,270,130,Sold,,,https://www.redfin.com/TN/Nashville/1023-Treaty-Oaks-Dr-37209/home/112481777,REALTRACS,2224329,N,Y,36.162335,-86.8594041
PAST SALE,April-20-2021,Single Family Residential,627 Skyview Dr,Nashville,TN,37206,400000,3,1.0,Rolling Acres,1704,11325,1945,,235,,Sold,,,https://www.redfin.com/TN/Nashville/627-Skyview-Dr-37206/home/108124220,REALTRACS,2231104,N,Y,36.1800263,-86.7314414
PAST SALE,November-18-2019,Single Family Residential,900 19th Ave S Apt 1006,Nashville,TN,37212,290000,2,2.0,University Square,1100,,1986,,264,561,Sold,,,https://www.redfin.com/TN/Nashville/900-19th-Ave-S-37212/unit-1006/home/108028777,REALTRACS,2091397,N,Y,36.1480136,-86.7957078
PAST SALE,April-1-2020,Single Family Residential,727 Kendall Dr,Nashville,TN,37209,359000,2,1.5,Brookside Courts,1214,11761,1955,,296,,Sold,,,https://www.redfin.com/TN/Nashville/727-Kendall-Dr-37209/home/60797205,REALTRACS,2121145,N,Y,36.1354341,-86.8628293
PAST SALE,February-27-2020,Single Family Residential,210 Macfie Dr,Madison,TN,37115,176875,2,2.5,Cedar Bluff,1360,4356,1984,,130,,Sold,,,https://www.redfin.com/TN/Madison/210-Macfie-Dr-37115/home/107983486,REALTRACS,2108394,N,Y,36.2840446,-86.7131814
PAST SALE,June-16-2020,Single Family Residential,2400 Brittany Dr,Nashville,TN,37206,300000,4,3.0,Fortland Park,2357,14374,1991,,127,,Sold,,,https://www.redfin.com/TN/Nashville/2400-Brittany-Dr-37206/unit-B/home/60721306,REALTRACS,2150376,N,Y,36.1758631,-86.7228342
PAST SALE,February-14-2020,Single Family Residential,511 Stevenson St,Nashville,TN,37209,300000,4,2.0,West Nashville Heights,1862,8276,1940,,161,,Sold,,,https://www.redfin.com/TN/Nashville/511-Stevenson-St-37209/home/108081085,REALTRACS,2113195,N,Y,36.1516109,-86.8666566
PAST SALE,July-13-2019,Single Family Residential,508 Stardale Way,Antioch,TN,37013,270000,4,2.5,Summerfield Village,2065,6534,2004,,131,,Sold,,,https://www.redfin.com/TN/Antioch/508-Stardale-Way-37013/home/108062384,REALTRACS,2046124,N,Y,36.0471678,-86.6158483
PAST SALE,August-30-2019,Single Family Residential,1112 Cabana Dr,Nashville,TN,37214,170000,2,1.0,Patio Villa,1065,7405,1986,,160,,Sold,,,https://www.redfin.com/TN/Nashville/1112-Cabana-Dr-37214/home/108049238,REALTRACS,2070379,N,Y,36.1454932,-86.6419396
PAST SALE,May-21-2021,Single Family Residential,1324 Love Joy Ct,Nashville,TN,37216,325000,3,2.0,Ellis Estates,1176,8276,1989,,276,,Sold,,,https://www.redfin.com/TN/Nashville/1324-Love-Joy-Ct-37216/home/68761349,REALTRACS,2242987,N,Y,36.2066589,-86.7273525
PAST SALE,June-26-2020,Townhouse,1819A 5th Ave N,Nashville,TN,37208,529900,3,3.5,Germantown/Salemtown,2312,8276,2013,,229,,Sold,,,https://www.redfin.com/TN/Nashville/1819A-5th-Ave-N-37208/home/147978543,REALTRACS,2152065,N,Y,36.1848897,-86.7950949
PAST SALE,June-14-2019,Single Family Residential,2857 Paddle Wheel Dr,Nashville,TN,37214,292000,3,2.5,Abbington Park,1833,7405,2004,,159,22,Sold,,,https://www.redfin.com/TN/Nashville/2857-Paddle-Wheel-Dr-37214/home/60751670,REALTRACS,2035791,N,Y,36.2329335,-86.6925217
PAST SALE,July-4-2019,Single Family Residential,806 Potter Ln,Nashville,TN,37206,499900,4,3.0,Rosewood Heights,2890,15245,1956,,173,,Sold,,,https://www.redfin.com/TN/Nashville/806-Potter-Ln-37206/home/68842996,REALTRACS,2036031,N,Y,36.1792735,-86.7158723
PAST SALE,October-26-2021,Condo/Co-op,2025 Woodmont Blvd #242,Nashville,TN,37215,215550,1,1.0,Hillmont Condominiums,623,435,1995,,346,460,Sold,,,https://www.redfin.com/TN/Nashville/2025-Woodmont-Blvd-37215/unit-242/home/79143296,REALTRACS,2298498,N,Y,36.1133465,-86.8103463
PAST SALE,June-4-2020,Condo/Co-op,3308 Elkins Ave Unit B,Nashville,TN,37209,342500,3,2.0,3308 Elkins Ave,1470,871,2005,,233,,Sold,,,https://www.redfin.com/TN/Nashville/3308-Elkins-Ave-37209/unit-B/home/108136309,REALTRACS,2137717,N,Y,36.150852,-86.824568
PAST SALE,September-30-2019,Single Family Residential,609 Poplar Creek Trace Ct,Nashville,TN,37221,377500,3,3.0,Poplar Creek Estates,2583,9583,1995,,146,18,Sold,,,https://www.redfin.com/TN/Nashville/609-Poplar-Creek-Trace-Ct-37221/home/60820081,REALTRACS,2072214,N,Y,36.0527055,-86.9596497
PAST SALE,July-22-2020,Single Family Residential,904 Haven Crest Dr,Hermitage,TN,37076,272500,3,2.5,Hermitage Hills,1728,12196,1974,,158,,Sold,,,https://www.redfin.com/TN/Hermitage/904-Haven-Crest-Dr-37076/home/108063664,REALTRACS,2160039,N,Y,36.2100433,-86.6322738
PAST SALE,May-26-2020,Single Family Residential,5713 Saint Charles Ct,Hermitage,TN,37076,355000,3,2.5,St Charles Place,2168,19602,1986,,164,,Sold,,,https://www.redfin.com/TN/Hermitage/5713-St-Charles-Ct-37076/home/102804298,REALTRACS,2141520,N,Y,36.1656054,-86.5858906
PAST SALE,December-9-2020,Single Family Residential,710 Old Glenrose Ave,Nashville,TN,37210,346750,3,2.0,730 Old Glenrose Ave,1723,13503,1922,,201,,Sold,,,https://www.redfin.com/TN/Nashville/710-Old-Glenrose-Ave-37210/home/87806087,REALTRACS,2158980,N,Y,36.1196041,-86.7286901
PAST SALE,November-18-2020,Townhouse,2715 Smith Springs Rd,Nashville,TN,37217,225000,3,2.0,Spring View Townhomes,2000,1306,1984,,113,190,Sold,,,https://www.redfin.com/TN/Nashville/2715-Smith-Springs-Rd-37217/home/60650982,REALTRACS,2193727,N,Y,36.0894733,-86.624853
PAST SALE,December-17-2020,Condo/Co-op,420 Elysian Fields Rd Unit B12,Nashville,TN,37211,129900,2,2.0,Village At Grassmere,936,871,1969,,139,250,Sold,,,https://www.redfin.com/TN/Nashville/420-Elysian-Fields-Rd-37211/unit-B12/home/68700394,REALTRACS,2198719,N,Y,36.086456,-86.7321429
PAST SALE,November-1-2021,Single Family Residential,8057 Brockman Ln,Nashville,TN,37211,515000,3,2.5,Delvin Downs,2652,8712,2019,,194,22,Sold,,,https://www.redfin.com/TN/Antioch/8057-Brockman-Ln-37211/home/146177136,REALTRACS,2295930,N,Y,36.0198269,-86.6926738
PAST SALE,May-12-2021,Single Family Residential,1613 Jacksons Valley Pl,Hermitage,TN,37076,361000,3,2.0,Ridgemere,1895,16117,1992,,191,,Sold,,,https://www.redfin.com/TN/Hermitage/1613-Jacksons-Valley-Pl-37076/home/107977773,REALTRACS,2243115,N,Y,36.188682,-86.6039739
PAST SALE,October-28-2021,Multi-Family (2-4 Unit),200 Tuckahoe Sq W,Nashville,TN,37207,271200,6,2.0,Tuckahoe Square,1911,14810,1985,,142,,Sold,,,https://www.redfin.com/TN/Nashville/200-Tuckahoe-Sq-W-37207/home/64815075,REALTRACS,2279516,N,Y,36.2599163,-86.7661277
PAST SALE,September-17-2021,Single Family Residential,1964 Waterford Dr,Old Hickory,TN,37138,335000,3,2.0,Waterford,1760,7840,1994,,190,31,Sold,,,https://www.redfin.com/TN/Old-Hickory/1964-Waterford-Dr-37138/home/68827257,REALTRACS,2281346,N,Y,36.2485186,-86.6560512
PAST SALE,May-28-2019,Single Family Residential,3805 Leona Pass,Hermitage,TN,37076,440000,4,3.5,Meadows Of Seven Points,3272,14374,2009,,134,25,Sold,,,https://www.redfin.com/TN/Hermitage/3805-Leona-Pass-37076/home/108059072,REALTRACS,2024205,N,Y,36.1494524,-86.5714199
PAST SALE,March-8-2019,Single Family Residential,4991 Barella,Antioch,TN,37013,218000,4,2.0,Haywood Hills,2100,13068,1975,,104,,Sold,,,https://www.redfin.com/TN/Antioch/4991-Barella-Dr-37013/home/105720912,REALTRACS,2007468,N,Y,36.0616036,-86.6832788
PAST SALE,February-4-2021,Single Family Residential,1240 Bending Creek Dr,Antioch,TN,37013,280000,3,2.5,Mill Run,1458,5227,2000,,192,23,Sold,,,https://www.redfin.com/TN/Antioch/1240-Bending-Creek-Dr-37013/home/108015473,REALTRACS,2216414,N,Y,36.0191319,-86.6831018
PAST SALE,December-2-2019,Single Family Residential,411 Northwind Ct,Goodlettsville,TN,37072,339900,4,2.5,Ridge Mont Estates,3522,57934,1981,,97,,Sold,,,https://www.redfin.com/TN/Goodlettsville/411-Northwind-Ct-37072/home/86132156,REALTRACS,2054930,N,Y,36.2889292,-86.7357634
PAST SALE,February-11-2021,Single Family Residential,296 Paragon Mills Rd,Nashville,TN,37211,280600,3,2.0,Greenwood Hills,1368,11325,1976,,205,,Sold,,,https://www.redfin.com/TN/Nashville/296-Paragon-Mills-Rd-37211/home/69079364,REALTRACS,2222005,N,Y,36.0876735,-86.7113729
PAST SALE,March-4-2021,Single Family Residential,4016 Outer Dr,Nashville,TN,37204,1792500,5,5.5,Rolling Meadows,4753,20473,2018,,377,,Sold,,,https://www.redfin.com/TN/Nashville/4016-Outer-Dr-37204/home/68813016,REALTRACS,2221812,N,Y,36.1021812,-86.7823823
PAST SALE,May-28-2021,Single Family Residential,1014A Burchwood,Nashville,TN,37216,620000,3,2.5,The Cottages,2408,3920,2016,,257,,Sold,,,https://www.redfin.com/TN/Nashville/1014-Burchwood-Ave-37216/unit-A/home/112379481,REALTRACS,2244929,N,Y,36.2015858,-86.742541
PAST SALE,September-30-2019,Single Family Residential,7116 Riverfront Dr,Nashville,TN,37221,348000,3,2.5,Riverwalk,2296,6534,2006,,152,67,Sold,,,https://www.redfin.com/TN/Nashville/7116-Riverfront-Dr-37221/home/108108076,REALTRACS,2071824,N,Y,36.0911274,-87.0064459
PAST SALE,February-4-2021,Single Family Residential,4812 Medalist Cir,Hermitage,TN,37076,487900,4,2.5,The Reserve At Stone Hall,2752,9583,2015,,177,63,Sold,,,https://www.redfin.com/TN/Hermitage/4812-Medalist-Cir-37076/home/68550395,REALTRACS,2213111,N,Y,36.1917245,-86.6368215
PAST SALE,October-30-2020,Single Family Residential,3016 Bromley Way,Antioch,TN,37013,287500,3,2.0,Cambridge Forest,1968,6534,2003,,146,14,Sold,,,https://www.redfin.com/TN/Antioch/3016-Bromley-Way-37013/home/60819266,REALTRACS,2183303,N,Y,36.0695177,-86.6518299
PAST SALE,July-6-2020,Single Family Residential,4921 Darlington Dr,Nashville,TN,37211,358000,3,2.0,Caldwell Country Estates,1703,14810,1962,,210,,Sold,,,https://www.redfin.com/TN/Nashville/4921-Darlington-Dr-37211/home/108007045,REALTRACS,2143522,N,Y,36.0729167,-86.7399056
PAST SALE,October-3-2019,Single Family Residential,2407 8th Ave S Apt 506,Nashville,TN,37204,260000,1,1.0,Eighth South Mixed-Use,671,,2017,,387,153,Sold,,,https://www.redfin.com/TN/Nashville/2407-8th-Ave-S-37204/unit-506/home/143982276,REALTRACS,2068357,N,Y,36.1256854,-86.7772199
PAST SALE,September-21-2020,Single Family Residential,3233 Moorewood Dr,Nashville,TN,37207,280000,3,1.5,Parkwood Estates,1450,10018,1961,,193,,Sold,,,https://www.redfin.com/TN/Nashville/3233-Moorewood-Dr-37207/home/108119038,REALTRACS,2179875,N,Y,36.2378061,-86.7735489
PAST SALE,August-5-2021,Single Family Residential,7620 Staffordshire Dr,Nashville,TN,37221,475000,3,2.5,Sheffield On The Harpeth,1843,11325,1987,,258,75,Sold,,,https://www.redfin.com/TN/Nashville/7620-Staffordshire-Dr-37221/home/60866359,REALTRACS,2267139,N,Y,36.0640803,-86.9716672
PAST SALE,February-19-2021,Single Family Residential,239 5th Ave N #401,Nashville,TN,37219,289000,1,1.0,Kress Lofts,635,1306,1900,,455,239,Sold,,,https://www.redfin.com/TN/Nashville/239-Rep-John-Lewis-Way-N-37219/unit-401/home/60658568,REALTRACS,2211072,N,Y,36.1642156,-86.7810476
PAST SALE,August-22-2019,Condo/Co-op,4487 Post Pl Apt 163,Nashville,TN,37205,285500,2,2.0,Lions Head,1514,,1975,,189,320,Sold,,,https://www.redfin.com/TN/Nashville/4487-Post-Pl-37205/unit-163/home/79427333,REALTRACS,2046094,N,Y,36.1304659,-86.8503846
PAST SALE,April-30-2021,Condo/Co-op,2020 Beech Ave Unit C2,Nashville,TN,37204,182000,1,1.0,Beechtree,625,871,1961,,291,185,Sold,,,https://www.redfin.com/TN/Nashville/2020-Beech-Ave-37204/unit-C2/home/108013476,REALTRACS,2228355,N,Y,36.132084,-86.7802428
PAST SALE,September-30-2020,Condo/Co-op,2626 Nashboro Blvd,Nashville,TN,37217,225000,2,2.5,Nashboro Village Tr 21,1761,1306,2006,,128,90,Sold,,,https://www.redfin.com/TN/Nashville/2626-Nashboro-Blvd-37217/home/60647284,REALTRACS,2178905,N,Y,36.093416,-86.634451
PAST SALE,November-12-2020,Single Family Residential,718 Harpeth Knoll Ct,Nashville,TN,37221,360000,3,3.0,Harpeth Valley Park,2213,18295,1968,,163,,Sold,,,https://www.redfin.com/TN/Nashville/718-Harpeth-Knoll-Ct-37221/home/87824037,REALTRACS,2197031,N,Y,36.057965,-86.934879
PAST SALE,June-26-2020,Single Family Residential,2517 Ravine Dr,Nashville,TN,37217,301900,3,2.5,Nashboro Village Tracts 8-,2392,10890,1986,,126,29,Sold,,,https://www.redfin.com/TN/Nashville/2517-Ravine-Dr-37217/home/68802439,REALTRACS,2156997,N,Y,36.0826514,-86.6360949
PAST SALE,March-26-2019,Condo/Co-op,86 Pepper Ridge Cir #86,Antioch,TN,37013,166000,2,2.0,Pepper Ridge,1428,,1994,,116,225,Sold,,,https://www.redfin.com/TN/Antioch/86-Pepper-Ridge-Cir-37013/unit-86/home/147950339,REALTRACS,2010021,N,Y,36.074639,-86.663332
