SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,July-9-2021,Single Family Residential,159 Tusculum Rd,Antioch,TN,37013,250000,2,1.0,Colemont,1024,15681,1940,,244,,Sold,,,https://www.redfin.com/TN/Antioch/159-Tusculum-Rd-37013/home/107991062,REALTRACS,2253578,N,Y,36.0535182,-86.6911305
PAST SALE,June-28-2021,Single Family Residential,6940 Stone Run Dr,Nashville,TN,37211,470500,4,2.5,Stone Creek Park,2632,9583,1998,,179,35,Sold,,,https://www.redfin.com/TN/Nashville/6940-Stone-Run-Dr-37211/home/60714697,REALTRACS,2254366,N,Y,36.0115386,-86.7224626
PAST SALE,May-24-2019,Single Family Residential,1845 Annalee Dr,Antioch,TN,37013,249900,3,2.5,Cane Ridge Farms,1566,7840,2001,,160,30,Sold,,,https://www.redfin.com/TN/Antioch/1845-Annalee-Dr-37013/home/108105900,REALTRACS,2026911,N,Y,36.0214518,-86.6511313
PAST SALE,July-22-2019,Single Family Residential,101 Holt Br,Nashville,TN,37211,460000,4,2.5,Stone Creek Park,3428,10018,1997,,134,35,Sold,,,https://www.redfin.com/TN/Nashville/101-Holt-Rd-37211/home/173410055,REALTRACS,2047847,N,Y,36.01132965,-86.72286224
PAST SALE,September-29-2021,Single Family Residential,37 Nickleby Down,Brentwood,TN,37027,645000,4,2.5,Copperfield,4260,5662,1996,,151,65,Sold,,,https://www.redfin.com/TN/Brentwood/37-Nickleby-Down-37027/home/108057618,REALTRACS,2275002,N,Y,36.0362897,-86.7486695
PAST SALE,October-29-2021,Condo/Co-op,214 Highland Villa Cir,Nashville,TN,37211,286000,3,2.5,Highland Villa,1624,871,1986,,176,250,Sold,,,https://www.redfin.com/TN/Nashville/214-Highland-Villa-Cir-37211/home/60653044,REALTRACS,2290957,N,Y,36.0412726,-86.7381738
PAST SALE,May-27-2021,Single Family Residential,8268 Tapoco Ln,Brentwood,TN,37027,450000,3,2.5,Culbertson View,2392,5227,2016,,188,35,Sold,,,https://www.redfin.com/TN/BRENTWOOD/8268-TAPOCO-LN-37027/home/102392945,REALTRACS,2242383,N,Y,36.008656,-86.690343
PAST SALE,October-25-2020,Townhouse,8502 Calistoga Way,Brentwood,TN,37027,260000,3,2.5,Villas At Concord Place,1595,871,2006,,163,126,Sold,,,https://www.redfin.com/TN/Brentwood/8502-Calistoga-Way-37027/home/82406224,REALTRACS,2179685,N,Y,36.0016828,-86.6923337
PAST SALE,April-30-2021,Single Family Residential,1241 Lighthouse Pl,Brentwood,TN,37027,558000,4,2.5,Banbury Crossing,2833,11325,2005,,197,40,Sold,,,https://www.redfin.com/TN/Brentwood/1241-Lighthouse-Pl-37027/home/68833949,REALTRACS,2239187,N,Y,36.021572,-86.7499228
PAST SALE,January-15-2019,Single Family Residential,6304 Wildwood Valley Dr,Brentwood,TN,37027,702500,5,3.5,Wildwood Valley Estates,3585,47044,1967,,196,,Sold,,,https://www.redfin.com/TN/Brentwood/6304-Wildwood-Valley-Dr-37027/home/60694796,REALTRACS,1972979,N,Y,36.0445022,-86.8556177
PAST SALE,May-24-2019,Single Family Residential,3272 Cain Harbor Dr,Nashville,TN,37214,264000,4,2.5,River Trace Estates,1900,10018,2002,,139,,Sold,,,https://www.redfin.com/TN/Nashville/3272-Cain-Harbor-Dr-37214/home/108014347,REALTRACS,2029777,N,Y,36.2388737,-86.6960611
PAST SALE,May-31-2019,Single Family Residential,2207 Pennington Bend Rd # 3,Nashville,TN,37214,645000,5,4.0,River View,3458,21780,2017,,187,,Sold,,,https://www.redfin.com/TN/Nashville/2207-Pennington-Bend-Rd-37214/unit-3/home/144497200,REALTRACS,2031769,N,Y,36.2186449,-86.7054473
PAST SALE,July-9-2021,Single Family Residential,2210 Lebanon Pike,Nashville,TN,37214,499900,3,2.5,Four Acres,3159,44431,1951,,158,,Sold,,,https://www.redfin.com/TN/Nashville/2210-Lebanon-Pike-37214/home/108025276,REALTRACS,2255023,N,Y,36.1681441,-86.6933691
PAST SALE,August-20-2021,Condo/Co-op,2197 Nolensville Pike #316,Nashville,TN,37211,210000,1,1.0,Park At Melrose Heights,675,871,2014,,311,142,Sold,,,https://www.redfin.com/TN/Nashville/2197-Nolensville-Pike-37211/unit-316/home/102803773,REALTRACS,2265251,N,Y,36.126547,-86.7540903
PAST SALE,July-14-2021,Townhouse,8664 Gauphin Pl,Nashville,TN,37211,308000,2,1.5,Lenox Village,1404,1742,2005,,219,145,Sold,,,https://www.redfin.com/TN/Nashville/8664-Gauphin-Pl-37211/home/68702627,REALTRACS,2261146,N,Y,36.023192,-86.7071969
PAST SALE,July-8-2021,Single Family Residential,5888 Woodlands Ave,Nashville,TN,37211,380000,4,3.0,The Woodlands,1910,7840,1992,,199,26,Sold,,,https://www.redfin.com/TN/Nashville/5888-Woodlands-Ave-37211/home/60838041,REALTRACS,2259056,N,Y,36.0374938,-86.7234238
PAST SALE,October-8-2021,Single Family Residential,204 Manatee Ct,Antioch,TN,37013,295000,3,2.0,Barclay Square,2100,9147,1973,,140,,Sold,,,https://www.redfin.com/TN/Antioch/204-Manatee-Ct-37013/home/60722981,REALTRACS,2289849,N,Y,36.0696548,-86.6660075
PAST SALE,July-29-2019,Single Family Residential,2913 Chesney Ct,Hermitage,TN,37076,255000,3,2.5,Chesney Glen,1511,7840,1997,,169,20,Sold,,,https://www.redfin.com/TN/Hermitage/2913-Chesney-Ct-37076/home/60807164,REALTRACS,2047118,N,Y,36.1866021,-86.5846008
PAST SALE,February-23-2021,Single Family Residential,1414 Timber Valley Dr,Nashville,TN,37214,230000,5,2.0,Percy Priest Woods,1872,4791,1984,,123,,Sold,,,https://www.redfin.com/TN/Nashville/1414-Timber-Valley-Dr-37214/home/108053303,REALTRACS,2223439,N,Y,36.1291096,-86.6377663
PAST SALE,July-8-2021,Townhouse,3567 Gondola Dr,Antioch,TN,37013,200000,2,1.5,Chelsea Of Priest Lake,1152,4791,1985,,174,,Sold,,,https://www.redfin.com/TN/Antioch/3567-Gondola-Dr-37013/home/108008141,REALTRACS,2259775,N,Y,36.082916,-86.600048
PAST SALE,November-10-2020,Single Family Residential,640 River Ridge Ct,Nashville,TN,37221,395000,3,2.0,Rolling River Estates,2308,14810,1978,,171,48,Sold,,,https://www.redfin.com/TN/Nashville/640-River-Ridge-Ct-37221/home/108027443,REALTRACS,2198634,N,Y,36.0638037,-86.969346
PAST SALE,May-11-2021,Condo/Co-op,223 Wynbrook Ct,Nashville,TN,37221,265000,2,2.5,Wynbrook,1422,871,1987,,186,289,Sold,,,https://www.redfin.com/TN/Nashville/223-Wynbrook-Ct-37221/home/108131705,REALTRACS,2247253,N,Y,36.071174,-86.92846
PAST SALE,August-16-2021,Single Family Residential,1810 Fatherland St,Nashville,TN,37206,595000,3,1.5,Priest Home Place,1488,7405,1930,,400,,Sold,,,https://www.redfin.com/TN/Nashville/1810-Fatherland-St-37206/home/107996742,REALTRACS,2272515,N,Y,36.1727483,-86.7376102
PAST SALE,May-28-2021,Condo/Co-op,505 Churchill Xing,Madison,TN,37115,185000,2,2.0,Churchill Crossing,1127,871,1998,,164,150,Sold,,,https://www.redfin.com/TN/Madison/505-Churchill-Xing-37115/home/107992965,REALTRACS,2242266,N,Y,36.301862,-86.689103
PAST SALE,March-22-2019,Single Family Residential,3949 Lloyd Rd,Whites Creek,TN,37189,680000,6,4.5,Ole Orchard,6365,43560,2007,,107,,Sold,,,https://www.redfin.com/TN/Whites-Creek/3949-Lloyd-Rd-37189/home/108101933,REALTRACS,2007794,N,Y,36.252997,-86.8344664
PAST SALE,December-28-2018,Single Family Residential,3269 River Walk Dr,Nashville,TN,37214,310000,4,2.5,Rivers Edge,2654,7840,1999,,117,25,Sold,,,https://www.redfin.com/TN/Nashville/3269-River-Walk-Dr-37214/home/108113083,REALTRACS,1987596,N,Y,36.1776254,-86.6394003
PAST SALE,September-22-2021,Single Family Residential,6343 Clarksville Pike,Joelton,TN,37080,262200,3,2.0,Joelton,1446,148104,1930,,181,,Sold,,,https://www.redfin.com/TN/Joelton/6343-Clarksville-Pike-37080/home/108071962,REALTRACS,2277240,N,Y,36.3185983,-86.8923702
PAST SALE,October-12-2021,Single Family Residential,2635 River Meade Way,Nashville,TN,37214,383000,3,2.5,River Glen,1444,3049,2005,,265,18,Sold,,,https://www.redfin.com/TN/Nashville/2635-River-Meade-Way-37214/home/107988961,REALTRACS,2289654,N,Y,36.2416315,-86.7024314
PAST SALE,May-10-2019,Single Family Residential,600 12th Ave S Apt 1002,Nashville,TN,37203,389000,1,1.0,Icon In The Gulch,882,,2008,,441,401,Sold,,,https://www.redfin.com/TN/Nashville/600-12th-Ave-S-37203/unit-1002/home/108139153,REALTRACS,2029245,N,Y,36.151562,-86.7838862
PAST SALE,October-21-2021,Multi-Family (2-4 Unit),114C Hillcrest Dr,Madison,TN,37115,395000,4,4.0,Yowell Place,3120,21780,1945,,127,,Sold,,,https://www.redfin.com/TN/Madison/114C-Hillcrest-Dr-37115/home/103740793,REALTRACS,2280868,N,Y,36.2628315,-86.6942201
PAST SALE,August-26-2021,Single Family Residential,2406 N 16th St,Nashville,TN,37206,475000,3,2.0,G A Pickups,2205,10018,2000,,215,,Sold,,,https://www.redfin.com/TN/Nashville/2406-N-16th-St-37206/home/60808740,REALTRACS,2273225,N,Y,36.1935313,-86.7368636
PAST SALE,September-9-2021,Single Family Residential,6016 Baltic Dr,Hermitage,TN,37076,285000,3,1.0,Dodson Heights,1325,7405,1964,,215,,Sold,,,https://www.redfin.com/TN/Hermitage/6016-Baltic-Dr-37076/home/107985120,REALTRACS,2279396,N,Y,36.1902932,-86.6197899
PAST SALE,January-9-2020,Single Family Residential,1710 12th Ave N,Nashville,TN,37208,410500,4,2.5,D T McGavock & Others,1860,7840,2017,,221,,Sold,,,https://www.redfin.com/TN/Nashville/1710-12th-Ave-N-37208/home/102802967,REALTRACS,2094362,N,Y,36.1791823,-86.8051453
PAST SALE,July-31-2019,Single Family Residential,508 S Stonegate Dr,Antioch,TN,37013,230000,3,2.0,Peppertree Forest,1914,12632,1993,,120,,Sold,,,https://www.redfin.com/TN/Antioch/508-S-Stonegate-Ct-37013/home/108132163,REALTRACS,2048250,N,Y,36.0386141,-86.5819052
PAST SALE,October-10-2019,Single Family Residential,5040 English Village Dr,Nashville,TN,37211,289900,3,2.5,Villages Of Brentwood,1632,6534,1985,,178,2,Sold,,,https://www.redfin.com/TN/Nashville/5040-English-Village-Dr-37211/home/68858832,REALTRACS,2072133,N,Y,36.04505,-86.7328163
PAST SALE,August-20-2021,Single Family Residential,189 53rd Ave N,Nashville,TN,37209,425000,2,1.0,Sylvan Park,993,6098,1963,,428,,Sold,,,https://www.redfin.com/TN/Nashville/189-53rd-Ave-N-37209/home/87805309,REALTRACS,2279517,N,Y,36.1453429,-86.8510314
PAST SALE,March-11-2019,Single Family Residential,2012 Forrest Green Dr,Nashville,TN,37216,330000,4,2.0,Henderson Gardens,1600,20908,1964,,206,,Sold,,,https://www.redfin.com/TN/Nashville/2012-Forrest-Green-Dr-37216/home/108084753,REALTRACS,1992950,N,Y,36.196624,-86.7059131
PAST SALE,September-23-2021,Condo/Co-op,5756 Brentwood Trce,Brentwood,TN,37027,230000,2,1.0,Brentwood Trace,992,871,1979,,232,200,Sold,,,https://www.redfin.com/TN/Brentwood/5756-Brentwood-Trce-37027/home/108012445,REALTRACS,2287488,N,Y,36.039459,-86.775522
PAST SALE,July-24-2020,Townhouse,922 General George Patton Rd,Nashville,TN,37221,276000,3,2.5,River Plantation,1780,871,1981,,155,190,Sold,,,https://www.redfin.com/TN/Nashville/922-General-George-Patton-Rd-37221/home/79030022,REALTRACS,2153866,N,Y,36.066253,-86.947158
PAST SALE,April-22-2021,Townhouse,500 Paragon Mills Rd Unit E2,Nashville,TN,37211,175000,2,1.5,Canterbury Hall,986,435,1969,,177,215,Sold,,,https://www.redfin.com/TN/Nashville/500-Paragon-Mills-Rd-37211/unit-E2/home/87823121,REALTRACS,2235526,N,Y,36.0888067,-86.7256639
PAST SALE,April-7-2021,Single Family Residential,3033 Summercrest Trl,Antioch,TN,37013,345000,4,2.5,Summerfield Village,2688,6534,2002,,128,33,Sold,,,https://www.redfin.com/TN/Antioch/3033-Summercrest-Trl-37013/home/108115745,REALTRACS,2230077,N,Y,36.0457956,-86.6215229
PAST SALE,June-10-2020,Single Family Residential,1701 Boxwood Dr,Nashville,TN,37211,420000,3,2.5,The Woodlands,2291,6534,2015,,183,,Sold,,,https://www.redfin.com/TN/Nashville/1701-Boxwood-Dr-37211/home/62361741,REALTRACS,2135739,N,Y,36.034966133,-86.72169943
PAST SALE,November-16-2020,Single Family Residential,7428 Stacy Dr,Nashville,TN,37221,400000,3,2.0,Cross Timbers,1933,13939,1968,,207,,Sold,,,https://www.redfin.com/TN/Nashville/7428-Stacy-Dr-37221/home/108097418,REALTRACS,2198407,N,Y,36.0762508,-86.9379086
PAST SALE,December-18-2020,Single Family Residential,7037 Calderwood Dr,Antioch,TN,37013,342000,3,2.5,Indian Creek Estates,2491,8276,2003,,137,17,Sold,,,https://www.redfin.com/TN/Antioch/7037-Calderwood-Dr-37013/home/108022794,REALTRACS,2206472,N,Y,36.0094187,-86.6811546
PAST SALE,May-21-2021,Single Family Residential,6228 Henry Ford Dr,Nashville,TN,37209,435000,3,2.0,Charlotte Park,1692,18295,1963,,257,,Sold,,,https://www.redfin.com/TN/Nashville/6228-Henry-Ford-Dr-37209/home/108000800,REALTRACS,2246141,N,Y,36.1525537,-86.8788166
PAST SALE,May-12-2021,Single Family Residential,3820 Augusta Dr,Nashville,TN,37207,250000,4,2.0,Haynes Manor,2600,10454,1970,,96,,Sold,,,https://www.redfin.com/TN/Nashville/3820-Augusta-Dr-37207/home/108073369,REALTRACS,2238950,N,Y,36.2202447,-86.8152283
PAST SALE,May-20-2019,Condo/Co-op,760 Wedgewood Park Apt 203 #203,Nashville,TN,37203,300000,2,2.0,Wedgewood Park,1229,,2006,,244,187,Sold,,,https://www.redfin.com/TN/Nashville/760-Wedgewood-Park-37203/unit-203/home/108046123,REALTRACS,2018286,N,Y,36.1348191,-86.7778873
PAST SALE,April-15-2021,Single Family Residential,3916 W Valley Dr,Nashville,TN,37211,255000,3,1.0,Locustwood,1231,14810,1957,,207,,Sold,,,https://www.redfin.com/TN/Nashville/3916-W-Valley-Dr-37211/home/60794875,REALTRACS,2231167,N,Y,36.0682006,-86.7009765
PAST SALE,August-23-2019,Single Family Residential,500 Radnor St,Nashville,TN,37211,399000,4,3.0,College Heights,1821,8712,1935,,219,,Sold,,,https://www.redfin.com/TN/Nashville/500-Radnor-St-37211/home/68834784,REALTRACS,2010114,N,Y,36.1054542,-86.7448393
PAST SALE,May-27-2021,Single Family Residential,205 Garner Ave,Madison,TN,37115,305000,3,2.5,Overlook/Kennaston Estates,1550,6534,2004,,197,,Sold,,,https://www.redfin.com/TN/Madison/205-Garner-Ave-37115/home/106022481,REALTRACS,2243121,N,Y,36.270258,-86.7087786
PAST SALE,August-26-2020,Single Family Residential,521 Edwin St,Nashville,TN,37207,449900,3,3.0,Rawls Tract,1800,9147,1950,,250,,Sold,,,https://www.redfin.com/TN/Nashville/521-Edwin-St-37207/home/69556789,REALTRACS,2172100,N,Y,36.2040732,-86.7554061
PAST SALE,June-7-2019,Single Family Residential,2901 Jones Ave,Nashville,TN,37207,320000,3,2.0,Joywood Heights,1440,17859,1956,,222,,Sold,,,https://www.redfin.com/TN/Nashville/2901-Jones-Ave-37207/home/87803544,REALTRACS,2032085,N,Y,36.2195228,-86.7550526
PAST SALE,December-15-2020,Single Family Residential,201 Riverstone Ct,Nashville,TN,37214,214900,2,2.0,Riverstone,1140,1306,1987,,189,148,Sold,,,https://www.redfin.com/TN/Nashville/201-Riverstone-Ct-37214/home/108087135,REALTRACS,2206192,N,Y,36.1716719,-86.6543456
PAST SALE,October-27-2020,Single Family Residential,265 Took Dr,Antioch,TN,37013,360000,5,3.5,Berkeley Hall,3097,7405,2015,,116,,Sold,,,https://www.redfin.com/TN/Antioch/265-Took-Dr-37013/home/60697875,REALTRACS,2181969,N,Y,36.0625012,-86.6498324
PAST SALE,July-13-2020,Single Family Residential,8256 Middlewick Ln,Nolensville,TN,37135,489900,4,2.5,Burkitt Place Ph 2J,3031,9583,2014,,162,55,Sold,,,https://www.redfin.com/TN/Nolensville/8256-Middlewick-Ln-37135/home/60786264,REALTRACS,2154270,N,Y,35.9824055,-86.6672274
PAST SALE,October-29-2020,Single Family Residential,2915 Wellesley Trce,Nashville,TN,37215,989900,4,4.5,Wellesley Trace Cottages,3300,8712,2014,,300,,Sold,,,https://www.redfin.com/TN/Nashville/2915-Wellesley-Trce-37215/home/60697693,REALTRACS,2193089,N,Y,36.1196958,-86.8125998
PAST SALE,April-23-2021,Townhouse,3110 Woodymore Dr,Antioch,TN,37013,195000,3,1.0,Woodymore Heights,1185,6969,1986,,165,,Sold,,,https://www.redfin.com/TN/Antioch/3110-Woodymore-Dr-37013/home/68710664,REALTRACS,2234144,N,Y,36.076293,-86.609455
PAST SALE,September-30-2020,Single Family Residential,4064 Calumet Dr,Antioch,TN,37013,204900,3,2.0,Calumet,1478,4356,1989,,139,20,Sold,,,https://www.redfin.com/TN/Antioch/4064-Calumet-Dr-37013/home/102086992,REALTRACS,2182531,N,Y,36.0646861,-86.6172298
PAST SALE,April-30-2020,Single Family Residential,107 Matterhorn Dr,Old Hickory,TN,37138,295500,4,3.0,Shiloh Park 1,2100,12196,1983,,141,,Sold,,,https://www.redfin.com/TN/Old-Hickory/107-Matterhorn-Dr-37138/home/103888966,REALTRACS,2124578,N,Y,36.2184839,-86.584268
PAST SALE,July-27-2020,Condo/Co-op,6206A California Ave,Nashville,TN,37209,469900,3,3.0,6206 California Cottages,2018,871,2015,,233,,Sold,,,https://www.redfin.com/TN/Nashville/Unknown-37209/home/147958655,REALTRACS,2161775,N,Y,36.16720581,-86.86239624
PAST SALE,,Condo/Co-op,2115 Yeaman Pl #201,Nashville,TN,37206,235000,1,1.0,,770,,2008,,305,,,,,https://www.redfin.com/TN/Nashville/2115-Yeaman-Pl-37206/unit-201/home/105429927,,,N,Y,36.17355,-86.764317
PAST SALE,June-14-2019,Townhouse,1251 Martin St,Nashville,TN,37203,519000,2,3.0,The Six10 Merritt,1942,,2016,,267,205,Sold,,,https://www.redfin.com/TN/Nashville/1251-Martin-St-37203/unit-114/home/112485247,REALTRACS,2027766,N,Y,36.1404362,-86.7697171
PAST SALE,May-29-2019,Condo/Co-op,4120 Ridgefield Drive 316,Nashville,TN,37205,405000,2,2.0,Belle Meade Court,1363,,2008,,297,413,Sold,,,https://www.redfin.com/TN/Nashville/4120-Ridgefield-Dr-37205/unit-316/home/68706317,REALTRACS,2010297,N,Y,36.1248075,-86.8448178
PAST SALE,May-16-2019,Condo/Co-op,20 Rutledge St #211,Nashville,TN,37210,474900,2,2.0,CityLights,1150,,2018,,413,708,Sold,,,https://www.redfin.com/TN/Nashville/20-Rutledge-St-37210/unit-211/home/104058140,REALTRACS,2107996,N,Y,36.1563844,-86.7695636
PAST SALE,June-13-2019,Townhouse,1225 4th Ave S. #205 #105,Nashville,TN,37210,205000,1,1.0,Woodstock at Chestnut HIll,611,,2016,,336,110,Sold,,,https://www.redfin.com/TN/Nashville/1225-4th-Ave-S-37210/unit-105/home/167237455,REALTRACS,2050846,N,Y,36.1434309,-86.766066
PAST SALE,March-15-2019,Condo/Co-op,2600 Hillsboro Pike Apt 315 #315,Nashville,TN,37212,450000,2,2.0,The Enclave At Hillsboro V,1880,,2006,,239,457,Sold,,,https://www.redfin.com/TN/Nashville/2600-Hillsboro-Pike-37212/unit-315/home/60648784,REALTRACS,1968111,N,Y,36.124674,-86.805364
PAST SALE,March-5-2019,Single Family Residential,502A Dr DB Todd Jr Blvd,Nashville,TN,37203,545000,3,3.5,J R Hudson,2143,6534,2018,,254,,Sold,,,https://www.redfin.com/TN/Nashville/502A-Dr-DB-Todd-Jr-Blvd-37203/home/147973624,REALTRACS,1985506,N,Y,36.1595535,-86.8009826
PAST SALE,August-6-2019,Condo/Co-op,20 Rutledge St #503,Nashville,TN,37210,747500,2,2.5,CityLights,1465,,2018,,510,592,Sold,,,https://www.redfin.com/TN/Nashville/20-Rutledge-St-37210/unit-503/home/168404849,REALTRACS,2068820,N,Y,36.1563844,-86.7695636
PAST SALE,July-30-2019,Townhouse,376 Herron Drive #1,Nashville,TN,37210,200000,1,1.0,Alloy,650,,2018,,308,193,Sold,,,https://www.redfin.com/TN/Nashville/376-Herron-Dr-37210/unit-1/home/144499064,REALTRACS,2066302,N,Y,36.1355257,-86.7561974
PAST SALE,February-18-2019,Townhouse,116 Summit Ridge Ct,Nashville,TN,37215,222000,2,2.5,Four Seasons,1298,,1978,,171,438,Sold,,,https://www.redfin.com/TN/Nashville/116-Summit-Ridge-Ct-37215/unit-116/home/60661406,REALTRACS,1994758,N,Y,36.0934943,-86.8276786
PAST SALE,December-27-2018,Single Family Residential,518B Southgate Ave,Nashville,TN,37203,562661,3,3.5,Southgate Station,2315,,2018,,243,100,Sold,,,https://www.redfin.com/TN/Nashville/518-Southgate-Ave-37203/unit-B/home/148401031,REALTRACS,1994689,N,Y,36.1362096,-86.7673057
PAST SALE,,Single Family Residential,603 S 10th St,Nashville,TN,37206,257000,2,1.0,,950,10019,1963,,271,,,,,https://www.redfin.com/TN/Nashville/603-S-10th-St-37206/home/108002254,,,N,Y,36.1692436,-86.7521459
PAST SALE,August-12-2019,Single Family Residential,105 Leake Ave Apt 63 #63,Nashville,TN,37205,160000,1,1.0,Belle Meade Tower,900,,1963,,178,617,Sold,,,https://www.redfin.com/TN/Nashville/105-Leake-Ave-37205/unit-63/home/108125898,REALTRACS,2057194,N,Y,36.1041517,-86.867434
PAST SALE,January-11-2019,Condo/Co-op,222 Polk Ave Apt 403 #403,Nashville,TN,37203,380000,1,1.0,Watauga,875,,1900,,434,278,Sold,,,https://www.redfin.com/TN/Nashville/222-Polk-Ave-37203/unit-403/home/79909169,REALTRACS,1993815,N,Y,36.1627709,-86.7838278
PAST SALE,June-14-2019,Single Family Residential,541 Cathy Jo Cir,Nashville,TN,37211,397000,5,3.0,Valley View Terrace,1961,78408,1997,,202,,Sold,,,https://www.redfin.com/TN/Nashville/541-Cathy-Jo-Cir-37211/home/108005245,REALTRACS,2035762,N,Y,36.0939217,-86.7184713
PAST SALE,June-16-2019,Condo/Co-op,130B Rains Ave,Nashville,TN,37203,575000,4,4.5,Wedgewood Houston,2847,10890,2019,,202,,Sold,,,https://www.redfin.com/TN/Nashville/130-Rains-Ave-37203/unit-B/home/144499022,REALTRACS,2026070,N,Y,36.137811,-86.7637869
PAST SALE,,Multi-Family (2-4 Unit),37 Lutie St Unit A,Nashville,TN,37210,230000,4,2.0,,1479,10890,1979,,156,,,,,https://www.redfin.com/TN/Nashville/37-Lutie-St-37210/unit-A/home/107987046,,,N,Y,36.1165665,-86.7351676
PAST SALE,August-15-2019,Townhouse,4400 Belmont Park Ter Apt 209,Nashville,TN,37215,350000,3,2.5,Arden Place,1936,,1977,,181,390,Sold,,,https://www.redfin.com/TN/Nashville/4400-Belmont-Park-Ter-37215/unit-209/home/108008213,REALTRACS,2050285,N,Y,36.0984101,-86.8044603
PAST SALE,,Condo/Co-op,1066 2nd Ave S Unit D,Nashville,TN,37210,284900,1,1.0,,854,,2014,,334,,,,,https://www.redfin.com/TN/Nashville/1066-2nd-Ave-S-37210/unit-D/home/87811116,,,N,Y,36.147723,-86.76551
PAST SALE,May-4-2019,Condo/Co-op,1225 4th Ave S #204,Nashville,TN,37210,335000,2,2.0,Woodstock at Chestnut HIll,1318,,2016,,254,150,Sold,,,https://www.redfin.com/TN/Nashville/1225-4th-Ave-S-37210/unit-204/home/162589943,REALTRACS,2020703,N,Y,36.1434309,-86.766066
PAST SALE,January-18-2019,Single Family Residential,2801 Valley Rd,Nashville,TN,37215,725000,4,3.5,Cottages At White Oak,2870,14810,2015,,253,,Sold,,,https://www.redfin.com/TN/Nashville/2801-Valley-Rd-37215/unit-D/home/95951183,REALTRACS,1977351,N,Y,36.1220902,-86.8122802
PAST SALE,July-26-2019,Single Family Residential,1213 11th Ave N,Nashville,TN,37208,430000,3,2.5,Buena Vista,1781,4356,2018,,241,,Sold,,,https://www.redfin.com/TN/Nashville/1213-11th-Ave-N-37208/home/60914425,REALTRACS,2043819,N,Y,36.173305,-86.7992593
PAST SALE,May-31-2019,Single Family Residential,215 Thompson Park Dr,Nashville,TN,37211,283000,2,2.5,100 Thompson LN Townhomes,1451,,2018,,195,100,Sold,,,https://www.redfin.com/TN/Nashville/215-Thompson-Park-Dr-37211/home/148401359,REALTRACS,2015395,N,Y,36.110852,-86.735767
PAST SALE,July-8-2019,Condo/Co-op,400 Herron Drive #313,Nashville,TN,37210,249900,2,2.0,Alloy,1096,,2018,,228,210,Sold,,,https://www.redfin.com/TN/Nashville/400-Herron-Dr-37210/unit-313/home/145281415,REALTRACS,2043311,N,Y,36.136478,-86.757402
PAST SALE,March-19-2019,Single Family Residential,131b Woodmont Blvd,Nashville,TN,37205,643950,3,2.5,Woodmont Close,2855,1742,2005,,226,293,Sold,,,https://www.redfin.com/TN/Nashville/131B-Woodmont-Blvd-37205/unit-B/home/146238394,REALTRACS,2002190,N,Y,36.12142,-86.8450639
PAST SALE,July-25-2019,Single Family Residential,1104 Glenview Dr,Nashville,TN,37206,772500,5,4.0,Shelby Village,3014,8276,2018,,256,,Sold,,,https://www.redfin.com/TN/Nashville/1104-Glenview-Dr-37206/home/112379488,REALTRACS,2034931,N,Y,36.1637783,-86.7514193
PAST SALE,,Single Family Residential,2086 Whitney Ave,Nashville,TN,37210,236500,2,2.0,,1338,11761,1950,,177,,,,,https://www.redfin.com/TN/Nashville/2086-Whitney-Ave-37210/home/107985864,,,N,Y,36.1280972,-86.7510461
PAST SALE,August-16-2019,Single Family Residential,1146 Glendale,Nashville,TN,37204,906550,4,4.0,OAKHILL/GREENHILLS,3222,,2019,,281,,Sold,,,https://www.redfin.com/TN/Nashville/1146-Glendale-Ln-37204/home/168675792,REALTRACS,2072452,N,Y,36.0949535,-86.800091
PAST SALE,April-13-2019,Condo/Co-op,1506A Phillips St,Nashville,TN,37208,450000,4,3.5,Homes At 1506 Phillips Str,2255,871,2019,,200,,Sold,,,https://www.redfin.com/TN/Nashville/1506-Phillips-St-37208/unit-A/home/148399069,REALTRACS,2031129,N,Y,36.1686649,-86.801653
PAST SALE,July-5-2019,Single Family Residential,1027 Drummond Dr,Nashville,TN,37211,275000,4,2.0,Battlewood,1500,37897,1961,,183,,Sold,,,https://www.redfin.com/TN/Nashville/1027-Drummond-Dr-37211/home/107977691,REALTRACS,2051449,N,Y,36.1067543,-86.7162308
PAST SALE,,Single Family Residential,4530 Belmont Park Ter,Nashville,TN,37215,784537,3,1.5,,1671,56628,1953,,470,,,,,https://www.redfin.com/TN/Nashville/4530-Belmont-Park-Ter-37215/home/108110539,,,N,Y,36.0907074,-86.8054592
